,temp,rh,pressure,windDirDeg,windsp,windPeak,windDirClass,no,no2,nox,pm10,pm10Lag,traffic,trafficClass,trafficLag1,trafficLag2,trafficLag3,trafficLag4,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend
2015-12-04,5.579166666666667,80.0,990.8833333333332,,,,,61.34782608695652,38.56521739130435,69.30434782608695,44.97916666666666,48.02916666666667,1006.2,2,999.4000000000001,800.3,715.5,951.3,338,0,0,0,0
2015-12-05,2.8625000000000003,87.70833333333333,993.4291666666668,,,,,85.1304347826087,41.08695652173913,89.56521739130434,46.22916666666666,44.97916666666666,1022.3,2,1006.2,999.4000000000001,800.3,715.5,339,0,0,0,1
2015-12-06,1.5083333333333335,98.58333333333331,991.5625,,,,,20.869565217391305,31.08695652173913,33.04347826086956,36.17083333333333,46.22916666666666,1043.1999999999998,2,1022.3,1006.2,999.4000000000001,800.3,340,0,0,0,1
2015-12-07,1.8333333333333333,92.5,994.6958333333332,,,,,152.69565217391303,51.0,149.04347826086956,48.06666666666667,36.17083333333333,951.5999999999999,2,1043.1999999999998,1022.3,1006.2,999.4000000000001,341,0,0,1,0
2015-12-08,-0.7916666666666666,99.58333333333331,994.9666666666668,,,,,59.391304347826086,27.869565217391305,62.30434782608695,33.37916666666667,48.06666666666667,693.2,1,951.5999999999999,1043.1999999999998,1022.3,1006.2,342,1,0,0,0
2015-12-09,0.3583333333333333,99.70833333333331,992.475,,,,,57.08695652173913,38.391304347826086,65.82608695652173,33.300000000000004,33.37916666666667,793.2,1,693.2,951.5999999999999,1043.1999999999998,1022.3,343,0,1,0,0
2015-12-10,1.0916666666666666,94.95833333333331,995.2166666666668,,,,,121.21739130434784,47.91304347826087,122.30434782608695,34.7875,33.300000000000004,1001.6,2,793.2,693.2,951.5999999999999,1043.1999999999998,344,0,0,0,0
2015-12-11,-1.675,90.41666666666669,989.9,,,,,139.95652173913044,54.30434782608695,140.7391304347826,45.22916666666666,34.7875,1023.5,2,1001.6,793.2,693.2,951.5999999999999,345,0,0,0,0
2015-12-12,-0.6958333333333333,90.91666666666669,984.8,,,,,167.0909090909091,58.95454545454545,164.86363636363637,67.46249999999999,45.22916666666666,1044.4,2,1023.5,1001.6,793.2,693.2,346,0,0,0,1
2015-12-13,-0.9666666666666668,85.91666666666667,980.6458333333334,,,,,109.47826086956522,53.78260869565217,115.95652173913044,54.40833333333333,67.46249999999999,1050.0,2,1044.4,1023.5,1001.6,793.2,347,0,0,0,1
2015-12-14,0.4833333333333334,89.20833333333333,984.9791666666666,,,,,106.1304347826087,52.91304347826087,112.82608695652172,42.07083333333333,54.40833333333333,928.1999999999999,2,1050.0,1044.4,1023.5,1001.6,348,0,0,0,0
2015-12-15,2.5500000000000003,86.58333333333333,986.2166666666668,,,,,59.52173913043478,47.391304347826086,72.56521739130434,54.0375,42.07083333333333,723.6,1,928.1999999999999,1050.0,1044.4,1023.5,349,0,0,0,0
2015-12-16,3.1166666666666667,87.04166666666667,989.8875,,,,,128.95652173913044,51.91304347826087,130.65217391304347,64.1875,54.0375,808.1,2,723.6,928.1999999999999,1050.0,1044.4,350,0,0,0,0
2015-12-17,1.8041666666666665,97.5,989.9291666666668,,,,,50.95652173913044,38.21739130434783,60.78260869565217,50.57083333333333,64.1875,1015.0999999999999,2,808.1,723.6,928.1999999999999,1050.0,351,0,0,0,0
2015-12-18,1.4791666666666667,98.58333333333331,985.9291666666668,,,,,99.0,35.52173913043478,98.04347826086956,39.025,50.57083333333333,1041.3,2,1015.0999999999999,808.1,723.6,928.1999999999999,352,0,0,0,0
2015-12-19,2.279166666666667,93.91666666666669,987.025,,,,,177.43478260869566,43.65217391304348,165.04347826086956,53.45,39.025,1073.7,2,1041.3,1015.0999999999999,808.1,723.6,353,0,0,0,1
2015-12-20,0.6749999999999999,100.0,987.9625,,,,,38.73913043478261,28.91304347826087,46.17391304347826,28.879166666666663,53.45,1072.1999999999998,2,1073.7,1041.3,1015.0999999999999,808.1,354,0,0,0,1
2015-12-21,1.2916666666666667,98.125,987.3333333333334,,,,,65.82608695652173,35.30434782608695,71.26086956521739,26.979166666666668,28.879166666666663,908.0,2,1072.1999999999998,1073.7,1041.3,1015.0999999999999,355,0,0,0,0
2015-12-22,3.525,91.83333333333331,989.8833333333332,,,,,172.34782608695653,49.56521739130435,164.08695652173913,45.30833333333334,26.979166666666668,637.9,1,908.0,1072.1999999999998,1073.7,1041.3,356,0,0,0,0
2015-12-23,2.9333333333333336,88.45833333333333,988.3208333333332,,,,,169.43478260869566,54.47826086956522,164.34782608695653,46.9875,45.30833333333334,690.8,1,637.9,908.0,1072.1999999999998,1073.7,357,0,0,0,0
2015-12-24,1.5875,87.625,989.15,,,,,81.30434782608695,42.69565217391305,87.52173913043478,46.225,46.9875,564.3,1,690.8,637.9,908.0,1072.1999999999998,358,0,0,1,0
2015-12-25,1.6708333333333334,85.125,991.3958333333334,,,,,72.78260869565217,40.869565217391305,79.82608695652173,46.41666666666666,46.225,383.6,1,564.3,690.8,637.9,908.0,359,1,0,1,0
2015-12-26,1.8958333333333333,85.45833333333333,990.9625,,,,,71.1304347826087,41.21739130434783,78.6086956521739,40.11666666666667,46.41666666666666,450.3,1,383.6,564.3,690.8,637.9,360,1,1,0,1
2015-12-27,2.0291666666666663,82.16666666666667,990.55,,,,,76.0,44.78260869565217,84.3913043478261,39.704166666666666,40.11666666666667,733.9000000000001,1,450.3,383.6,564.3,690.8,361,0,1,0,1
2015-12-28,2.520833333333333,79.20833333333333,990.475,,,,,123.82608695652172,55.56521739130435,128.47826086956522,51.55833333333334,39.704166666666666,662.3,1,733.9000000000001,450.3,383.6,564.3,362,0,0,0,0
2015-12-29,2.45,88.33333333333333,989.6583333333332,,,,,42.73913043478261,37.69565217391305,54.04347826086956,66.48333333333333,51.55833333333334,514.4000000000001,1,662.3,733.9000000000001,450.3,383.6,363,0,0,0,0
2015-12-30,1.6958333333333335,93.25,993.5625,,,,,19.0,24.782608695652176,28.217391304347824,31.3875,66.48333333333333,584.3,1,514.4000000000001,662.3,733.9000000000001,450.3,364,0,0,0,0
2015-12-31,-2.8666666666666667,72.29166666666667,990.45,,,,,21.39130434782609,27.347826086956523,31.47826086956522,40.92083333333333,31.3875,570.9,1,584.3,514.4000000000001,662.3,733.9000000000001,365,0,0,1,0
2016-01-04,-6.175,86.75,962.075,,,,,16.130434782608695,25.782608695652176,26.43478260869565,48.57916666666667,35.75416666666667,786.4000000000001,1,570.9,584.3,514.4000000000001,662.3,4,0,0,0,0
2016-01-05,-6.241666666666667,91.75,961.4083333333332,,,,,39.91304347826087,41.21739130434783,53.56521739130435,76.43333333333334,48.57916666666667,718.3,1,786.4000000000001,570.9,584.3,514.4000000000001,5,0,0,1,0
2016-01-06,-2.895833333333333,95.95833333333331,963.1791666666668,,,,,58.04347826086956,47.73913043478261,71.47826086956522,98.34166666666664,76.43333333333334,517.3,1,718.3,786.4000000000001,570.9,584.3,6,1,0,0,0
2016-01-07,-1.9791666666666667,94.45833333333331,962.2083333333334,,,,,145.52173913043478,65.82608695652173,151.08695652173913,57.41666666666666,98.34166666666664,733.2,1,517.3,718.3,786.4000000000001,570.9,7,0,1,0,0
2016-01-08,0.3791666666666666,94.83333333333331,967.7541666666666,,,,,99.34782608695652,59.69565217391305,110.78260869565216,53.2,57.41666666666666,958.3,2,733.2,517.3,718.3,786.4000000000001,8,0,0,0,0
2016-01-09,0.55,94.83333333333331,966.7791666666668,,,,,94.95652173913044,47.26086956521739,101.0,57.6125,53.2,962.1,2,958.3,733.2,517.3,718.3,9,0,0,0,1
2016-01-10,1.7208333333333332,98.83333333333331,963.1375,,,,,48.78260869565217,36.26086956521739,58.04347826086956,36.775,57.6125,987.4,2,962.1,958.3,733.2,517.3,10,0,0,0,1
2016-01-11,4.745833333333334,92.83333333333331,957.1791666666668,,,,,40.26086956521739,38.30434782608695,52.391304347826086,17.287499999999998,36.775,1012.2,2,987.4,962.1,958.3,733.2,11,0,0,0,0
2016-01-12,3.3041666666666667,92.45833333333331,959.7958333333332,,,,,62.08695652173913,47.04347826086956,74.56521739130434,17.0125,17.287499999999998,878.1999999999999,2,1012.2,987.4,962.1,958.3,12,0,0,0,0
2016-01-13,2.4625,75.08333333333333,969.5458333333332,,,,,46.73913043478261,38.69565217391305,57.78260869565217,17.845833333333335,17.0125,616.8,1,878.1999999999999,1012.2,987.4,962.1,13,0,0,0,0
2016-01-14,0.9208333333333334,76.58333333333333,974.125,,,,,79.95652173913044,55.0,92.8695652173913,43.49583333333334,17.845833333333335,751.2,1,616.8,878.1999999999999,1012.2,987.4,14,0,0,0,0
2016-01-15,0.1749999999999999,83.125,968.4541666666668,,,,,79.08695652173913,54.43478260869565,91.95652173913044,45.30416666666667,43.49583333333334,972.2,2,751.2,616.8,878.1999999999999,1012.2,15,0,0,0,0
2016-01-16,-1.5583333333333331,70.20833333333333,974.3083333333334,,,,,25.17391304347826,34.52173913043478,38.17391304347826,20.625,45.30416666666667,999.4,2,972.2,751.2,616.8,878.1999999999999,16,0,0,0,1
2016-01-17,-2.4791666666666665,64.875,975.1791666666668,,,,,15.391304347826088,29.347826086956523,27.60869565217392,20.27083333333333,20.625,1027.6999999999998,2,999.4,972.2,751.2,616.8,17,0,0,0,1
2016-01-18,-3.0125,68.875,979.0875,,,,,53.82608695652174,41.26086956521739,64.78260869565217,34.80416666666667,20.27083333333333,1060.3,2,1027.6999999999998,999.4,972.2,751.2,18,0,0,0,0
2016-01-19,-5.808333333333334,81.5,976.3083333333334,,,,,58.869565217391305,51.43478260869565,74.04347826086956,50.6625,34.80416666666667,914.7,2,1060.3,1027.6999999999998,999.4,972.2,19,0,0,0,0
2016-01-20,-4.420833333333333,77.91666666666667,976.0291666666668,,,,,92.65217391304348,58.08695652173913,104.56521739130434,64.95833333333333,50.6625,683.3,1,914.7,1060.3,1027.6999999999998,999.4,20,0,0,0,0
2016-01-21,-4.304166666666666,83.79166666666667,982.9208333333332,,,,,92.21739130434784,59.56521739130435,105.0,46.59583333333333,64.95833333333333,802.4000000000001,2,683.3,914.7,1060.3,1027.6999999999998,21,0,0,0,0
2016-01-22,-3.1666666666666665,74.70833333333333,991.6875,,,,,42.26086956521739,47.69565217391305,58.82608695652174,46.76666666666667,46.59583333333333,986.8,2,802.4000000000001,683.3,914.7,1060.3,22,0,0,0,0
2016-01-23,-5.704166666666667,87.0,990.575,,,,,51.04347826086956,46.82608695652174,65.52173913043478,56.17916666666667,46.76666666666667,964.5,2,986.8,802.4000000000001,683.3,914.7,23,0,0,0,1
2016-01-24,-2.0916666666666663,81.375,992.2166666666668,,,,,96.30434782608695,57.78260869565217,107.3913043478261,57.74166666666667,56.17916666666667,1004.2,2,964.5,986.8,802.4000000000001,683.3,24,0,0,0,1
2016-01-25,3.079166666666666,72.41666666666667,987.8541666666666,,,,,129.82608695652175,69.26086956521739,140.52173913043478,69.54166666666667,57.74166666666667,1019.5,2,1004.2,964.5,986.8,802.4000000000001,25,0,0,0,0
2016-01-26,3.933333333333333,79.04166666666667,986.6166666666668,,,,,180.2173913043478,72.73913043478261,182.69565217391303,61.50416666666666,69.54166666666667,881.9,2,1019.5,1004.2,964.5,986.8,26,0,0,0,0
2016-01-27,4.204166666666667,79.20833333333333,984.4708333333332,,,,,175.34782608695653,65.17391304347827,174.69565217391303,71.29583333333333,61.50416666666666,636.5,1,881.9,1019.5,1004.2,964.5,27,0,0,0,0
2016-01-28,5.75,75.83333333333333,983.0166666666668,,,,,142.63636363636363,61.68181818181818,146.5909090909091,60.145833333333336,71.29583333333333,739.9000000000001,1,636.5,881.9,1019.5,1004.2,28,0,0,0,0
2016-01-29,5.216666666666667,80.83333333333333,987.75,,,,,107.8695652173913,59.04347826086956,117.47826086956522,45.85,60.145833333333336,961.3,2,739.9000000000001,636.5,881.9,1019.5,29,0,0,0,0
2016-01-30,2.4791666666666665,85.625,981.6833333333334,,,,,66.82608695652173,44.78260869565217,77.0,45.3875,45.85,971.3,2,961.3,739.9000000000001,636.5,881.9,30,0,0,0,1
2016-01-31,5.858333333333333,74.79166666666667,973.4833333333332,,,,,12.434782608695652,28.95652173913044,25.0,21.1625,45.3875,993.9000000000001,2,971.3,961.3,739.9000000000001,636.5,31,0,0,0,1
2016-02-01,7.0,82.95833333333333,977.7,,,,,74.43478260869566,48.26086956521739,84.8695652173913,45.44166666666666,21.1625,1003.3,2,993.9000000000001,971.3,961.3,739.9000000000001,32,0,0,0,0
2016-02-02,7.008333333333333,83.75,979.525,,,,,91.52631578947368,47.42105263157895,98.26315789473684,49.11666666666667,45.44166666666666,864.4,2,1003.3,993.9000000000001,971.3,961.3,33,0,0,0,0
2016-02-03,4.429166666666666,90.875,975.1041666666666,,,,,95.30434782608695,50.26086956521739,102.69565217391305,32.68333333333333,49.11666666666667,627.6,1,864.4,1003.3,993.9000000000001,971.3,34,0,0,0,0
2016-02-04,4.575,54.333333333333336,980.3,,,,,24.39130434782609,31.695652173913043,36.04347826086956,20.029166666666665,32.68333333333333,764.3,1,627.6,864.4,1003.3,993.9000000000001,35,0,0,0,0
2016-02-05,4.204166666666667,65.0,984.5,,,,,42.78260869565217,37.56521739130435,53.91304347826087,24.204166666666666,20.029166666666665,986.2,2,764.3,627.6,864.4,1003.3,36,0,0,0,0
2016-02-06,3.1791666666666667,74.54166666666667,983.3458333333332,,,,,47.73913043478261,46.21739130434783,62.60869565217392,35.858333333333334,24.204166666666666,999.0,2,986.2,764.3,627.6,864.4,37,0,0,0,1
2016-02-07,4.945833333333334,76.875,973.9875,,,,,22.52173913043478,37.43478260869565,37.47826086956522,25.104166666666668,35.858333333333334,943.8,2,999.0,986.2,764.3,627.6,38,0,0,0,1
2016-02-08,7.216666666666666,80.41666666666667,971.9333333333334,,,,,38.34782608695652,47.65217391304348,55.56521739130435,25.320833333333336,25.104166666666668,992.5,2,943.8,999.0,986.2,764.3,39,0,0,0,0
2016-02-09,7.833333333333333,71.79166666666667,967.1416666666668,,,,,27.08695652173913,31.217391304347824,38.04347826086956,19.379166666666663,25.320833333333336,884.9,2,992.5,943.8,999.0,986.2,40,0,0,0,0
2016-02-10,5.029166666666667,76.875,955.7083333333334,,,,,27.47826086956522,42.65217391304348,44.47826086956522,23.85833333333333,19.379166666666663,654.9000000000001,1,884.9,992.5,943.8,999.0,41,0,0,0,0
2016-02-11,2.65,70.20833333333333,966.3958333333334,,,,,45.78260869565217,50.52173913043478,63.130434782608695,29.041666666666668,23.85833333333333,767.7,1,654.9000000000001,884.9,992.5,943.8,42,0,0,0,0
2016-02-12,0.4583333333333333,89.16666666666667,965.4125,,,,,47.91304347826087,45.04347826086956,62.0,23.7875,29.041666666666668,956.2,2,767.7,654.9000000000001,884.9,992.5,43,0,0,0,0
2016-02-13,3.2291666666666665,85.91666666666667,955.85,,,,,20.782608695652176,30.91304347826087,32.78260869565217,22.008333333333336,23.7875,951.2,2,956.2,767.7,654.9000000000001,884.9,44,0,0,0,1
