,temp,rh,pressure,windDirDeg,windsp,windPeak,windDirClass,no,no2,nox,pm10,pm10Lag,traffic,trafficClass,trafficLag1,trafficLag2,trafficLag3,trafficLag4,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend
2014-01-19,-99,-99,965.454166666667,,,,,38.4782608695652,43.9565217391304,53.8695652173913,27.275,28.1,914.7,2,1060.3,1027.7,999.4,972.2,19,0,0,0,1
2014-01-20,-99,-99,961.091666666667,,,,,55.1304347826087,39.6956521739131,64.9130434782609,29.0625,27.275,683.3,1,914.7,1060.3,1027.7,999.4,20,0,0,0,0
2014-01-21,-99,-99,965.145833333333,,,,,45.4782608695652,32.4782608695652,53.4347826086957,26.8347826086957,29.0625,802.4,2,683.3,914.7,1060.3,1027.7,21,0,0,0,0
2014-01-22,-99,-99,971.104166666667,,,,,36.0526315789474,31.2631578947368,45.2631578947368,27.2958333333333,26.8347826086957,986.8,2,802.4,683.3,914.7,1060.3,22,0,0,0,0
2014-01-23,-99,-99,975.6,,,,,46.6086956521739,31.1739130434783,53.5652173913044,24.1583333333333,27.2958333333333,964.5,2,986.8,802.4,683.3,914.7,23,0,0,0,0
2014-01-24,-99,-99,972.533333333333,,,,,57.4782608695652,32.6521739130435,63.1739130434783,25.5583333333333,24.1583333333333,1004.2,2,964.5,986.8,802.4,683.3,24,0,0,0,0
2014-01-25,-99,-99,972.016666666667,,,,,25.0434782608696,33.1739130434783,37.3478260869565,28.4708333333333,25.5583333333333,1019.5,2,1004.2,964.5,986.8,802.4,25,0,0,0,1
2014-01-26,-99,-99,970.829166666667,,,,,6.21739130434783,21.6086956521739,16.2608695652174,49.4208333333333,28.4708333333333,881.9,2,1019.5,1004.2,964.5,986.8,26,0,0,0,1
2014-01-27,-99,-99,964.5125,,,,,15,38.3913043478261,32.0434782608696,79.0291666666667,49.4208333333333,636.5,1,881.9,1019.5,1004.2,964.5,27,0,0,0,0
2014-01-28,-99,-99,962.820833333333,,,,,31.2608695652174,47.7391304347826,50,97.7166666666666,79.0291666666667,739.9,1,636.5,881.9,1019.5,1004.2,28,0,0,0,0
2014-01-29,-99,-99,966.316666666667,,,,,26.6521739130435,46.4347826086957,45.6086956521739,63.9333333333333,97.7166666666666,961.3,2,739.9,636.5,881.9,1019.5,29,0,0,0,0
2014-01-30,-99,-99,974.829166666667,,,,,22.4782608695652,47.6956521739131,43.0434782608696,85.225,63.9333333333333,971.3,2,961.3,739.9,636.5,881.9,30,0,0,0,0
2014-01-31,-99,-99,977.879166666667,,,,,22.6086956521739,39.6086956521739,38.8695652173913,54.55,85.225,993.9,2,971.3,961.3,739.9,636.5,31,0,0,0,0
2014-02-01,-99,-99,977.5875,,,,,10.0869565217391,27.1739130434783,22.1739130434783,44.7875,54.55,1003.3,2,993.9,971.3,961.3,739.9,32,0,0,0,1
