,temp,rh,no,no2,nox,pm10,pm10Lag,traffic,trafficClass,trafficLag1,trafficLag2,trafficLag3,trafficLag4,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend
2014-01-20,6.891666666666667,94.08333333333331,106.91304347826087,56.69565217391305,115.3913043478261,30.975,30.275,810.75,2,1030.75,1128.625,1095.0,1091.375,20,0,0,0,0
2014-01-21,7.516666666666667,68.83333333333333,90.8695652173913,44.73913043478261,96.21739130434784,27.39583333333333,30.975,890.5,2,810.75,1030.75,1128.625,1095.0,21,0,0,0,0
2014-01-22,4.383333333333334,85.625,54.43478260869565,37.21739130434783,63.0,25.291666666666668,27.39583333333333,1067.375,2,890.5,810.75,1030.75,1128.625,22,0,0,0,0
2014-01-23,3.2875,93.875,56.95652173913044,35.52173913043478,64.17391304347827,22.454166666666666,25.291666666666668,1053.0,2,1067.375,890.5,810.75,1030.75,23,0,0,0,0
2014-01-24,0.8458333333333333,94.83333333333331,106.17391304347828,47.30434782608695,109.8695652173913,28.5375,22.454166666666666,1076.75,2,1053.0,1067.375,890.5,810.75,24,0,0,0,0
2014-01-25,-1.0166666666666666,88.83333333333333,35.56521739130435,39.91304347826087,49.391304347826086,29.8625,28.5375,1094.75,2,1076.75,1053.0,1067.375,890.5,25,0,0,0,1
2014-01-26,-5.183333333333334,86.33333333333333,13.26086956521739,30.869565217391305,26.91304347826087,51.8875,29.8625,1010.25,2,1094.75,1076.75,1053.0,1067.375,26,0,0,0,1
2014-01-27,-4.375,88.45833333333333,42.26086956521739,51.391304347826086,60.56521739130435,81.44583333333334,51.8875,798.25,1,1010.25,1094.75,1076.75,1053.0,27,0,0,0,0
2014-01-28,-2.158333333333333,91.33333333333331,60.130434782608695,58.0,78.47826086956522,92.30833333333334,81.44583333333334,871.75,2,798.25,1010.25,1094.75,1076.75,28,0,0,0,0
2014-01-29,-2.3125,85.79166666666667,35.82608695652174,53.47826086956522,56.78260869565217,61.38333333333333,92.30833333333334,1062.75,2,871.75,798.25,1010.25,1094.75,29,0,0,0,0
2014-01-30,-2.4625,90.83333333333331,52.52173913043478,67.1304347826087,77.3913043478261,88.33333333333333,61.38333333333333,1069.375,2,1062.75,871.75,798.25,1010.25,30,0,0,0,0
2014-01-31,-1.2458333333333331,94.125,44.17391304347826,56.869565217391305,65.1304347826087,55.85,88.33333333333333,1085.0,2,1069.375,1062.75,871.75,798.25,31,0,0,0,0
2014-02-01,-2.9875000000000003,94.75,10.695652173913045,32.21739130434783,25.39130434782609,44.7875,55.85,1122.0,2,1085.0,1069.375,1062.75,871.75,32,0,0,0,1
2014-02-02,-1.5291666666666668,93.625,13.956521739130435,36.17391304347826,30.13043478260869,26.495833333333334,44.7875,1018.375,2,1122.0,1085.0,1069.375,1062.75,33,0,0,0,1
