,temp,rh,windDirDeg,windsp,windPeak,windDirClass,no,no2,nox,pm10,pm10Lag,traffic,trafficClass,trafficLag1,trafficLag2,trafficLag3,trafficLag4,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend
2015-05-02,14.975,67.91666666666667,183.16666666666663,0.5833333333333334,2.4833333333333334,8.0,2.782608695652174,13.130434782608695,8.956521739130435,7.475,10.658333333333331,1686.5,3,1195.0,1703.5,1492.5,1394.0,122,0,1,0,1
2015-05-03,12.770833333333334,82.29166666666667,187.75,0.3166666666666667,1.4958333333333331,8.0,1.4782608695652173,11.608695652173912,7.173913043478261,10.291666666666666,7.475,1713.5,3,1686.5,1195.0,1703.5,1492.5,123,0,0,0,1
2015-05-04,17.849999999999998,70.29166666666667,192.625,0.5375,2.0416666666666665,9.0,14.105263157894736,21.63157894736842,22.57894736842105,20.04090909090909,10.291666666666666,1588.0,3,1713.5,1686.5,1195.0,1703.5,124,0,0,0,0
2015-05-05,21.1,57.79166666666666,214.375,0.8291666666666666,3.345833333333333,10.0,9.608695652173912,21.82608695652174,18.95652173913044,23.2875,20.04090909090909,1369.0,2,1588.0,1713.5,1686.5,1195.0,125,0,0,0,0
2015-05-06,19.625,56.5,196.4583333333333,1.2208333333333334,5.325,9.0,4.173913043478261,16.304347826086957,11.826086956521738,23.52083333333333,23.2875,1472.0,2,1369.0,1588.0,1713.5,1686.5,126,0,0,0,0
2015-05-07,17.920833333333334,47.958333333333336,149.0,0.6416666666666667,2.8666666666666667,7.0,2.4347826086956523,14.478260869565217,9.521739130434783,8.416666666666666,23.52083333333333,1251.5,2,1472.0,1369.0,1588.0,1713.5,127,0,0,0,0
2015-05-08,18.525,52.79166666666666,143.20833333333334,0.8666666666666667,3.283333333333333,6.0,3.608695652173913,19.52173913043478,13.043478260869565,16.775000000000002,8.416666666666666,1122.5,2,1251.5,1472.0,1369.0,1588.0,128,0,0,0,0
2015-05-09,17.666666666666668,65.04166666666667,218.4583333333333,0.5875,2.9,10.0,1.391304347826087,14.130434782608695,8.565217391304348,11.104166666666666,16.775000000000002,1773.0,3,1122.5,1251.5,1472.0,1369.0,129,0,0,0,1
2015-05-10,16.575,54.5,234.54166666666663,0.8875000000000001,3.583333333333333,10.0,1.2608695652173914,11.391304347826088,6.913043478260869,10.508333333333336,11.104166666666666,1272.0,2,1773.0,1122.5,1251.5,1472.0,130,0,0,0,1
2015-05-11,16.420833333333334,51.958333333333336,147.91666666666666,0.7625000000000001,2.8833333333333333,7.0,3.272727272727273,22.454545454545453,14.318181818181818,16.712500000000002,10.508333333333336,1518.5,3,1272.0,1773.0,1122.5,1251.5,131,0,0,0,0
2015-05-12,16.820833333333333,54.875,129.125,0.6166666666666667,2.3541666666666665,6.0,3.9130434782608696,27.43478260869565,17.652173913043477,19.6625,16.712500000000002,1335.5,2,1518.5,1272.0,1773.0,1122.5,132,0,0,0,0
2015-05-13,19.45,66.70833333333333,181.7083333333333,0.7625000000000001,2.9291666666666667,8.0,19.42105263157895,31.157894736842103,31.789473684210527,29.454166666666666,19.6625,1512.0,3,1335.5,1518.5,1272.0,1773.0,133,0,0,1,0
2015-05-14,18.7375,57.54166666666666,245.4583333333333,0.7833333333333333,3.525,11.0,1.391304347826087,10.0,6.304347826086956,9.158333333333331,29.454166666666666,1696.5,3,1512.0,1335.5,1518.5,1272.0,134,1,0,0,0
2015-05-15,13.008333333333333,82.0,110.83333333333331,0.5083333333333333,2.120833333333333,5.0,1.4782608695652173,16.304347826086957,9.652173913043478,16.95,9.158333333333331,1701.5,3,1696.5,1512.0,1335.5,1518.5,135,0,1,0,0
2015-05-16,14.541666666666666,80.125,186.875,0.3958333333333333,1.5791666666666666,8.0,1.8695652173913044,15.0,9.391304347826088,18.34583333333333,16.95,1683.5,3,1701.5,1696.5,1512.0,1335.5,136,0,0,0,1
2015-05-17,15.741666666666667,71.16666666666667,173.45833333333334,0.4666666666666666,1.9,8.0,2.6956521739130435,16.782608695652176,10.91304347826087,15.4,18.34583333333333,1768.0,3,1683.5,1701.5,1696.5,1512.0,137,0,0,0,1
2015-05-18,16.995833333333334,64.625,196.66666666666663,0.5208333333333334,2.1666666666666665,9.0,2.0869565217391304,23.43478260869565,13.956521739130435,17.916666666666668,15.4,1664.5,3,1768.0,1683.5,1701.5,1696.5,138,0,0,0,0
2015-05-19,18.479166666666668,65.0,148.41666666666666,0.5333333333333333,2.375,7.0,6.739130434782608,25.26086956521739,18.60869565217392,22.1875,17.916666666666668,1305.0,2,1664.5,1768.0,1683.5,1701.5,139,0,0,0,0
2015-05-20,15.779166666666669,71.91666666666667,206.5833333333333,0.9083333333333332,4.545833333333333,9.0,2.260869565217391,17.304347826086957,10.782608695652174,15.041666666666666,22.1875,1356.0,2,1305.0,1664.5,1768.0,1683.5,140,0,0,0,0
2015-05-21,12.233333333333334,63.16666666666666,310.25,2.1375,6.891666666666667,14.0,1.6956521739130437,10.391304347826088,6.956521739130435,4.9750000000000005,15.041666666666666,1351.5,2,1356.0,1305.0,1664.5,1768.0,141,0,0,0,0
2015-05-22,12.8375,64.375,327.625,1.6833333333333331,5.720833333333334,15.0,1.6521739130434785,12.08695652173913,7.782608695652174,8.554166666666667,4.9750000000000005,1713.0,3,1351.5,1356.0,1305.0,1664.5,142,0,0,0,0
2015-05-23,11.454166666666666,80.5,324.1666666666667,2.2125,7.491666666666666,14.0,1.173913043478261,8.0,5.130434782608695,2.2333333333333334,8.554166666666667,1690.5,3,1713.0,1351.5,1356.0,1305.0,143,0,0,0,1
2015-05-24,14.991666666666667,56.458333333333336,308.4583333333333,1.325,4.6125,14.0,0.5652173913043478,6.217391304347826,3.782608695652174,2.9916666666666667,2.2333333333333334,1745.5,3,1690.5,1713.0,1351.5,1356.0,144,0,0,1,1
2015-05-25,16.466666666666665,54.333333333333336,291.8333333333333,1.7125,5.629166666666666,13.0,0.6956521739130435,8.304347826086957,4.956521739130435,8.4,2.9916666666666667,1609.5,3,1745.5,1690.5,1713.0,1351.5,145,1,0,0,0
2015-05-26,16.216666666666665,54.91666666666666,282.0416666666667,1.2291666666666667,4.6125,13.0,7.391304347826087,22.0,17.391304347826086,10.9,8.4,1384.0,2,1609.5,1745.5,1690.5,1713.0,146,0,1,0,0
2015-05-27,13.604166666666666,44.708333333333336,309.625,1.1916666666666669,4.845833333333333,14.0,2.130434782608696,11.347826086956522,7.739130434782608,9.608333333333333,10.9,1474.5,2,1384.0,1609.5,1745.5,1690.5,147,0,0,0,0
2015-05-28,13.925,55.66666666666666,140.79166666666666,0.6875,2.704166666666667,6.0,3.391304347826087,17.52173913043478,11.826086956521738,15.695833333333333,9.608333333333333,1708.0,3,1474.5,1384.0,1609.5,1745.5,148,0,0,0,0
2015-05-29,17.029166666666665,55.91666666666666,173.20833333333334,0.775,2.85,8.0,6.3478260869565215,24.17391304347826,17.82608695652174,19.058333333333334,15.695833333333333,1764.0,3,1708.0,1474.5,1384.0,1609.5,149,0,0,0,0
2015-05-30,16.683333333333334,70.875,194.625,0.5666666666666667,2.433333333333333,9.0,2.260869565217391,18.869565217391305,11.782608695652174,15.529166666666669,19.058333333333334,1509.0,3,1764.0,1708.0,1474.5,1384.0,150,0,0,0,1
2015-05-31,16.316666666666666,76.16666666666667,220.3333333333333,0.5041666666666667,1.9625,10.0,1.4782608695652173,10.695652173913045,6.782608695652174,9.9125,15.529166666666669,1338.0,2,1509.0,1764.0,1708.0,1474.5,151,0,0,0,1
2015-06-01,19.058333333333334,64.875,192.375,0.6291666666666667,2.458333333333333,9.0,7.608695652173913,18.91304347826087,16.043478260869566,17.2625,9.9125,1428.0,2,1338.0,1509.0,1764.0,1708.0,152,0,0,0,0
2015-06-02,20.995833333333334,59.79166666666666,186.8333333333333,0.5708333333333333,2.145833333333333,8.0,3.8260869565217392,18.95652173913044,13.0,16.004166666666666,17.2625,1272.0,2,1428.0,1338.0,1509.0,1764.0,153,0,0,0,0
2015-06-03,23.120833333333334,57.5,179.70833333333334,0.5875,2.1750000000000003,8.0,7.6521739130434785,26.26086956521739,19.91304347826087,22.8375,16.004166666666666,1426.0,2,1272.0,1428.0,1338.0,1509.0,154,0,0,1,0
2015-06-04,24.766666666666666,53.5,172.79166666666666,0.8458333333333333,3.1166666666666667,8.0,0.9130434782608696,10.130434782608695,5.956521739130435,18.141666666666666,22.8375,1665.0,3,1426.0,1272.0,1428.0,1338.0,155,1,0,0,0
2015-06-05,22.579166666666666,58.083333333333336,211.9583333333333,0.5625,2.216666666666667,9.0,1.3043478260869563,13.08695652173913,8.0,24.633333333333336,18.141666666666666,1671.0,3,1665.0,1426.0,1272.0,1428.0,156,0,1,0,0
2015-06-06,23.258333333333336,59.25,164.66666666666666,0.7041666666666666,2.5500000000000003,7.0,1.2173913043478262,14.73913043478261,8.869565217391305,24.866666666666664,24.633333333333336,1688.5,3,1671.0,1665.0,1426.0,1272.0,157,0,0,0,1
2015-06-07,23.85833333333333,57.04166666666666,118.16666666666669,0.7833333333333333,2.858333333333333,5.0,1.0434782608695652,11.91304347826087,7.043478260869565,22.77916666666667,24.866666666666664,1730.5,3,1688.5,1671.0,1665.0,1426.0,158,0,0,0,1
2015-06-08,23.46666666666667,50.458333333333336,140.79166666666666,0.75,2.9333333333333336,6.0,2.4782608695652173,20.43478260869565,12.521739130434783,26.2375,22.77916666666667,1551.0,3,1730.5,1688.5,1671.0,1665.0,159,0,0,0,0
2015-06-09,20.133333333333333,68.33333333333333,189.625,0.7625000000000001,3.2291666666666665,8.0,2.347826086956522,17.52173913043478,11.08695652173913,30.28333333333333,26.2375,1327.5,2,1551.0,1730.5,1688.5,1671.0,160,0,0,0,0
2015-06-10,20.8,61.54166666666666,172.08333333333334,0.6083333333333333,2.529166666666667,8.0,1.6956521739130437,11.521739130434783,7.260869565217392,17.791666666666668,30.28333333333333,1193.5,2,1327.5,1551.0,1730.5,1688.5,161,0,0,0,0
2015-06-11,22.59166666666667,59.66666666666666,179.5,0.7125,2.5625,8.0,1.565217391304348,16.17391304347826,9.652173913043478,28.6625,17.791666666666668,1661.5,3,1193.5,1327.5,1551.0,1730.5,162,0,0,0,0
2015-06-12,24.58333333333333,54.708333333333336,165.29166666666666,0.7916666666666666,3.020833333333333,7.0,2.4782608695652173,18.73913043478261,11.782608695652174,27.39583333333333,28.6625,1697.5,3,1661.5,1193.5,1327.5,1551.0,163,0,0,0,0
2015-06-13,25.67083333333333,45.41666666666666,211.125,1.3958333333333333,4.995833333333334,9.0,1.2173913043478262,11.73913043478261,6.913043478260869,29.054166666666664,27.39583333333333,1699.0,3,1697.5,1661.5,1193.5,1327.5,164,0,0,0,1
2015-06-14,22.77083333333333,59.54166666666666,188.41666666666663,0.6958333333333333,2.954166666666667,8.0,1.2608695652173914,11.652173913043478,6.956521739130435,20.391666666666666,29.054166666666664,1739.5,3,1699.0,1697.5,1661.5,1193.5,165,0,0,0,1
2015-06-15,18.98333333333333,77.125,185.5833333333333,0.5166666666666667,2.154166666666667,8.0,5.652173913043479,21.30434782608696,15.565217391304348,17.908333333333335,20.391666666666666,1588.0,3,1739.5,1699.0,1697.5,1661.5,166,0,0,0,0
2015-06-16,15.433333333333332,91.54166666666669,206.91666666666663,0.4541666666666666,1.65,9.0,1.9565217391304348,16.26086956521739,10.08695652173913,9.870833333333334,17.908333333333335,1313.5,2,1588.0,1739.5,1699.0,1697.5,167,0,0,0,0
2015-06-17,15.558333333333332,61.458333333333336,169.375,0.7416666666666667,2.8541666666666665,8.0,3.347826086956522,18.47826086956522,12.347826086956522,16.087500000000002,9.870833333333334,1493.0,2,1313.5,1588.0,1739.5,1699.0,168,0,0,0,0
2015-06-18,16.875,55.41666666666666,225.375,0.5625,2.225,10.0,4.913043478260869,21.347826086956523,15.26086956521739,16.3875,16.087500000000002,1720.5,3,1493.0,1313.5,1588.0,1739.5,169,0,0,0,0
2015-06-19,18.429166666666667,58.208333333333336,267.9166666666667,1.025,3.529166666666667,12.0,2.652173913043478,15.782608695652174,10.304347826086955,10.183333333333334,16.3875,1729.5,3,1720.5,1493.0,1313.5,1588.0,170,0,0,0,0
2015-06-20,14.658333333333331,62.04166666666666,197.2083333333333,0.6666666666666666,2.7416666666666667,9.0,1.7391304347826086,13.73913043478261,8.565217391304348,7.908333333333334,10.183333333333334,1383.0,2,1729.5,1720.5,1493.0,1313.5,171,0,0,0,1
2015-06-21,15.729166666666666,49.958333333333336,217.875,0.9666666666666668,3.3166666666666664,10.0,1.1304347826086956,10.347826086956522,6.217391304347826,5.0875,7.908333333333334,1583.0,3,1383.0,1729.5,1720.5,1493.0,172,0,0,0,1
2015-06-22,18.67083333333333,55.625,167.58333333333334,0.6416666666666667,2.4166666666666665,7.0,5.217391304347826,21.39130434782609,15.304347826086955,11.9125,5.0875,1531.5,3,1583.0,1383.0,1729.5,1720.5,173,0,0,0,0
2015-06-23,13.9125,84.79166666666667,182.0833333333333,0.4666666666666666,1.9916666666666665,8.0,2.260869565217391,17.956521739130434,11.217391304347826,5.508333333333333,11.9125,1367.5,2,1531.5,1583.0,1383.0,1729.5,174,0,0,0,0
2015-06-24,15.958333333333334,58.958333333333336,272.25,0.7625000000000001,3.0416666666666665,12.0,3.619047619047619,15.142857142857142,10.714285714285714,6.566666666666666,5.508333333333333,1456.5,2,1367.5,1531.5,1583.0,1383.0,175,0,0,0,0
2015-06-25,17.2,56.583333333333336,184.2083333333333,0.5666666666666667,2.3291666666666666,8.0,3.772727272727273,18.318181818181817,12.636363636363637,11.2375,6.566666666666666,1604.5,3,1456.5,1367.5,1531.5,1583.0,176,0,0,0,0
2015-06-26,20.64583333333333,47.208333333333336,214.66666666666663,0.8208333333333333,2.8708333333333336,10.0,2.4347826086956523,18.565217391304348,11.73913043478261,12.908333333333331,11.2375,1641.5,3,1604.5,1456.5,1367.5,1531.5,177,0,0,0,0
2015-06-27,19.216666666666665,67.20833333333333,202.7083333333333,0.5458333333333333,2.0125,9.0,1.7391304347826086,17.391304347826086,10.26086956521739,13.2875,12.908333333333331,1655.0,3,1641.5,1604.5,1456.5,1367.5,178,0,0,0,1
2015-06-28,19.35833333333333,60.04166666666666,261.7916666666667,0.9833333333333332,3.4416666666666664,12.0,1.4782608695652173,12.521739130434783,7.695652173913044,7.008333333333333,13.2875,1742.0,3,1655.0,1641.5,1604.5,1456.5,179,0,0,0,1
2015-06-29,18.875,60.458333333333336,218.0833333333333,0.5541666666666667,2.2666666666666666,10.0,4.217391304347826,20.043478260869566,13.869565217391305,13.127272727272729,7.008333333333333,1651.0,3,1742.0,1655.0,1641.5,1604.5,180,0,0,0,0
2015-06-30,20.6625,64.91666666666667,186.625,0.5791666666666667,2.1166666666666667,8.0,5.130434782608695,18.26086956521739,13.608695652173912,15.4,13.127272727272729,1371.0,2,1651.0,1742.0,1655.0,1641.5,181,0,0,0,0
2015-07-01,23.7125,56.54166666666666,132.875,0.7000000000000001,2.4875000000000003,6.0,2.391304347826087,19.47826086956522,12.08695652173913,18.5875,15.4,1530.5,3,1371.0,1651.0,1742.0,1655.0,182,0,0,0,0
2015-07-02,24.691666666666663,58.29166666666666,131.625,0.6916666666666668,2.495833333333333,6.0,2.652173913043478,21.91304347826087,13.695652173913045,22.429166666666664,18.5875,1775.5,3,1530.5,1371.0,1651.0,1742.0,183,0,0,0,0
2015-07-03,25.15833333333333,58.708333333333336,165.5,0.7041666666666666,2.7125,7.0,2.260869565217391,19.47826086956522,12.130434782608695,24.6,22.429166666666664,1718.0,3,1775.5,1530.5,1371.0,1651.0,184,0,0,0,0
2015-07-04,24.95833333333333,57.875,137.70833333333334,0.7291666666666666,2.6791666666666667,6.0,1.8695652173913044,17.652173913043477,10.695652173913045,22.975,24.6,1722.0,3,1718.0,1775.5,1530.5,1371.0,185,0,0,0,1
2015-07-05,25.55,55.125,160.25,0.6791666666666667,2.404166666666667,7.0,1.5217391304347827,16.130434782608695,9.695652173913045,20.604166666666668,22.975,1710.0,3,1722.0,1718.0,1775.5,1530.5,186,0,0,0,1
2015-07-06,27.3875,51.625,232.9583333333333,0.7333333333333334,2.670833333333333,10.0,3.9130434782608696,25.95652173913044,16.695652173913043,21.65,20.604166666666668,1584.0,3,1710.0,1722.0,1718.0,1775.5,187,0,0,0,0
2015-07-07,28.9625,55.66666666666666,154.04166666666666,0.8291666666666666,2.9916666666666667,7.0,2.9130434782608696,24.695652173913043,15.08695652173913,29.77916666666667,21.65,1312.0,2,1584.0,1710.0,1722.0,1718.0,188,0,0,0,0
2015-07-08,23.73333333333333,72.0,186.91666666666663,0.7999999999999999,3.9875,8.0,2.5217391304347827,17.782608695652176,11.26086956521739,17.779166666666665,29.77916666666667,1453.5,2,1312.0,1584.0,1710.0,1722.0,189,0,0,0,0
2015-07-09,19.45,62.0,216.8333333333333,0.9791666666666666,3.5375,10.0,1.5217391304347827,10.652173913043478,6.739130434782608,8.174999999999999,17.779166666666665,1698.0,3,1453.5,1312.0,1584.0,1710.0,190,0,0,0,0
2015-07-10,19.258333333333333,48.41666666666666,169.08333333333334,0.75,2.7916666666666665,8.0,3.0,18.782608695652176,12.173913043478262,10.9375,8.174999999999999,1676.0,3,1698.0,1453.5,1312.0,1584.0,191,0,0,0,0
2015-07-11,20.570833333333333,56.91666666666666,188.3333333333333,0.5708333333333333,2.5791666666666666,8.0,1.3043478260869563,15.434782608695652,9.130434782608695,15.404166666666669,10.9375,1674.0,3,1676.0,1698.0,1453.5,1312.0,192,0,0,0,1
2015-07-12,24.46666666666667,53.79166666666666,199.66666666666663,0.6416666666666667,2.4916666666666667,9.0,1.0,12.391304347826088,7.304347826086956,14.2125,15.404166666666669,1681.5,3,1674.0,1676.0,1698.0,1453.5,193,0,0,0,1
2015-07-13,21.304166666666667,65.95833333333333,231.625,0.6541666666666667,2.6333333333333333,10.0,4.086956521739131,19.565217391304348,13.304347826086955,15.470833333333331,14.2125,1552.0,3,1681.5,1674.0,1676.0,1698.0,194,0,0,0,0
2015-07-14,22.47083333333333,60.5,198.04166666666663,0.5625,2.154166666666667,9.0,3.782608695652174,20.13043478260869,13.521739130434783,11.6125,15.470833333333331,1297.5,2,1552.0,1681.5,1674.0,1676.0,195,0,0,0,0
2015-07-15,24.129166666666663,63.04166666666666,172.20833333333334,0.6916666666666668,2.533333333333333,8.0,4.652173913043479,22.695652173913043,15.478260869565217,19.23333333333333,11.6125,1419.5,2,1297.5,1552.0,1681.5,1674.0,196,0,0,0,0
2015-07-16,25.066666666666663,67.0,147.375,0.5791666666666667,2.083333333333333,7.0,3.347826086956522,22.39130434782609,14.478260869565217,22.004166666666663,19.23333333333333,1682.0,3,1419.5,1297.5,1552.0,1681.5,197,0,0,0,0
2015-07-17,28.1375,59.25,185.625,0.6041666666666666,2.458333333333333,8.0,3.9130434782608696,20.08695652173913,13.695652173913045,26.320833333333336,22.004166666666663,1751.0,3,1682.0,1419.5,1297.5,1552.0,198,0,0,0,0
2015-07-18,24.8,61.16666666666666,181.04166666666663,0.7041666666666666,3.154166666666667,8.0,1.5217391304347827,12.043478260869565,7.434782608695652,12.475,26.320833333333336,1736.5,3,1751.0,1682.0,1419.5,1297.5,199,0,0,0,1
2015-07-19,25.77083333333333,64.375,192.2083333333333,0.8083333333333332,3.845833333333333,9.0,1.608695652173913,13.478260869565217,8.347826086956522,17.416666666666668,12.475,1726.5,3,1736.5,1751.0,1682.0,1419.5,200,0,0,0,1
2015-07-20,26.054166666666664,50.333333333333336,253.29166666666663,1.1166666666666667,4.2375,11.0,1.565217391304348,14.608695652173912,8.956521739130435,11.9375,17.416666666666668,1527.5,3,1726.5,1736.5,1751.0,1682.0,201,0,0,0,0
2015-07-21,25.7375,66.04166666666667,234.0833333333333,0.6583333333333333,2.0375,10.0,4.565217391304348,22.0,15.304347826086955,21.379166666666663,11.9375,1220.0,2,1527.5,1726.5,1736.5,1751.0,202,0,0,0,0
2015-07-22,27.1375,61.5,173.125,0.5708333333333333,2.091666666666667,8.0,4.391304347826087,19.217391304347824,13.608695652173912,25.8875,21.379166666666663,1342.0,2,1220.0,1527.5,1726.5,1736.5,203,0,0,0,0
2015-07-23,24.7375,73.16666666666667,194.375,0.5916666666666667,2.9458333333333333,9.0,4.478260869565218,26.13043478260869,17.347826086956523,22.65833333333333,25.8875,1601.0,3,1342.0,1220.0,1527.5,1726.5,204,0,0,0,0
2015-07-24,23.9625,66.75,198.66666666666663,0.65,2.5,9.0,2.4782608695652173,19.0,11.956521739130435,14.458333333333334,22.65833333333333,1559.0,3,1601.0,1342.0,1220.0,1527.5,205,0,0,0,0
2015-07-25,22.0,71.70833333333333,231.91666666666663,1.0208333333333333,4.1125,10.0,1.2173913043478262,9.565217391304348,5.913043478260869,9.454166666666667,14.458333333333334,1596.5,3,1559.0,1601.0,1342.0,1220.0,206,0,0,0,1
2015-07-26,17.541666666666668,73.375,219.0,0.8416666666666667,3.075,10.0,0.782608695652174,8.91304347826087,5.3478260869565215,6.208333333333333,9.454166666666667,1700.5,3,1596.5,1559.0,1601.0,1342.0,207,0,0,0,1
2015-07-27,17.033333333333335,87.45833333333333,207.375,0.3916666666666666,1.5625,9.0,8.652173913043478,18.95652173913044,16.91304347826087,10.545833333333333,6.208333333333333,1453.5,2,1700.5,1596.5,1559.0,1601.0,208,0,0,0,0
2015-07-28,17.8,80.79166666666667,168.20833333333334,0.4041666666666666,1.4625,7.0,7.130434782608695,20.0,16.130434782608695,10.1375,10.545833333333333,1210.5,2,1453.5,1700.5,1596.5,1559.0,209,0,0,0,0
2015-07-29,16.658333333333335,86.25,222.5,0.3958333333333333,1.8166666666666669,10.0,1.9130434782608696,16.782608695652176,10.347826086956522,6.641666666666667,10.1375,1432.0,2,1210.5,1453.5,1700.5,1596.5,210,0,0,0,0
2015-07-30,15.666666666666666,86.08333333333333,244.8333333333333,0.3916666666666666,1.5458333333333334,11.0,3.0434782608695654,14.608695652173912,10.173913043478262,6.3125,6.641666666666667,1638.0,3,1432.0,1210.5,1453.5,1700.5,211,0,0,0,0
2015-07-31,18.945833333333333,50.54166666666666,202.0833333333333,0.9666666666666668,3.670833333333333,9.0,1.2608695652173914,14.217391304347826,8.478260869565217,10.1125,6.3125,1653.5,3,1638.0,1432.0,1210.5,1453.5,212,0,0,0,0
2015-08-01,18.97083333333333,61.29166666666666,195.4583333333333,0.5166666666666667,2.1333333333333333,9.0,2.9130434782608696,18.565217391304348,12.043478260869565,14.745833333333332,10.1125,1711.5,3,1653.5,1638.0,1432.0,1210.5,213,0,0,0,1
2015-08-02,18.85,77.5,242.16666666666663,0.5375,1.9458333333333333,11.0,1.434782608695652,15.043478260869565,9.043478260869565,16.404166666666665,14.745833333333332,1713.0,3,1711.5,1653.5,1638.0,1432.0,214,0,0,0,1
2015-08-03,21.866666666666664,70.04166666666667,224.91666666666663,0.4375,1.8375,10.0,3.4782608695652173,17.956521739130434,12.26086956521739,21.441666666666663,16.404166666666665,1449.5,2,1713.0,1711.5,1653.5,1638.0,215,0,0,0,0
2015-08-04,23.9125,66.0,180.5833333333333,0.5041666666666667,2.1166666666666667,8.0,3.9130434782608696,19.043478260869566,13.26086956521739,24.27916666666667,21.441666666666663,1246.0,2,1449.5,1713.0,1711.5,1653.5,216,0,0,0,0
2015-08-05,26.23333333333333,52.958333333333336,202.75,0.8500000000000001,3.3833333333333333,9.0,1.608695652173913,17.391304347826086,10.521739130434783,22.620833333333334,24.27916666666667,1360.0,2,1246.0,1449.5,1713.0,1711.5,217,0,0,0,0
2015-08-06,25.85,59.41666666666666,195.66666666666663,0.4916666666666667,1.8666666666666665,9.0,4.695652173913044,25.73913043478261,17.26086956521739,26.0375,22.620833333333334,1586.5,3,1360.0,1246.0,1449.5,1713.0,218,0,0,0,0
2015-08-07,26.441666666666663,58.875,197.75,0.5208333333333334,1.995833333333333,9.0,4.043478260869565,24.217391304347824,15.91304347826087,28.9125,26.0375,1638.5,3,1586.5,1360.0,1246.0,1449.5,219,0,0,0,0
2015-08-08,26.454166666666666,56.79166666666666,192.7083333333333,0.6166666666666667,2.395833333333333,9.0,1.7826086956521738,21.26086956521739,12.521739130434783,29.58333333333333,28.9125,1674.5,3,1638.5,1586.5,1360.0,1246.0,220,0,0,0,1
2015-08-09,26.14583333333333,54.75,194.5,0.5499999999999999,2.216666666666667,9.0,1.2608695652173914,16.695652173913043,9.869565217391305,27.475,29.58333333333333,1620.5,3,1674.5,1638.5,1586.5,1360.0,221,0,0,0,1
2015-08-10,25.05,53.04166666666666,215.0833333333333,0.5750000000000001,2.225,10.0,3.9130434782608696,27.695652173913043,17.695652173913043,32.74166666666667,27.475,1407.5,2,1620.5,1674.5,1638.5,1586.5,222,0,0,0,0
2015-08-11,25.366666666666664,50.54166666666666,218.29166666666663,0.4583333333333333,1.9416666666666669,10.0,4.045454545454546,26.227272727272727,17.136363636363637,31.191666666666663,32.74166666666667,1162.5,2,1407.5,1620.5,1674.5,1638.5,223,0,0,0,0
2015-08-12,26.325,49.25,178.54166666666666,0.5208333333333334,1.9833333333333327,8.0,4.130434782608695,31.08695652173913,19.65217391304348,30.4875,31.191666666666663,1355.5,2,1162.5,1407.5,1620.5,1674.5,224,0,0,0,0
2015-08-13,26.329166666666666,52.16666666666666,182.875,0.5291666666666667,2.0375,8.0,6.173913043478261,33.95652173913044,22.695652173913043,34.42916666666667,30.4875,1624.0,3,1355.5,1162.5,1407.5,1620.5,225,0,0,0,0
2015-08-14,26.71666666666667,57.125,185.875,0.6375000000000001,2.3666666666666667,8.0,4.565217391304348,34.21739130434783,21.565217391304348,38.075,34.42916666666667,1652.0,3,1624.0,1355.5,1162.5,1407.5,226,0,0,1,0
2015-08-15,26.2125,57.54166666666666,194.0833333333333,0.8583333333333334,3.0583333333333336,9.0,2.0,20.782608695652176,12.434782608695652,25.379166666666663,38.075,1029.5,2,1652.0,1624.0,1355.5,1162.5,227,1,0,0,1
2015-08-16,23.10833333333333,65.125,182.125,0.5750000000000001,2.5500000000000003,8.0,1.1304347826086956,12.869565217391305,7.565217391304348,14.866666666666667,25.379166666666663,1477.5,2,1029.5,1652.0,1624.0,1355.5,228,0,1,0,1
2015-08-17,18.425,80.95833333333333,271.7083333333333,1.0125,3.783333333333333,12.0,2.782608695652174,15.391304347826088,10.391304347826088,2.8875,14.866666666666667,1342.0,2,1477.5,1029.5,1652.0,1624.0,229,0,0,0,0
2015-08-18,21.15,53.583333333333336,263.9583333333333,1.0166666666666666,3.970833333333333,12.0,1.9565217391304348,9.826086956521738,6.782608695652174,3.6833333333333336,2.8875,1191.5,2,1342.0,1477.5,1029.5,1652.0,230,0,0,0,0
2015-08-19,17.691666666666666,84.95833333333333,206.7083333333333,0.4458333333333333,1.925,9.0,3.5217391304347827,21.08695652173913,13.91304347826087,11.629166666666668,3.6833333333333336,1385.5,2,1191.5,1342.0,1477.5,1029.5,231,0,0,0,0
2015-08-20,17.104166666666668,81.08333333333333,231.0833333333333,0.4166666666666667,1.6333333333333335,10.0,8.08695652173913,23.13043478260869,18.65217391304348,14.520833333333334,11.629166666666668,1639.0,3,1385.5,1191.5,1342.0,1477.5,232,0,0,0,0
2015-08-21,17.779166666666665,66.58333333333333,218.25,0.425,1.5083333333333335,10.0,9.73913043478261,22.47826086956522,19.565217391304348,22.575,14.520833333333334,1509.5,3,1639.0,1385.5,1191.5,1342.0,233,0,0,0,0
2015-08-22,18.508333333333333,59.0,195.625,0.4083333333333334,1.8,9.0,3.3043478260869565,20.0,13.08695652173913,19.55,22.575,1531.0,3,1509.5,1639.0,1385.5,1191.5,234,0,0,0,1
2015-08-23,18.1875,71.375,187.0,0.5375,2.058333333333333,8.0,0.9130434782608696,9.347826086956522,5.565217391304348,17.104166666666668,19.55,1586.0,3,1531.0,1509.5,1639.0,1385.5,235,0,0,0,1
