,temp,rh,windDirDeg,windsp,windPeak,windDirClass,no,no2,nox,pm10,pm10Lag,traffic,trafficClass,trafficLag1,trafficLag2,trafficLag3,trafficLag4,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend
2018-06-30,22.266666666666666,53.5,198.125,0.8958333333333334,3.3708333333333336,9.0,0.5217391304347826,10.08695652173913,5.695652173913044,18.216666666666665,12.316666666666668,1371.0,2,1651.0,1742.0,1655.0,1641.5,181,0,0,0,1
2018-07-01,17.254166666666666,49.333333333333336,140.04166666666666,0.6583333333333333,2.9458333333333333,6.0,0.0434782608695652,5.521739130434782,2.6956521739130435,11.5625,18.216666666666665,1530.5,3,1371.0,1651.0,1742.0,1655.0,182,0,0,0,1
2018-07-02,19.1,53.54166666666666,196.04166666666663,0.5541666666666667,2.275,9.0,1.2173913043478262,14.608695652173912,8.391304347826088,18.204166666666666,11.5625,1775.5,3,1530.5,1371.0,1651.0,1742.0,183,0,0,0,0
2018-07-03,20.92083333333333,64.79166666666667,275.0416666666667,0.5458333333333333,1.9375,12.0,0.7391304347826086,14.782608695652174,8.304347826086957,23.433333333333334,18.204166666666666,1718.0,3,1775.5,1530.5,1371.0,1651.0,184,0,0,0,0
2018-07-04,23.116666666666664,59.083333333333336,184.25,0.6416666666666667,2.3833333333333333,8.0,2.0,16.82608695652174,10.173913043478262,26.22083333333333,23.433333333333334,1722.0,3,1718.0,1775.5,1530.5,1371.0,185,0,0,0,0
2018-07-05,21.766666666666666,69.08333333333333,207.5833333333333,0.6875,2.9,9.0,1.826086956521739,17.043478260869566,10.217391304347826,22.804166666666664,26.22083333333333,1710.0,3,1722.0,1718.0,1775.5,1530.5,186,0,0,0,0
2018-07-06,19.1125,74.41666666666667,267.5,1.2125,4.1125,12.0,2.260869565217391,13.26086956521739,8.608695652173912,9.170833333333333,22.804166666666664,1584.0,3,1710.0,1722.0,1718.0,1775.5,187,0,0,0,0
2018-07-07,22.40416666666667,42.708333333333336,313.7083333333333,1.6416666666666666,5.45,14.0,0.1739130434782608,4.826086956521739,2.565217391304348,10.558333333333334,9.170833333333333,1312.0,2,1584.0,1710.0,1722.0,1718.0,188,0,0,0,1
2018-07-08,20.370833333333334,47.16666666666666,277.5416666666667,0.8624999999999999,2.9416666666666664,12.0,0.3478260869565217,10.08695652173913,5.478260869565218,15.170833333333334,10.558333333333334,1453.5,2,1312.0,1584.0,1710.0,1722.0,189,0,0,0,1
2018-07-09,21.695833333333336,48.958333333333336,267.1666666666667,0.875,3.0375,12.0,2.217391304347826,17.782608695652176,10.956521739130435,20.1625,15.170833333333334,1698.0,3,1453.5,1312.0,1584.0,1710.0,190,0,0,0,0
2018-07-10,21.104166666666668,60.25,197.5833333333333,0.6541666666666667,2.8625000000000003,9.0,3.0434782608695654,20.52173913043478,13.173913043478262,22.175,20.1625,1676.0,3,1698.0,1453.5,1312.0,1584.0,191,0,0,0,0
2018-07-11,16.541666666666668,84.0,227.7083333333333,0.475,2.083333333333333,10.0,1.391304347826087,14.0,8.26086956521739,10.466666666666669,22.175,1674.0,3,1676.0,1698.0,1453.5,1312.0,192,0,0,0,0
2018-07-12,18.891666666666666,68.79166666666667,214.5,0.5458333333333333,2.066666666666667,10.0,1.6521739130434785,13.043478260869565,8.217391304347826,12.941666666666668,10.466666666666669,1681.5,3,1674.0,1676.0,1698.0,1453.5,193,0,0,0,0
2018-07-13,21.7125,57.91666666666666,201.79166666666663,0.5125000000000001,2.283333333333333,9.0,1.391304347826087,15.782608695652174,9.391304347826088,16.541666666666668,12.941666666666668,1552.0,3,1681.5,1674.0,1676.0,1698.0,194,0,0,0,0
2018-07-14,22.166666666666668,59.333333333333336,197.54166666666663,0.4583333333333333,2.4291666666666667,9.0,0.7391304347826086,10.434782608695652,5.913043478260869,14.779166666666669,16.541666666666668,1297.5,2,1552.0,1681.5,1674.0,1676.0,195,0,0,0,1
2018-07-15,20.554166666666667,64.08333333333333,219.75,0.5583333333333333,2.4916666666666667,10.0,0.391304347826087,8.434782608695652,4.652173913043479,13.408333333333331,14.779166666666669,1419.5,2,1297.5,1552.0,1681.5,1674.0,196,0,0,0,1
2018-07-16,20.616666666666667,63.708333333333336,217.5833333333333,0.4624999999999999,1.925,10.0,2.3043478260869565,18.13043478260869,11.217391304347826,17.25,13.408333333333331,1682.0,3,1419.5,1297.5,1552.0,1681.5,197,0,0,0,0
2018-07-17,22.066666666666663,49.583333333333336,286.9166666666667,1.0041666666666669,4.6000000000000005,13.0,0.782608695652174,14.217391304347826,8.08695652173913,18.40952380952381,17.25,1751.0,3,1682.0,1419.5,1297.5,1552.0,198,0,0,0,0
2018-07-18,22.825,48.958333333333336,270.7916666666667,1.0166666666666666,4.0625,12.0,2.9565217391304346,23.95652173913044,14.826086956521738,28.67083333333333,18.40952380952381,1736.5,3,1751.0,1682.0,1419.5,1297.5,199,0,0,0,0
2018-07-19,24.3375,44.125,239.7083333333333,1.05,3.4791666666666665,11.0,1.3043478260869563,21.26086956521739,12.043478260869565,27.416666666666668,28.67083333333333,1726.5,3,1736.5,1751.0,1682.0,1419.5,200,0,0,0,0
2018-07-20,23.191666666666663,53.91666666666666,179.83333333333334,0.7416666666666667,2.6875,8.0,1.8695652173913044,22.52173913043478,13.347826086956522,26.95833333333333,27.416666666666668,1527.5,3,1726.5,1736.5,1751.0,1682.0,201,0,0,0,0
2018-07-21,21.541666666666668,68.79166666666667,190.91666666666663,0.6458333333333334,2.7,8.0,0.6086956521739131,12.695652173913045,7.173913043478261,18.90833333333333,26.95833333333333,1220.0,2,1527.5,1726.5,1736.5,1751.0,202,0,0,0,1
2018-07-22,20.58333333333333,67.91666666666667,253.04166666666663,0.9291666666666668,3.095833333333333,11.0,0.4347826086956521,6.304347826086956,3.4347826086956523,10.608333333333333,18.90833333333333,1342.0,2,1220.0,1527.5,1726.5,1736.5,203,0,0,0,1
2018-07-23,19.9375,66.04166666666667,312.5,0.9,3.458333333333333,14.0,1.7391304347826086,16.347826086956523,10.0,18.53333333333333,10.608333333333333,1601.0,3,1342.0,1220.0,1527.5,1726.5,204,0,0,0,0
2018-07-24,23.95,49.75,226.91666666666663,0.8333333333333334,3.1750000000000003,10.0,1.565217391304348,17.217391304347824,10.130434782608695,23.54583333333333,18.53333333333333,1559.0,3,1601.0,1342.0,1220.0,1527.5,205,0,0,0,0
2018-07-25,24.570833333333336,51.0,181.0833333333333,0.7083333333333334,3.1750000000000003,8.0,1.2173913043478262,17.82608695652174,10.304347826086955,24.495833333333334,23.54583333333333,1596.5,3,1559.0,1601.0,1342.0,1220.0,206,0,0,0,0
2018-07-26,22.370833333333334,62.54166666666666,233.79166666666663,1.1708333333333334,4.3375,10.0,0.8260869565217391,11.91304347826087,6.869565217391305,15.0375,24.495833333333334,1700.5,3,1596.5,1559.0,1601.0,1342.0,207,0,0,0,0
2018-07-27,24.304166666666664,55.5,150.58333333333334,0.5666666666666667,2.3916666666666666,7.0,2.3043478260869565,16.434782608695652,10.391304347826088,15.791666666666666,15.0375,1453.5,2,1700.5,1596.5,1559.0,1601.0,208,0,0,0,0
2018-07-28,24.54583333333333,58.958333333333336,174.41666666666666,0.5125000000000001,2.3625000000000003,8.0,0.782608695652174,10.347826086956522,6.217391304347826,14.666666666666666,15.791666666666666,1210.5,2,1453.5,1700.5,1596.5,1559.0,209,0,0,0,1
2018-07-29,26.77916666666667,52.375,245.79166666666663,0.925,3.583333333333333,11.0,0.0,8.826086956521738,4.695652173913044,15.7375,14.666666666666666,1432.0,2,1210.5,1453.5,1700.5,1596.5,210,0,0,0,1
2018-07-30,24.9875,67.16666666666667,178.04166666666666,0.6916666666666668,2.4833333333333334,8.0,2.565217391304348,20.695652173913043,12.956521739130435,21.666666666666668,15.7375,1638.0,3,1432.0,1210.5,1453.5,1700.5,211,0,0,0,0
2018-07-31,26.5375,55.458333333333336,189.7083333333333,0.5208333333333334,2.4791666666666665,8.0,3.782608695652174,18.695652173913043,13.0,23.5125,21.666666666666668,1653.5,3,1638.0,1432.0,1210.5,1453.5,212,0,0,0,0
2018-08-01,26.2125,57.583333333333336,182.625,0.5041666666666667,2.345833333333333,8.0,2.130434782608696,17.73913043478261,11.043478260869565,27.35,23.5125,1711.5,3,1653.5,1638.0,1432.0,1210.5,213,0,0,0,0
2018-08-02,23.666666666666668,79.0,221.5,0.4541666666666666,2.129166666666667,10.0,2.130434782608696,19.0,11.652173913043478,21.525,27.35,1713.0,3,1711.5,1653.5,1638.0,1432.0,214,0,0,0,0
2018-08-03,22.991666666666664,78.625,237.7083333333333,0.3416666666666666,1.8375,11.0,3.260869565217391,19.73913043478261,13.0,26.816666666666663,21.525,1449.5,2,1713.0,1711.5,1653.5,1638.0,215,0,0,0,0
2018-08-04,24.92083333333333,62.25,202.41666666666663,0.5291666666666667,2.0791666666666666,9.0,1.2272727272727273,11.909090909090908,7.409090909090909,22.0375,26.816666666666663,1246.0,2,1449.5,1713.0,1711.5,1653.5,216,0,0,0,1
2018-08-05,23.7125,68.04166666666667,202.16666666666663,0.5666666666666667,2.470833333333333,9.0,0.9565217391304348,11.652173913043478,6.869565217391305,19.35833333333333,22.0375,1360.0,2,1246.0,1449.5,1713.0,1711.5,217,0,0,0,1
2018-08-06,24.7375,62.625,182.66666666666663,0.5541666666666667,2.25,8.0,1.9130434782608696,17.17391304347826,10.652173913043478,24.891666666666666,19.35833333333333,1586.5,3,1360.0,1246.0,1449.5,1713.0,218,0,0,0,0
2018-08-07,23.54583333333333,73.16666666666667,144.33333333333334,0.6875,2.783333333333333,6.0,2.260869565217391,20.13043478260869,12.391304347826088,25.558333333333334,24.891666666666666,1638.5,3,1586.5,1360.0,1246.0,1449.5,219,0,0,0,0
2018-08-08,23.979166666666668,68.6086956521739,204.08695652173915,0.6304347826086957,2.343478260869565,9.0,2.9565217391304346,15.652173913043478,10.478260869565217,22.191666666666663,25.558333333333334,1674.5,3,1638.5,1586.5,1360.0,1246.0,220,0,0,0,0
2018-08-09,25.72083333333333,64.5,208.25,0.5791666666666667,2.3583333333333334,9.0,2.347826086956522,16.82608695652174,10.695652173913045,21.8875,22.191666666666663,1620.5,3,1674.5,1638.5,1586.5,1360.0,221,0,0,0,0
2018-08-10,23.2375,77.16666666666667,205.79166666666663,0.8416666666666667,3.733333333333333,9.0,0.8260869565217391,15.347826086956522,8.608695652173912,29.758333333333336,21.8875,1407.5,2,1620.5,1674.5,1638.5,1586.5,222,0,0,0,0
2018-08-11,21.475,75.20833333333333,192.875,0.5833333333333334,2.733333333333333,9.0,1.0,8.08695652173913,5.086956521739131,8.220833333333333,29.758333333333336,1162.5,2,1407.5,1620.5,1674.5,1638.5,223,0,0,0,1
2018-08-12,22.15,69.41666666666667,175.125,0.6083333333333333,2.3875,8.0,0.782608695652174,9.347826086956522,5.565217391304348,12.8125,8.220833333333333,1355.5,2,1162.5,1407.5,1620.5,1674.5,224,0,0,0,1
2018-08-13,23.65416666666667,68.625,214.91666666666663,0.5125000000000001,2.0083333333333333,10.0,3.8260869565217392,18.52173913043478,12.695652173913045,19.8375,12.8125,1624.0,3,1355.5,1162.5,1407.5,1620.5,225,0,0,0,0
2018-08-14,20.1125,87.25,230.125,0.6,2.2291666666666665,10.0,2.0434782608695654,19.26086956521739,11.869565217391305,12.958333333333334,19.8375,1652.0,3,1624.0,1355.5,1162.5,1407.5,226,0,0,1,0
2018-08-15,20.59583333333333,69.41666666666667,258.6666666666667,0.7083333333333334,2.5625,11.0,4.956521739130435,15.217391304347826,11.956521739130435,10.654166666666669,12.958333333333334,1029.5,2,1652.0,1624.0,1355.5,1162.5,227,1,0,0,0
2018-08-16,21.58333333333333,63.708333333333336,155.16666666666666,0.5041666666666667,2.1416666666666666,7.0,3.739130434782609,19.217391304347824,13.0,15.4375,10.654166666666669,1477.5,2,1029.5,1652.0,1624.0,1355.5,228,0,1,0,0
2018-08-17,21.98333333333333,67.75,199.4583333333333,0.4541666666666666,1.875,9.0,4.086956521739131,18.347826086956523,12.826086956521738,18.25,15.4375,1342.0,2,1477.5,1029.5,1652.0,1624.0,229,0,0,0,0
2018-08-18,23.34583333333333,66.75,203.0833333333333,0.4708333333333334,2.083333333333333,9.0,1.2173913043478262,12.73913043478261,7.6521739130434785,17.379166666666666,18.25,1191.5,2,1342.0,1477.5,1029.5,1652.0,230,0,0,0,1
2018-08-19,23.8,64.79166666666667,222.625,0.3833333333333333,1.7583333333333335,10.0,0.4782608695652174,11.217391304347826,6.478260869565218,16.9375,17.379166666666666,1385.5,2,1191.5,1342.0,1477.5,1029.5,231,0,0,0,1
2018-08-20,24.166666666666668,64.04166666666667,193.41666666666663,0.6333333333333333,2.7416666666666667,9.0,4.086956521739131,17.91304347826087,12.521739130434783,20.366666666666667,16.9375,1639.0,3,1385.5,1191.5,1342.0,1477.5,232,0,0,0,0
2018-08-21,24.3,69.16666666666667,205.4583333333333,0.5958333333333333,2.4083333333333337,9.0,4.913043478260869,29.73913043478261,19.47826086956522,26.5,20.366666666666667,1509.5,3,1639.0,1385.5,1191.5,1342.0,233,0,0,0,0
2018-08-22,24.391666666666666,67.83333333333333,196.0833333333333,0.5166666666666667,2.058333333333333,9.0,2.347826086956522,21.26086956521739,13.173913043478262,25.441666666666663,26.5,1531.0,3,1509.5,1639.0,1385.5,1191.5,234,0,0,0,0
2018-08-23,24.53333333333333,67.54166666666667,212.75,0.5916666666666667,2.129166666666667,9.0,2.608695652173913,27.13043478260869,16.391304347826086,30.425,25.441666666666663,1586.0,3,1531.0,1509.5,1639.0,1385.5,235,0,0,0,0
2018-08-24,21.3625,81.875,196.4583333333333,0.5125000000000001,2.3000000000000003,9.0,1.6521739130434785,22.91304347826087,13.391304347826088,27.683333333333334,30.425,1419.0,2,1586.0,1531.0,1509.5,1639.0,236,0,0,0,0
2018-08-25,16.366666666666667,93.16666666666669,252.0833333333333,0.5416666666666666,2.3125,11.0,0.6521739130434783,9.217391304347826,5.434782608695652,9.229166666666666,27.683333333333334,1211.5,2,1419.0,1586.0,1531.0,1509.5,237,0,0,0,1
2018-08-26,13.954166666666666,70.20833333333333,310.7083333333333,1.4333333333333331,4.966666666666667,14.0,0.2608695652173913,4.434782608695652,2.4782608695652173,4.958333333333333,9.229166666666666,1338.0,2,1211.5,1419.0,1586.0,1531.0,238,0,0,0,1
2018-08-27,16.908333333333335,57.54166666666666,174.125,0.7458333333333332,2.891666666666667,8.0,5.478260869565218,20.39130434782609,14.956521739130435,11.608333333333334,4.958333333333333,1681.0,3,1338.0,1211.5,1419.0,1586.0,239,0,0,0,0
2018-08-28,19.254166666666663,67.66666666666667,193.16666666666663,0.5750000000000001,1.875,9.0,5.217391304347826,24.869565217391305,17.26086956521739,18.354166666666668,11.608333333333334,1703.0,3,1681.0,1338.0,1211.5,1419.0,240,0,0,0,0
2018-08-29,20.3375,69.5,171.20833333333334,0.5750000000000001,2.1375,8.0,3.869565217391304,24.869565217391305,16.043478260869566,20.98333333333333,18.354166666666668,1735.5,3,1703.0,1681.0,1338.0,1211.5,241,0,0,0,0
2018-08-30,19.825,73.95833333333333,226.2083333333333,0.7916666666666666,3.3791666666666664,10.0,4.260869565217392,19.65217391304348,13.73913043478261,21.183333333333334,20.98333333333333,1740.5,3,1735.5,1703.0,1681.0,1338.0,242,0,0,0,0
2018-08-31,17.75,85.95833333333333,225.0,0.4083333333333332,1.6,10.0,2.0434782608695654,17.82608695652174,11.043478260869565,11.520833333333334,21.183333333333334,1543.5,3,1740.5,1735.5,1703.0,1681.0,243,0,0,0,0
2018-09-01,16.816666666666666,95.375,238.875,0.4583333333333333,2.4833333333333334,11.0,0.6521739130434783,14.0,7.913043478260869,8.683333333333334,11.520833333333334,1279.5,2,1543.5,1740.5,1735.5,1703.0,244,0,0,0,1
2018-09-02,17.366666666666667,90.45833333333331,210.16666666666663,0.3666666666666667,1.475,9.0,0.5652173913043478,11.391304347826088,6.434782608695652,10.325,8.683333333333334,1441.5,2,1279.5,1543.5,1740.5,1735.5,245,0,0,0,1
2018-09-03,18.179166666666667,87.08333333333333,219.625,0.3958333333333333,1.8125,10.0,2.347826086956522,16.434782608695652,10.565217391304348,13.154166666666669,10.325,1691.5,3,1441.5,1279.5,1543.5,1740.5,246,0,0,0,0
2018-09-04,18.754166666666663,78.70833333333333,230.875,0.5416666666666666,2.404166666666667,10.0,1.565217391304348,13.130434782608695,8.217391304347826,15.533333333333331,13.154166666666669,1694.5,3,1691.5,1441.5,1279.5,1543.5,247,0,0,0,0
2018-09-05,21.491666666666664,64.04166666666667,231.41666666666663,0.6916666666666668,2.6875,10.0,1.826086956521739,16.26086956521739,9.956521739130435,17.483333333333334,15.533333333333331,1571.0,3,1694.5,1691.5,1441.5,1279.5,248,0,0,0,0
2018-09-06,19.691666666666663,72.125,177.66666666666666,0.55,1.9041666666666668,8.0,2.260869565217391,19.869565217391305,12.304347826086955,25.354166666666668,17.483333333333334,1527.5,3,1571.0,1694.5,1691.5,1441.5,249,0,0,0,0
2018-09-07,18.866666666666667,83.375,230.04166666666663,0.4666666666666667,2.1583333333333337,10.0,4.260869565217392,21.565217391304348,14.695652173913045,24.004166666666663,25.354166666666668,1564.0,3,1527.5,1571.0,1694.5,1691.5,250,0,0,0,0
2018-09-08,19.304166666666667,77.25,211.5,0.4375,1.7666666666666666,9.0,3.0434782608695654,17.347826086956523,11.565217391304348,15.8,24.004166666666663,1299.0,2,1564.0,1527.5,1571.0,1694.5,251,0,0,0,1
2018-09-09,19.7625,72.95833333333333,193.5833333333333,0.45,1.7041666666666666,9.0,1.173913043478261,14.695652173913045,8.73913043478261,16.770833333333332,15.8,1476.0,2,1299.0,1564.0,1527.5,1571.0,252,0,0,0,1
2018-09-10,20.72083333333333,68.91666666666667,154.66666666666666,0.5833333333333334,2.1083333333333334,7.0,4.3478260869565215,22.043478260869566,15.043478260869565,20.20833333333333,16.770833333333332,1646.0,3,1476.0,1299.0,1564.0,1527.5,253,0,0,0,0
2018-09-11,20.816666666666663,68.75,219.3333333333333,0.5,1.6416666666666666,10.0,8.0,26.47826086956522,20.26086956521739,21.89583333333333,20.20833333333333,1622.0,3,1646.0,1476.0,1299.0,1564.0,254,0,0,0,0
2018-09-12,21.241666666666667,69.95833333333333,169.70833333333334,0.4624999999999999,1.7416666666666665,8.0,8.304347826086957,29.347826086956523,22.0,27.1875,21.89583333333333,1636.5,3,1622.0,1646.0,1476.0,1299.0,255,0,0,0,0
2018-09-13,21.96666666666667,74.04166666666667,164.75,0.5041666666666667,1.8541666666666667,7.0,5.043478260869565,24.60869565217392,17.0,29.104166666666668,27.1875,1674.5,3,1636.5,1622.0,1646.0,1476.0,256,0,0,0,0
2018-09-14,20.054166666666667,84.375,213.75,0.5291666666666667,2.1,9.0,4.521739130434782,18.782608695652176,13.608695652173912,24.183333333333334,29.104166666666668,1599.5,3,1674.5,1636.5,1622.0,1646.0,257,0,0,0,0
2018-09-15,18.5,77.45833333333333,203.2083333333333,0.5,1.875,9.0,3.5217391304347827,16.434782608695652,11.391304347826088,12.383333333333333,24.183333333333334,1433.5,2,1599.5,1674.5,1636.5,1622.0,258,0,0,0,1
2018-09-16,19.67083333333333,75.91666666666667,145.375,0.5750000000000001,1.9583333333333333,6.0,1.826086956521739,15.173913043478262,9.391304347826088,17.258333333333333,12.383333333333333,1521.5,3,1433.5,1599.5,1674.5,1636.5,259,0,0,0,1
2018-09-17,20.004166666666663,76.08333333333333,197.8333333333333,0.4624999999999999,1.7416666666666665,9.0,8.304347826086957,21.39130434782609,17.73913043478261,21.3625,17.258333333333333,1687.5,3,1521.5,1433.5,1599.5,1674.5,260,0,0,0,0
2018-09-18,20.075,73.83333333333333,168.75,0.5375,2.0500000000000003,7.0,7.739130434782608,23.17391304347826,18.43478260869565,29.90833333333333,21.3625,1680.5,3,1687.5,1521.5,1433.5,1599.5,261,0,0,0,0
2018-09-19,19.516666666666666,77.66666666666667,221.91666666666663,0.425,1.6958333333333335,10.0,6.434782608695652,25.95652173913044,18.65217391304348,30.40416666666667,29.90833333333333,1704.0,3,1680.5,1687.5,1521.5,1433.5,262,0,0,0,0
2018-09-20,20.029166666666665,75.0,192.0833333333333,0.3958333333333333,1.55,9.0,7.590909090909091,21.727272727272727,17.59090909090909,22.28333333333333,30.40416666666667,1672.5,3,1704.0,1680.5,1687.5,1521.5,263,0,0,0,0
2018-09-21,19.975,75.91666666666667,188.125,0.4208333333333333,1.5583333333333331,8.0,8.869565217391305,25.782608695652176,20.60869565217392,28.64583333333333,22.28333333333333,1571.0,3,1672.5,1704.0,1680.5,1687.5,264,0,0,0,0
2018-09-22,13.454166666666667,87.83333333333333,260.9166666666667,0.8375,3.925,12.0,0.4347826086956521,9.91304347826087,5.695652173913044,11.579166666666666,28.64583333333333,1386.0,2,1571.0,1672.5,1704.0,1680.5,265,0,0,0,1
2018-09-23,14.741666666666667,82.41666666666667,228.125,0.4166666666666667,1.6041666666666667,10.0,1.2173913043478262,9.608695652173912,5.782608695652174,10.316666666666666,11.579166666666666,1462.5,2,1386.0,1571.0,1672.5,1704.0,266,0,0,0,1
2018-09-24,14.175,53.54166666666666,314.9583333333333,1.3833333333333335,6.1125,14.0,2.1739130434782608,9.347826086956522,6.608695652173913,7.0375000000000005,10.316666666666666,1600.5,3,1462.5,1386.0,1571.0,1672.5,267,0,0,0,0
2018-09-25,10.366666666666667,58.708333333333336,246.125,0.7958333333333334,3.083333333333333,11.0,5.3478260869565215,20.347826086956523,14.91304347826087,12.325,7.0375000000000005,1641.0,3,1600.5,1462.5,1386.0,1571.0,268,0,0,0,0
2018-09-26,8.970833333333333,68.58333333333333,169.41666666666666,0.5333333333333333,2.0375,8.0,6.782608695652174,22.782608695652176,17.347826086956523,16.004166666666666,12.325,1663.5,3,1641.0,1600.5,1462.5,1386.0,269,0,0,0,0
2018-09-27,11.95,70.375,178.25,0.3958333333333333,1.5791666666666666,8.0,21.60869565217392,32.608695652173914,34.34782608695652,21.922727272727272,16.004166666666666,1680.5,3,1663.5,1641.0,1600.5,1462.5,270,0,0,0,0
2018-09-28,14.245833333333332,74.16666666666667,197.91666666666663,0.4125,1.5666666666666669,9.0,15.826086956521738,34.17391304347826,30.47826086956522,23.829166666666666,21.922727272727272,1621.5,3,1680.5,1663.5,1641.0,1600.5,271,0,0,0,0
2018-09-29,12.8375,70.25,181.375,0.5791666666666667,2.3666666666666667,8.0,1.826086956521739,20.08695652173913,11.869565217391305,17.966666666666665,23.829166666666666,1431.0,2,1621.5,1680.5,1663.5,1641.0,272,0,0,0,1
2018-09-30,9.354166666666666,74.33333333333333,167.70833333333334,0.4375,1.758333333333333,7.0,2.739130434782609,21.043478260869566,13.217391304347826,16.212500000000002,17.966666666666665,1546.0,3,1431.0,1621.5,1680.5,1663.5,273,0,0,0,1
2018-10-01,9.633333333333333,85.19047619047619,214.16666666666663,0.3291666666666666,1.3416666666666668,10.0,15.73913043478261,31.65217391304348,29.30434782608696,21.7125,16.212500000000002,1725.0,3,1546.0,1431.0,1621.5,1680.5,274,0,0,0,0
2018-10-02,10.183333333333334,72.08333333333333,242.0833333333333,0.6,2.245833333333333,11.0,9.391304347826088,26.73913043478261,21.52173913043478,11.895833333333334,21.7125,1712.5,3,1725.0,1546.0,1431.0,1621.5,275,0,0,0,0
2018-10-03,10.575,80.0,162.375,0.2625,1.3583333333333334,7.0,35.869565217391305,41.56521739130435,50.56521739130435,24.825,11.895833333333334,1696.0,3,1712.5,1725.0,1546.0,1431.0,276,0,0,0,0
2018-10-04,11.933333333333332,77.91666666666667,142.66666666666666,0.4833333333333333,2.0083333333333333,6.0,13.565217391304348,30.869565217391305,27.08695652173913,20.54583333333333,24.825,1760.0,3,1696.0,1712.5,1725.0,1546.0,277,0,0,0,0
2018-10-05,11.8125,76.26086956521739,177.20833333333334,0.5166666666666667,1.8041666666666665,8.0,17.52173913043478,32.21739130434783,31.0,29.6375,20.54583333333333,1673.5,3,1760.0,1696.0,1712.5,1725.0,278,0,0,0,0
2018-10-06,13.6125,79.125,230.875,0.3041666666666666,1.3916666666666666,10.0,4.130434782608695,26.217391304347824,16.956521739130434,32.8125,29.6375,1551.0,3,1673.5,1760.0,1696.0,1712.5,279,0,0,0,1
2018-10-07,16.383333333333333,85.70833333333333,178.83333333333334,0.325,1.5083333333333335,8.0,2.391304347826087,15.130434782608695,9.91304347826087,22.854166666666668,32.8125,1527.5,3,1551.0,1673.5,1760.0,1696.0,280,0,0,0,1
2018-10-08,15.783333333333331,88.95833333333333,206.75,0.2916666666666667,1.1625,9.0,14.391304347826088,25.65217391304348,25.0,18.991666666666667,22.854166666666668,1692.0,3,1527.5,1551.0,1673.5,1760.0,281,0,0,0,0
2018-10-09,15.3375,84.79166666666667,200.66666666666663,0.3458333333333334,1.3791666666666669,9.0,19.17391304347826,25.695652173913043,28.869565217391305,30.95238095238096,18.991666666666667,1654.0,3,1692.0,1527.5,1551.0,1673.5,282,0,0,0,0
2018-10-10,14.9625,80.45833333333333,171.25,0.4916666666666667,1.6916666666666669,8.0,17.59090909090909,33.31818181818182,31.40909090909091,41.78333333333333,30.95238095238096,1695.5,3,1654.0,1692.0,1527.5,1551.0,283,0,0,0,0
2018-10-11,14.358333333333334,77.25,184.66666666666663,0.5083333333333333,1.575,8.0,13.782608695652174,34.52173913043478,29.217391304347824,40.22916666666666,41.78333333333333,1707.5,3,1695.5,1654.0,1692.0,1527.5,284,0,0,0,0
2018-10-12,13.895833333333334,80.08333333333333,198.125,0.3999999999999999,1.4166666666666667,9.0,19.47826086956522,38.43478260869565,35.78260869565217,47.65833333333333,40.22916666666666,1610.5,3,1707.5,1695.5,1654.0,1692.0,285,0,0,0,0
2018-10-13,13.6625,77.70833333333333,184.0,0.4583333333333333,1.4875,8.0,5.173913043478261,27.43478260869565,18.47826086956522,40.99583333333333,47.65833333333333,1405.5,2,1610.5,1707.5,1695.5,1654.0,286,0,0,0,1
2018-10-14,12.904166666666669,75.54166666666667,198.7083333333333,0.3958333333333333,1.5291666666666668,9.0,2.739130434782609,26.26086956521739,16.0,36.525,40.99583333333333,1467.5,2,1405.5,1610.5,1707.5,1695.5,287,0,0,0,1
2018-10-15,11.875,73.79166666666667,169.5,0.4166666666666667,1.4458333333333335,8.0,12.956521739130435,43.91304347826087,33.34782608695652,44.05833333333334,36.525,1652.0,3,1467.5,1405.5,1610.5,1707.5,288,0,0,0,0
2018-10-16,11.9875,82.16666666666667,203.79166666666663,0.3625,1.3333333333333333,9.0,22.17391304347826,39.34782608695652,38.43478260869565,47.7125,44.05833333333334,1687.0,3,1652.0,1467.5,1405.5,1610.5,289,0,0,0,0
2018-10-17,12.329166666666666,91.5,216.875,0.1999999999999999,0.8500000000000001,10.0,44.30434782608695,33.30434782608695,52.91304347826087,43.05833333333334,47.7125,1649.5,3,1687.0,1652.0,1467.5,1405.5,290,0,0,0,0
2018-10-18,15.241666666666667,81.70833333333333,218.9583333333333,0.325,1.1916666666666669,10.0,19.73913043478261,35.78260869565217,34.47826086956522,37.6375,43.05833333333334,1748.5,3,1649.5,1687.0,1652.0,1467.5,291,0,0,0,0
2018-10-19,14.475,80.29166666666667,198.875,0.375,1.5166666666666666,9.0,14.826086956521738,33.26086956521739,29.43478260869565,41.175,37.6375,1633.5,3,1748.5,1649.5,1687.0,1652.0,292,0,0,0,0
2018-10-20,12.425,78.5,190.04166666666663,0.4291666666666667,1.4875,8.0,6.521739130434782,27.82608695652174,19.65217391304348,35.75833333333333,41.175,1395.0,2,1633.5,1748.5,1649.5,1687.0,293,0,0,0,1
