,TrABR2_temp,TrABR2_rh
2014-01-04,1.991616234022916,81.27308058991116
2014-01-05,4.222470741766741,74.9981855921382
2014-01-06,3.6382781291398514,70.86225712896923
2014-01-07,2.6301126613341674,81.30862941288669
2014-01-08,0.5803575868716002,84.83939923738976
2014-01-09,0.8419440298346637,85.21478598153081
2014-01-10,1.9516695098993464,81.13049357581676
2014-01-11,2.4212409131786194,80.73341120811523
2014-01-12,2.5329874387299682,81.58742532320893
2014-01-13,-0.4655465701964114,88.23532836250186
2014-01-14,-0.6156533796047482,89.38303511387869
2014-01-15,-0.574555956037145,88.72679429054622
2014-01-16,0.6424338968524232,86.6184263884752
2014-01-17,0.3757084945438595,86.30292329315631
2014-01-18,0.5187471178196071,86.32990236997614
2014-01-19,0.4379735521233285,85.36672853972985
2014-01-20,3.2530061799666226,75.45497323285888
2014-01-21,2.4190632656546174,75.91619132085526
2014-01-22,2.688705743242419,76.40485156985135
2014-01-23,1.9745017396117173,75.09961286629515
2014-01-24,2.209289156073004,71.94675686583166
2014-01-25,0.3415963185160215,86.0493280743302
2014-01-26,-1.058582135610332,89.44063484399172
2014-01-27,0.863492647290545,78.58433274596266
2014-01-28,1.2039274997862843,78.38434312451281
2014-01-29,2.355769607272672,76.77830826277933
2014-01-30,2.0113314604652186,76.20801872771105
2014-01-31,1.202250410789198,80.45376257395613
2014-02-01,2.1805924081327044,84.03189869329549
2014-02-02,3.152341296069722,84.81847246403065
2014-02-03,5.249241331882365,75.1134856468034
2014-02-04,1.214959353391937,80.64966445895443
2014-02-05,2.3976071132173282,79.97342530807647
2014-02-06,2.2717206848707696,78.05446751426066
2014-02-07,3.8041870107281657,65.1980016921832
2014-02-08,4.1184261947415965,79.70659521872125
2014-02-09,3.6434070764919393,73.0096690598183
2014-02-10,2.3114030151572442,75.6751821132148
2014-02-11,4.740851187972235,68.89234729099779
2014-02-12,4.25255738261724,60.64034392252677
2014-02-13,1.70006884626304,75.39056345207419
2014-02-14,2.4890366137336453,71.28635731751866
2014-02-15,4.134161261634417,75.91390877353862
2014-02-16,4.064141208748998,69.63120327621711
2014-02-17,3.9625238236547045,69.9411159598016
2014-02-18,3.1628476713596823,73.56008964178531
2014-02-19,3.8479984313012077,74.811368550156
