,d_temp,d_rh,n_temp,n_rh,n_pressure,n_precip,n_radiation,n_windDirDeg,n_windsp,n_windPeak,e_temp,e_rh,e_pressure,e_windDirDeg,e_windsp,e_windPeak,s_temp,s_rh,s_windDirDeg,s_windsp,s_windPeak,w_temp,w_rh,w_windDirDeg,w_windsp,w_windPeak,n_windDirClass,e_windDirClass,s_windDirClass,w_windDirClass,dayOfYear,g_holiday,g_dayAfterHoliday,g_dayBeforeHoliday,weekend
2014-01-22,4.383333333333334,85.625,5.020833333333333,80.45833333333333,971.1041666666666,0.0,56.31666666666667,170.625,0.6333333333333333,2.066666666666667,4.5,83.79166666666667,971.1041666666666,,,,4.5,83.79166666666667,164.45833333333334,0.6416666666666667,1.6958333333333335,4.808333333333334,81.54166666666667,183.79166666666663,0.4916666666666667,1.5916666666666668,8.0,,7.0,8.0,22,0,0,0,0
2014-01-23,3.2875,93.875,3.6208333333333336,92.25,975.6,0.0574999999999999,8.145833333333334,141.70833333333334,0.5,1.6333333333333335,3.45,94.125,975.6,,,,3.45,94.125,147.25,0.7166666666666667,1.7541666666666669,3.4958333333333336,92.5,166.66666666666666,0.4791666666666667,1.4875,6.0,,7.0,7.0,23,0,0,0,0
2014-01-24,0.8458333333333333,94.83333333333331,1.1416666666666666,94.79166666666669,972.5333333333332,0.2675,7.758333333333333,185.3333333333333,0.3625,1.0416666666666667,0.8833333333333333,96.58333333333331,972.5333333333332,,,,0.8833333333333333,96.58333333333331,141.625,0.3583333333333333,1.0125,1.1041666666666667,93.79166666666669,172.08333333333334,0.3541666666666667,1.1208333333333331,8.0,,6.0,8.0,24,0,0,0,0
2014-01-25,-1.0166666666666666,88.83333333333333,-0.425,87.79166666666667,972.0166666666668,0.0,32.775,196.5833333333333,0.6916666666666668,2.4041666666666663,-0.8791666666666668,91.41666666666669,972.0166666666668,,,,-0.8791666666666668,91.41666666666669,175.41666666666666,0.6041666666666666,1.9541666666666664,-0.7125,87.79166666666667,185.04166666666663,0.6083333333333333,1.8958333333333333,9.0,,8.0,8.0,25,0,0,0,1
2014-01-26,-5.183333333333334,86.33333333333333,-4.408333333333333,82.0,970.8291666666668,0.0104166666666666,34.7875,181.9583333333333,0.7374999999999999,2.275,-4.991666666666666,86.04166666666667,970.8291666666668,,,,-4.991666666666666,86.04166666666667,167.08333333333334,0.8333333333333334,2.2,-4.716666666666667,82.375,171.83333333333334,0.65,1.8666666666666665,8.0,,7.0,8.0,26,0,0,0,1
2014-01-27,-4.375,88.45833333333333,-3.6208333333333336,84.66666666666667,964.5125,0.0,21.29583333333333,176.41666666666666,0.6,1.9458333333333333,-4.2125,87.75,964.5125,,,,-4.2125,87.75,171.375,0.65,1.8125,-3.991666666666666,85.33333333333333,173.16666666666666,0.5875,1.6833333333333331,8.0,,8.0,8.0,27,0,0,0,0
2014-01-28,-2.158333333333333,91.33333333333331,-1.6375,87.66666666666667,962.8208333333332,0.0666666666666666,16.291666666666668,176.125,0.4583333333333333,1.5,-1.9916666666666665,91.04166666666669,962.8208333333332,,,,-1.9916666666666665,91.04166666666669,186.5,0.4958333333333333,1.4333333333333331,-1.8333333333333333,88.34782608695652,184.4583333333333,0.4434782608695652,1.2869565217391306,8.0,,8.0,8.0,28,0,0,0,0
2014-01-29,-2.3125,85.79166666666667,-1.7875,81.58333333333333,966.3166666666666,0.0454166666666666,13.579166666666666,155.125,0.5791666666666667,1.9541666666666664,-2.1166666666666667,85.875,966.3166666666666,,,,-2.1166666666666667,85.875,163.375,0.6375000000000001,1.7125,-1.9666666666666668,81.75,176.16666666666666,0.5750000000000001,1.6583333333333334,7.0,,7.0,8.0,29,0,0,0,0
2014-01-30,-2.4625,90.83333333333331,-1.9791666666666667,86.70833333333333,974.8291666666668,0.09375,8.179166666666667,141.29166666666666,0.3916666666666666,1.3125,-2.2958333333333334,90.16666666666669,974.8291666666668,,,,-2.2958333333333334,90.16666666666669,164.5,0.3625,1.1583333333333334,-2.158333333333333,87.625,174.625,0.425,1.3125,6.0,,7.0,8.0,30,0,0,0,0
2014-01-31,-1.2458333333333331,94.125,-0.8250000000000001,91.70833333333331,977.8791666666666,0.08125,5.208333333333333,141.91666666666666,0.4583333333333333,1.5541666666666665,-1.1083333333333334,93.33333333333331,977.8791666666666,,,,-1.1083333333333334,93.33333333333331,135.70833333333334,0.6041666666666666,1.5791666666666666,-0.9708333333333332,91.91666666666669,137.875,0.5208333333333334,1.5916666666666668,6.0,,6.0,6.0,31,0,0,0,0
2014-02-01,-2.9875000000000003,94.75,-2.408333333333333,92.45833333333331,977.5875,0.0808333333333333,5.095833333333333,151.83333333333334,0.625,1.9041666666666668,-2.8375,94.16666666666669,977.5875,,,,-2.8375,94.16666666666669,155.04166666666666,0.7374999999999999,1.8458333333333328,-2.6125000000000003,93.25,174.625,0.5458333333333333,1.6125,7.0,,7.0,8.0,32,0,0,0,1
2014-02-02,-1.5291666666666668,93.625,-1.0666666666666669,91.70833333333331,976.3833333333332,0.1725,6.708333333333333,205.79166666666663,0.3708333333333333,1.1958333333333333,-1.3833333333333335,93.75,976.3833333333332,,,,-1.3833333333333335,93.75,201.9583333333333,0.2166666666666666,0.8833333333333333,-1.2416666666666667,91.45833333333331,180.4583333333333,0.3374999999999999,1.0541666666666667,9.0,,9.0,8.0,33,0,0,0,1
2014-02-03,-1.3666666666666665,88.70833333333333,-1.1458333333333333,87.83333333333333,980.575,0.0041666666666666,7.6625,104.41666666666669,0.4833333333333333,1.5375,-1.2666666666666666,88.08333333333333,980.575,,,,-1.2666666666666666,88.08333333333333,122.95833333333331,0.7125,1.7416666666666665,-1.1875,86.58333333333333,129.58333333333334,0.3833333333333333,1.5125,5.0,,5.0,6.0,34,0,0,0,0
2014-02-04,-2.2625,88.29166666666667,-1.9041666666666668,86.29166666666667,979.7375,0.0,8.233333333333333,171.125,0.5,1.4916666666666665,-2.058333333333333,87.5,979.7375,,,,-2.058333333333333,87.5,171.91666666666666,0.4458333333333333,1.4125,-2.0416666666666665,85.54166666666667,201.66666666666663,0.5,1.4375,8.0,,8.0,9.0,35,0,0,0,0
2014-02-05,-1.4666666666666668,95.29166666666669,-1.0958333333333334,93.54166666666669,973.4833333333332,0.0,6.1875,174.25,0.3916666666666666,1.2166666666666666,-1.2583333333333333,94.875,973.4833333333332,,,,-1.2583333333333333,94.875,161.0,0.2375,0.9541666666666666,-1.2625,93.16666666666669,184.0833333333333,0.3208333333333333,1.0541666666666667,8.0,,7.0,8.0,36,0,0,0,0
2014-02-06,0.5125,93.83333333333331,0.9291666666666668,92.29166666666669,972.6708333333332,0.0,21.816666666666663,146.66666666666666,0.3374999999999999,1.1958333333333333,0.5291666666666667,95.33333333333331,972.6708333333332,,,,0.5291666666666667,95.33333333333331,200.79166666666663,0.2749999999999999,1.0,0.7791666666666667,92.04166666666669,198.2083333333333,0.2749999999999999,1.0166666666666668,6.0,,9.0,9.0,37,0,0,0,0
