,temp,pm10,windDirDeg,windPeak,windsp,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2012-12-15,-3.0217755,66.550255,109.76714,1.7744316,0.42757484,78.060486,350,0,0,0,1,74.58343
2012-12-16,3.08299,36.800293,84.661964,1.8350488,0.48298368,89.98364,351,0,0,0,1,66.550255
2012-12-17,1.5239254,31.476576,189.4233,1.3372523,0.28611708,95.29724,352,0,0,0,0,36.800293
2012-12-18,1.6635703,29.84795,184.11617,1.2086705,0.2829269,93.41727,353,0,0,0,0,31.476576
2012-12-19,1.586526,23.57345,197.68388,1.2152196,0.3516946,93.69134,354,0,0,0,0,29.84795
2012-12-20,2.1983979,45.30453,188.2807,1.4860401,0.3665322,84.817024,355,0,0,0,0,23.57345
2012-12-21,1.1989397,33.22351,178.60095,1.9342409,0.52773494,78.3616,356,0,0,0,0,45.30453
2012-12-22,0.49206054,40.934834,181.06664,1.423586,0.4732419,94.6363,357,0,0,0,1,33.22351
2012-12-23,0.22050937,45.120945,160.24998,1.50992,0.46165547,95.70338,358,0,0,0,1,40.934834
2012-12-24,0.4756199,43.67972,168.72923,1.1792804,0.2886041,96.23276,359,0,0,1,0,45.120945
2012-12-25,3.2938406,46.828487,211.88472,1.0304929,0.23187824,89.47273,360,1,0,1,0,43.67972
2012-12-26,5.301083,24.36354,189.40724,3.4368126,0.93228674,82.34185,361,1,1,0,0,46.828487
2012-12-27,4.8583813,18.326262,73.35175,1.7799424,0.44669175,94.46227,362,0,1,0,0,24.36354
2012-12-28,2.0423174,21.74295,184.38795,1.6127852,0.3201923,90.93378,363,0,0,0,0,18.326262
2012-12-29,4.7504587,15.848966,227.93678,4.039311,0.9570525,71.42141,364,0,0,0,1,21.74295
2012-12-30,-1.2083362,23.738848,196.65424,1.4052175,0.35290745,,365,0,0,0,1,15.848966
2012-12-31,-2.8044388,34.788616,198.2759,1.3795009,0.45675385,97.74494,366,0,0,1,0,23.738848
2013-01-04,1.0350299,61.902866,181.76357,1.1756066,0.2657154,86.22802,4,0,0,0,0,63.839397
2013-01-05,6.1674056,25.705765,264.92606,2.782881,0.48303366,72.9878,5,0,0,1,1,61.902866
2013-01-06,8.546808,7.8738494,291.93823,5.180017,1.2217168,66.66302,6,1,0,0,1,25.705765
2013-01-07,4.392798,16.244715,203.00818,1.8883181,0.3452569,90.02939,7,0,1,0,0,7.8738494
2013-01-08,1.6607293,14.113452,200.29437,2.0132267,0.45802975,95.78269,8,0,0,0,0,16.244715
2013-01-09,0.785371,28.249308,173.80682,1.265614,0.38041237,95.743355,9,0,0,0,0,14.113452
2013-01-10,2.5428858,48.47373,163.10666,0.94232225,0.26625082,93.9313,10,0,0,0,0,28.249308
2013-01-11,3.1812267,46.976833,171.49939,1.2986783,0.31664193,94.972206,11,0,0,0,0,48.47373
2013-01-12,1.7768425,27.897104,169.86122,2.2024257,0.63241386,90.3761,12,0,0,0,1,46.976833
2013-01-13,-0.48608348,19.091352,137.98898,1.8681122,0.5325539,74.420586,13,0,0,0,1,27.897104
2013-01-14,-1.5444847,21.247368,131.7724,1.6642181,0.47705838,82.60645,14,0,0,0,0,19.091352
2013-01-15,-1.7028923,32.535748,155.76518,1.1333584,0.29139352,94.26889,15,0,0,0,0,21.247368
2013-01-16,-1.0844806,41.735355,181.35435,1.2472452,0.33646882,96.59423,16,0,0,0,0,32.535748
2013-01-17,-1.342628,23.839752,199.28215,2.083028,0.5471013,95.46585,17,0,0,0,0,41.735355
2013-01-18,0.15027876,15.584473,327.3691,8.019841,2.0082674,73.81892,18,0,0,0,0,23.839752
2013-01-19,0.038654022,15.601268,301.92963,8.90338,2.3992975,63.53803,19,0,0,0,1,15.584473
2013-01-20,-2.5474443,32.21102,147.92393,1.5466574,0.49300623,89.52714,20,0,0,0,1,15.601268
2013-01-21,-1.1716533,57.75984,116.81521,1.3446002,0.3176901,87.27857,21,0,0,0,0,32.21102
2013-01-22,1.3659345,37.022007,167.864,1.2472452,0.24325849,,22,0,0,0,0,57.75984
2013-01-23,0.9332971,33.852436,174.56837,1.3317418,0.42594254,98.18223,23,0,0,0,0,37.022007
2013-01-24,0.498116,28.068316,144.62462,1.5044092,0.42613283,94.85482,24,0,0,0,0,33.852436
2013-01-25,0.18657176,24.39953,140.94513,1.5117569,0.4506632,93.556694,25,0,0,0,0,28.068316
2013-01-26,-1.2485187,27.221207,211.46417,2.9628956,0.78926116,77.076355,26,0,0,0,1,24.39953
2013-01-27,-4.826167,47.23512,198.81758,1.936077,0.61331826,85.189674,27,0,0,0,1,27.221207
2013-01-28,-4.727328,56.886784,127.75281,1.2637773,0.4048094,84.48832,28,0,0,0,0,47.23512
2013-01-29,-0.22985029,70.70651,165.33784,1.1462165,0.33801743,91.72531,29,0,0,0,0,56.886784
2013-01-30,-0.103680156,67.072105,203.03877,1.3648058,0.35585234,95.454834,30,0,0,0,0,70.70651
2013-01-31,2.5376904,85.32148,184.28108,1.2582666,0.2289844,87.47582,31,0,0,0,0,67.072105
2013-02-01,8.70379,33.70628,242.04012,5.863338,1.3063482,39.264423,32,0,0,0,0,85.32148
2013-02-02,4.2832723,52.647533,192.32112,1.8479065,0.3078135,71.06355,33,0,0,0,1,33.70628
2013-02-03,3.958391,25.692856,104.34968,2.6836894,0.6101005,83.63866,34,0,0,0,1,52.647533
2013-02-04,3.1891296,5.418503,274.6918,5.9202805,1.2364876,48.91968,35,0,0,0,0,25.692856
2013-02-05,2.3584015,40.38216,171.74965,1.5227784,0.35870722,73.04039,36,0,0,0,0,5.418503
2013-02-06,2.5331514,44.328747,172.45238,1.7156509,0.37495232,88.28419,37,0,0,0,0,40.38216
2013-02-07,1.9434175,14.274724,199.71251,2.8857467,0.7575353,87.747375,38,0,0,0,0,44.328747
2013-02-08,0.771339,26.161764,196.20714,2.590008,0.62310195,,39,0,0,0,0,14.274724
2013-02-09,-0.39959732,29.816362,146.87343,2.1271136,0.6343526,68.71445,40,0,0,0,1,26.161764
2013-02-10,-0.62820905,23.748068,202.71718,2.1491559,0.65613997,77.84254,41,0,0,0,1,29.816362
2013-02-11,-1.186818,17.465626,211.14592,2.0885386,0.49119592,69.669975,42,0,0,0,0,23.748068
2013-02-12,-2.4573886,34.508957,142.03201,2.055475,0.5541641,86.14796,43,0,0,0,0,17.465626
2013-02-13,-1.3203858,42.863922,196.69106,1.0947838,0.28649122,94.34015,44,0,0,0,0,34.508957
2013-02-14,-0.18351139,38.889885,270.96637,8.120872,2.2959397,81.82935,45,0,0,0,0,42.863922
2013-02-15,0.52267927,29.962172,217.92621,3.7398987,1.0312842,,46,0,0,0,0,38.889885
2013-02-16,1.2913843,60.160442,138.64455,1.2784723,0.3512616,,47,0,0,0,1,29.962172
2013-02-17,1.6670429,56.77142,160.28334,1.3684798,0.39841202,92.9848,48,0,0,0,1,60.160442
2013-02-18,1.7909541,50.538456,181.56865,1.6072749,0.4712734,87.307076,49,0,0,0,0,56.77142
2013-02-19,1.7963012,48.538666,207.4599,1.254593,0.30838785,76.59897,50,0,0,0,0,50.538456
2013-02-20,1.167951,55.182034,174.5846,1.4566503,0.41083834,76.88104,51,0,0,0,0,48.538666
2013-02-21,-0.462554,31.602766,152.9167,1.7285095,0.48661694,90.15466,52,0,0,0,0,55.182034
2013-02-22,-2.4825213,20.536621,118.67721,2.2520216,0.6958721,81.028854,53,0,0,0,0,31.602766
2013-02-23,-2.8985624,22.883059,167.29378,1.3905224,0.3530101,88.87989,54,0,0,0,1,20.536621
2013-02-24,-0.5693995,29.82506,157.30244,1.3592952,0.36059323,,55,0,0,0,1,22.883059
2013-02-25,0.9509599,31.961561,124.43704,1.2013229,0.2621459,99.46256,56,0,0,0,0,29.82506
2013-02-26,2.5982792,26.319023,175.33575,1.0727412,0.25652322,96.49829,57,0,0,0,0,31.961561
2013-02-27,3.0164301,19.262241,177.63928,1.1756068,0.2538469,98.278534,58,0,0,0,0,26.319023
2013-02-28,2.8671646,34.92748,158.93279,1.252756,0.31456664,,59,0,0,0,0,19.262241
2013-03-01,4.004739,43.580257,149.73541,1.2656142,0.3285195,88.145485,60,0,0,0,0,34.92748
2013-03-02,2.7915695,34.580475,165.7599,1.7634097,0.48735222,88.8366,61,0,0,0,1,43.580257
2013-03-03,3.250758,35.37955,170.20186,2.241,0.6911094,75.43232,62,0,0,0,1,34.580475
2013-03-04,2.6196814,29.044243,181.59648,1.7138141,0.47912905,71.01589,63,0,0,0,0,35.37955
2013-03-05,1.741744,43.63032,117.72552,2.119766,0.62231565,78.37629,64,0,0,0,0,29.044243
2013-03-06,3.00616,56.394207,128.82573,1.8570915,0.53184474,73.52153,65,0,0,0,0,43.63032
2013-03-07,7.1575465,43.05316,127.17493,2.1601775,0.49902952,76.58732,66,0,0,0,0,56.394207
2013-03-08,9.986796,25.153595,139.16985,2.4889796,0.68255824,79.61265,67,0,0,0,0,43.05316
2013-03-09,11.126494,24.533714,195.12224,2.2060993,0.5601052,71.70953,68,0,0,0,1,25.153595
2013-03-10,9.074795,22.87657,175.43787,2.1197655,0.5686801,85.94225,69,0,0,0,1,24.533714
2013-03-11,7.275078,11.220093,217.38121,1.342763,0.38830456,94.04557,70,0,0,0,0,22.87657
2013-03-12,7.215245,24.48877,164.89267,1.7946368,0.49384543,,71,0,0,0,0,11.220093
2013-03-13,6.016193,26.270037,164.18944,1.7597364,0.47176322,89.89449,72,0,0,0,0,24.48877
2013-03-14,4.461056,29.676249,160.92613,1.5411469,0.39099357,93.450966,73,0,0,0,0,26.270037
2013-03-15,0.873504,15.244868,306.86072,12.770026,3.45679,59.08591,74,0,0,0,0,29.676249
2013-03-16,0.23354469,14.785764,300.26773,9.000739,2.1698663,35.586163,75,0,0,0,1,15.244868
2013-03-17,0.26349762,22.515627,148.99602,3.238429,0.8946541,46.75089,76,0,0,0,1,14.785764
2013-03-18,0.7296014,30.865126,140.59448,2.0536377,0.5114518,70.68123,77,0,0,0,0,22.515627
2013-03-19,1.4815216,22.445856,171.58087,1.7340201,0.44992772,,78,0,0,0,0,30.865126
2013-03-20,4.513693,29.271713,164.23732,2.3108017,0.6695097,76.66187,79,0,0,0,0,22.445856
2013-03-21,5.63839,31.453115,191.99889,1.9875101,0.492568,69.74984,80,0,0,0,0,29.271713
2013-03-22,8.03599,7.449097,319.76526,9.138504,2.6917334,43.66647,81,0,0,0,0,31.453115
2013-03-23,4.293427,19.456442,166.97691,3.277004,0.8696845,58.717648,82,0,0,0,1,7.449097
2013-03-24,0.05089013,37.612747,144.28265,2.2942698,0.6970462,79.12527,83,0,0,0,1,19.456442
2013-03-25,-1.7108082,37.46653,114.6751,2.35305,0.68467325,92.2356,84,0,0,0,0,37.612747
2013-03-26,-3.1603725,18.79813,106.00521,1.8221904,0.5712032,91.586174,85,0,0,0,0,37.46653
2013-03-27,-1.8534461,34.617912,164.14194,1.6789131,0.5035002,95.186455,86,0,0,0,0,18.79813
2013-03-28,-1.1028953,29.82786,148.21284,1.844233,0.55338556,82.19663,87,0,0,0,0,34.617912
2013-03-29,0.9289515,49.140675,166.45686,1.7395302,0.54956365,79.71296,88,0,0,0,0,29.82786
2013-03-30,2.5210454,57.829975,137.22316,1.3905224,0.38374314,,89,0,0,0,1,49.140675
2013-03-31,3.042671,32.400875,138.7199,1.219692,0.3200278,,90,0,0,1,1,57.829975
2013-04-01,3.992789,15.649789,201.71126,4.2762694,1.1312295,80.08197,91,1,0,0,0,32.400875
2013-04-02,1.4502258,35.055073,108.82519,2.384277,0.72956115,90.176,92,0,1,0,0,15.649789
2013-04-03,1.8169407,30.128374,136.12633,1.4750191,0.43135765,93.98085,93,0,0,0,0,35.055073
2013-04-04,3.4199126,23.473314,241.85107,4.878768,1.3454076,79.16907,94,0,0,0,0,30.128374
2013-04-05,4.662703,39.33063,164.93713,2.1601775,0.6377204,80.88476,95,0,0,0,0,23.473314
2013-04-06,5.796889,34.815662,117.45554,1.5925797,0.46700227,90.53415,96,0,0,0,1,39.33063
2013-04-07,5.096927,25.6277,153.39,1.9966942,0.63610166,96.25334,97,0,0,0,1,34.815662
2013-04-08,4.7525516,24.8318,167.07921,1.7909633,0.4914516,75.404655,98,0,0,0,0,25.6277
2013-04-09,5.8525333,23.476122,158.14252,2.516533,0.7574477,60.84937,99,0,0,0,0,24.8318
2013-04-10,8.8109865,34.436375,148.80367,3.1502583,0.9843988,62.047134,100,0,0,0,0,23.476122
2013-04-11,10.0801,26.346106,153.59709,2.902279,0.7610492,69.06123,101,0,0,0,0,34.436375
2013-04-12,10.432151,26.083109,172.51051,2.1216028,0.5898185,70.13917,102,0,0,0,0,26.346106
2013-04-13,12.609974,13.682191,201.55011,5.2736983,1.4385306,71.07166,103,0,0,0,1,26.083109
2013-04-14,11.69217,11.6663885,187.02095,2.7277749,0.71427375,61.852695,104,0,0,0,1,13.682191
2013-04-15,12.547985,10.081738,145.0298,2.2961066,0.6325825,58.640972,105,0,0,0,0,11.6663885
2013-04-16,13.361282,35.78113,87.460175,2.951875,1.0098411,61.81143,106,0,0,0,0,10.081738
2013-04-17,13.761685,38.892094,149.3376,2.1583402,0.5957567,60.33859,107,0,0,0,0,35.78113
2013-04-18,15.666779,41.00947,168.84854,2.163851,0.6541213,69.5248,108,0,0,0,0,38.892094
2013-04-19,17.682272,41.137493,162.26219,2.2134469,0.6534733,65.50282,109,0,0,0,0,41.00947
2013-04-20,14.314847,32.639515,162.60133,1.5503311,0.37609193,88.42779,110,0,0,0,1,41.137493
2013-04-21,14.351672,25.456629,125.27432,2.4467316,0.66488963,77.89802,111,0,0,0,1,32.639515
2013-04-22,14.538548,37.627254,173.0395,2.615725,0.6881271,65.237206,112,0,0,0,0,25.456629
2013-04-23,13.567813,35.90501,160.8752,3.559884,0.84419066,79.99242,113,0,0,0,0,37.627254
2013-04-24,13.913845,24.937813,196.219,1.8901552,0.4738804,74.16152,114,0,0,0,0,35.90501
2013-04-25,15.852263,27.460833,173.59077,2.5624552,0.6670912,59.525505,115,0,0,0,0,24.937813
2013-04-26,17.847702,32.354458,169.203,2.4889796,0.7547977,59.338184,116,0,0,0,0,27.460833
2013-04-27,19.508316,34.670807,189.74379,3.3082304,0.8771215,55.744373,117,0,0,0,1,32.354458
2013-04-28,17.990522,30.491066,179.43452,3.8721545,1.0798595,61.07472,118,0,0,0,1,34.670807
2013-04-29,18.250147,10.049645,190.97272,3.5819263,0.93376166,63.890797,119,0,0,0,0,30.491066
2013-04-30,17.946384,27.103708,197.75697,2.610214,0.7256432,67.271255,120,0,0,1,0,10.049645
2013-05-01,20.083515,39.80776,207.04163,3.7086716,0.9181781,60.75362,121,1,0,0,0,27.103708
2013-05-02,21.04627,43.416187,100.35419,3.490083,1.0541043,63.325176,122,0,1,0,0,39.80776
2013-05-03,17.486593,37.25561,162.59976,2.3291705,0.64263004,89.43428,123,0,0,0,0,43.416187
2013-05-04,18.64558,18.12135,148.28624,2.8857467,0.77651453,72.3084,124,0,0,0,1,37.25561
2013-05-05,15.518331,19.725807,175.09401,2.3989723,0.6551572,82.63463,125,0,0,0,1,18.12135
2013-05-06,14.715462,9.363521,215.77904,4.1862617,1.1602683,81.47325,126,0,0,0,0,19.725807
2013-05-07,14.278442,14.687153,210.68419,1.9966942,0.48957074,95.46992,127,0,0,0,0,9.363521
2013-05-08,15.087585,16.17906,149.01448,2.0591486,0.58870375,93.81315,128,0,0,1,0,14.687153
2013-05-09,16.483011,29.031797,140.24586,2.4008095,0.6647593,83.14586,129,1,0,0,0,16.17906
2013-05-10,17.701303,23.390358,168.2682,2.5312283,0.78326607,72.369576,130,0,1,0,0,29.031797
2013-05-11,16.657969,21.71155,179.2961,4.625278,1.2947128,76.74963,131,0,0,0,1,23.390358
2013-05-12,13.253942,3.3631885,325.80624,6.339091,1.9736661,74.97979,132,0,0,0,1,21.71155
2013-05-13,14.837562,4.854141,294.89435,6.5007367,1.9458381,49.49294,133,0,0,0,0,3.3631885
2013-05-14,13.79324,27.121874,267.78174,5.3930955,1.1801412,41.583958,134,0,0,0,0,4.854141
2013-05-15,15.439973,27.953398,171.90492,2.790229,0.786668,62.04593,135,0,0,0,0,27.121874
2013-05-16,17.216408,21.221586,115.73535,3.4331386,1.042229,61.862713,136,0,0,0,0,27.953398
2013-05-17,15.389409,19.45624,103.33227,3.3670113,1.0615071,75.94451,137,0,0,0,0,21.221586
2013-05-18,14.99018,19.262949,165.70139,2.7112424,0.8391946,87.628716,138,0,0,0,1,19.45624
2013-05-19,16.967241,10.125758,173.36214,4.0925803,1.0741203,,139,0,0,1,1,19.262949
2013-05-20,16.967262,13.256733,152.79185,4.432404,1.4910575,62.427532,140,1,0,0,0,10.125758
2013-05-21,14.144596,7.3012633,157.60533,3.6021328,0.94752806,72.227745,141,0,1,0,0,13.256733
2013-05-22,15.158559,12.401311,152.07063,3.528657,0.979074,61.489594,142,0,0,0,0,7.3012633
2013-05-23,14.252,11.278549,164.37932,2.8324769,0.7612195,72.66046,143,0,0,0,0,12.401311
2013-05-24,13.522056,25.387411,214.78633,4.2964754,1.1437153,58.630733,144,0,0,0,0,11.278549
2013-05-25,9.920437,21.432642,174.35579,2.8490093,0.8922365,83.308304,145,0,0,0,1,25.387411
2013-05-26,9.215329,4.095144,163.27924,3.4864085,0.9095598,,146,0,0,0,1,21.432642
2013-05-27,12.422253,6.401188,216.63432,4.267084,1.0803108,54.905796,147,0,0,0,0,4.095144
2013-05-28,12.855798,12.59703,145.28062,2.0922122,0.6100848,77.151085,148,0,0,0,0,6.401188
2013-05-29,15.337548,14.097929,141.39024,3.0615802,0.8470805,74.27421,149,0,0,1,0,12.59703
2013-05-30,15.896404,15.5729,181.93748,3.6407068,0.88026285,64.92674,150,1,0,0,0,14.097929
2013-05-31,10.607223,3.5256374,291.96292,4.663852,1.2802452,84.725006,151,0,1,0,0,15.5729
2013-06-01,9.258269,3.300543,195.22285,1.5503312,0.4988306,,152,0,0,0,1,3.5256374
2013-06-02,13.268817,5.1605,210.51741,3.5892744,1.0059128,71.70628,153,0,0,0,1,3.300543
2013-06-03,13.549449,2.7514856,284.65585,5.0073495,1.2073542,66.67442,154,0,0,0,0,5.1605
2013-06-04,14.869754,15.070882,312.3992,9.851218,3.0887282,50.59074,155,0,0,0,0,2.7514856
2013-06-05,13.728024,3.42029,303.36984,6.353787,1.8742342,68.21724,156,0,0,0,0,15.070882
2013-06-06,16.126207,7.307998,203.41455,2.79574,0.70059323,79.422325,157,0,0,0,0,3.42029
2013-06-07,16.170462,15.288463,181.35515,2.4944904,0.6313075,,158,0,0,0,0,7.307998
2013-06-08,18.249214,17.176588,197.23186,2.2759013,0.65949726,74.776375,159,0,0,0,1,15.288463
2013-06-09,19.532501,15.012432,161.11583,2.5514338,0.6477542,71.34441,160,0,0,0,1,17.176588
2013-06-10,21.340101,13.775968,181.25975,4.031964,1.122582,60.86807,161,0,0,0,0,15.012432
2013-06-11,18.653791,10.849265,171.68861,4.1091123,0.9616473,65.43557,162,0,0,0,0,13.775968
2013-06-12,16.180767,8.134529,253.06401,3.1576068,0.928967,71.570366,163,0,0,0,0,10.849265
2013-06-13,18.603064,14.282807,188.4648,4.313007,1.3199272,53.592136,164,0,0,0,0,8.134529
2013-06-14,20.502836,18.97713,123.774025,3.3633373,0.9540461,55.727676,165,0,0,0,0,14.282807
2013-06-15,21.27881,21.493065,144.96037,3.517635,1.0288193,65.53177,166,0,0,0,1,18.97713
2013-06-16,21.669838,15.716458,156.08183,2.634094,0.6819406,71.27895,167,0,0,0,1,21.493065
2013-06-17,22.921776,16.359749,159.40437,2.4026458,0.67628455,73.59869,168,0,0,0,0,15.716458
2013-06-18,25.775131,27.1752,159.54808,2.667158,0.83498544,68.42873,169,0,0,0,0,16.359749
2013-06-19,26.93483,32.144154,110.44842,2.836151,0.90401214,65.46813,170,0,0,0,0,27.1752
2013-06-20,27.680265,37.494965,176.55878,2.8986053,0.88542396,65.68869,171,0,0,0,0,32.144154
2013-06-21,27.688879,34.00237,127.14331,3.6021326,1.2837623,60.607098,172,0,0,0,0,37.494965
2013-06-22,26.887146,28.488256,152.09511,3.4680395,0.98107266,53.043926,173,0,0,0,1,34.00237
2013-06-23,23.86303,31.182302,173.80635,3.0326977,0.8228639,74.42375,174,0,0,0,1,28.488256
2013-06-24,22.039007,9.363182,219.84564,4.2854543,1.3466053,69.36479,175,0,0,0,0,31.182302
2013-06-25,14.066981,4.839887,296.3043,8.598462,2.8749056,80.1555,176,0,0,0,0,9.363182
2013-06-26,16.229668,5.272347,235.05602,4.0852337,1.0289606,61.465046,177,0,0,0,0,4.839887
2013-06-27,15.874936,10.07953,195.75502,4.9155054,1.3181292,54.120327,178,0,0,0,0,5.272347
2013-06-28,14.489455,13.644362,119.731346,2.957385,0.8541097,60.12549,179,0,0,0,0,10.07953
2013-06-29,15.538461,15.712785,188.68959,3.2108757,0.90678495,58.969532,180,0,0,0,1,13.644362
2013-06-30,18.331923,7.900337,222.56,3.8831756,1.1566269,51.520126,181,0,0,0,1,15.712785
2013-07-01,18.94451,6.6394897,176.39545,4.5499654,1.1400249,55.24761,182,0,0,0,0,7.900337
2013-07-02,18.574715,17.544664,133.83162,3.040944,0.90529364,63.866615,183,0,0,0,0,6.6394897
2013-07-03,20.455479,23.672194,117.3584,3.0988252,0.9285527,70.05424,184,0,0,0,0,17.544664
2013-07-04,20.659418,20.29511,163.43855,2.676342,0.80079895,72.05415,185,0,0,0,0,23.672194
2013-07-05,21.198898,19.535372,153.76758,3.3890536,0.85079265,73.53749,186,0,0,0,0,20.29511
2013-07-06,23.546778,9.861968,263.3617,5.878034,1.7493571,56.68482,187,0,0,0,1,19.535372
2013-07-07,22.454237,12.785413,228.10823,4.9779606,1.6295424,66.33493,188,0,0,0,1,9.861968
2013-07-08,21.994833,18.586828,168.01733,2.7020586,0.74822927,70.940094,189,0,0,0,0,12.785413
2013-07-09,22.546877,26.895283,157.7919,3.012492,0.8384103,65.6811,190,0,0,0,0,18.586828
2013-07-10,23.056837,25.11492,138.6162,2.6359303,0.69159555,62.014206,191,0,0,0,0,26.895283
2013-07-11,23.310226,28.43986,162.2632,2.5514338,0.6754468,65.74851,192,0,0,0,0,25.11492
2013-07-12,19.207563,18.890064,183.56203,2.7443063,0.6326863,83.751175,193,0,0,0,0,28.43986
2013-07-13,19.081383,19.789267,158.99452,2.8085983,0.9074581,,194,0,0,0,1,18.890064
2013-07-14,20.694956,15.643771,127.41666,2.6524627,0.7278626,63.773983,195,0,0,0,1,19.789267
2013-07-15,21.284143,16.047985,173.03209,2.5128589,0.6634869,60.28282,196,0,0,0,0,15.643771
2013-07-16,21.445772,25.672073,231.9586,2.979428,0.7470104,61.618954,197,0,0,0,0,16.047985
2013-07-17,20.709642,23.15503,143.05931,3.0143292,0.8636234,63.193577,198,0,0,0,0,25.672073
2013-07-18,22.10951,23.504549,141.11038,2.8324776,0.83510065,60.711514,199,0,0,0,0,23.15503
2013-07-19,22.950293,28.359632,141.01128,2.8728886,0.87488514,60.835583,200,0,0,0,0,23.504549
2013-07-20,24.142492,23.614668,169.3241,2.8710515,0.9322562,58.43532,201,0,0,0,1,28.359632
2013-07-21,24.318884,23.848022,139.6329,2.9702432,0.79727405,63.16775,202,0,0,0,1,23.614668
2013-07-22,23.752836,16.033674,133.2274,3.506615,1.1018686,56.94074,203,0,0,0,0,23.848022
2013-07-23,23.367739,22.634596,151.7408,2.8912582,0.87494844,58.299862,204,0,0,0,0,16.033674
2013-07-24,25.525366,25.308212,182.19914,2.8949316,0.85729146,54.071247,205,0,0,0,0,22.634596
2013-07-25,25.046404,28.408592,184.24596,2.7681863,0.76919514,61.622463,206,0,0,0,0,25.308212
2013-07-26,26.352358,19.85836,182.29146,4.2285094,1.1407932,60.733887,207,0,0,0,0,28.408592
2013-07-27,26.812887,23.60156,136.09529,2.7277746,0.831935,63.46553,208,0,0,0,1,19.85836
2013-07-28,28.552063,23.178972,150.62477,2.9537117,0.97731394,61.905853,209,0,0,0,1,23.60156
2013-07-29,29.480568,25.567223,139.36807,2.964733,0.98728746,64.34156,210,0,0,0,0,23.178972
2013-07-30,28.707983,37.601723,175.72551,5.1965485,1.3726934,57.89387,211,0,0,0,0,25.567223
2013-07-31,23.309326,6.5518417,299.0117,6.5172706,1.7261186,50.91924,212,0,0,0,0,37.601723
2013-08-01,22.764116,12.382057,174.92072,2.96657,0.90079707,59.86237,213,0,0,0,0,6.5518417
2013-08-02,24.004637,16.921701,150.10234,2.7681859,0.8072581,64.703285,214,0,0,0,0,12.382057
2013-08-03,26.896341,22.523544,127.939026,2.7479808,0.87082195,61.080563,215,0,0,0,1,16.921701
2013-08-04,28.6493,21.855476,149.82442,2.8122718,0.85608816,61.036545,216,0,0,0,1,22.523544
2013-08-05,28.007332,26.358908,148.85887,4.360766,1.295981,62.844772,217,0,0,0,0,21.855476
2013-08-06,25.106535,18.884577,146.72427,2.8306406,0.8509378,63.265846,218,0,0,0,0,26.358908
2013-08-07,28.338202,28.914299,127.12979,3.0602515,0.9893539,59.542816,219,0,0,0,0,18.884577
2013-08-08,28.44883,31.501308,131.94182,3.1759756,0.9376467,57.140167,220,0,0,0,0,28.914299
2013-08-09,29.578932,43.08173,134.28453,2.85452,0.7811299,51.726833,221,0,0,0,0,31.501308
2013-08-10,25.018248,30.34999,229.64404,5.3104353,1.4061675,65.65448,222,0,0,0,1,43.08173
2013-08-11,21.927835,6.8749547,272.63635,7.21896,2.2848203,52.937595,223,0,0,0,1,30.34999
2013-08-12,22.146833,11.412393,98.80878,2.8747256,0.8345397,58.328247,224,0,0,0,0,6.8749547
2013-08-13,24.1513,16.60357,123.61121,3.3376207,1.1609105,59.001377,225,0,0,0,0,11.412393
2013-08-14,20.095358,15.009006,176.22795,3.1465847,0.7742316,,226,0,0,1,0,16.60357
2013-08-15,16.736286,9.349283,212.5733,1.8423963,0.6040353,,227,1,0,0,0,15.009006
2013-08-16,18.62299,13.568055,185.12447,2.468774,0.67602605,62.14824,228,0,1,0,0,9.349283
2013-08-17,19.326021,15.746311,141.19917,2.573477,0.79565454,59.67514,229,0,0,0,1,13.568055
2013-08-18,21.693825,17.093855,163.15016,2.483469,0.7783404,61.19942,230,0,0,0,1,15.746311
2013-08-19,24.094063,21.787806,173.27089,2.7553284,0.9681638,59.237705,231,0,0,0,0,17.093855
2013-08-20,24.517303,33.634552,172.83104,4.902647,1.5588366,57.83057,232,0,0,0,0,21.787806
2013-08-21,19.305677,10.211522,322.59595,9.7612095,3.272359,54.953304,233,0,0,0,0,33.634552
2013-08-22,20.60901,12.856088,211.638,5.156137,1.6057795,54.802547,234,0,0,0,0,10.211522
2013-08-23,19.673159,19.201473,146.79991,2.7296116,0.8158993,67.06069,235,0,0,0,0,12.856088
2013-08-24,20.582634,28.629469,124.7875,2.586335,0.79939824,68.32225,236,0,0,0,1,19.201473
2013-08-25,17.144226,12.513047,159.51846,2.8324776,0.8673379,88.37321,237,0,0,0,1,28.629469
2013-08-26,15.427981,13.631332,105.49459,1.8350488,0.56982714,96.86367,238,0,0,0,0,12.513047
2013-08-27,16.820341,6.939014,171.15111,2.0371058,0.62242746,85.68762,239,0,0,0,0,13.631332
2013-08-28,17.163103,10.046181,152.51083,2.6689947,0.7569048,88.99601,240,0,0,0,0,6.939014
2013-08-29,15.908943,6.2913404,183.3429,1.8185169,0.45133653,94.64579,241,0,0,0,0,10.046181
2013-08-30,17.46412,14.725881,228.50291,3.1392372,1.0314403,67.985855,242,0,0,0,0,6.2913404
2013-08-31,17.689537,18.925434,145.52165,2.319986,0.65031713,66.60029,243,0,0,0,1,14.725881
2013-09-01,18.786646,17.737658,199.7068,2.072007,0.5125875,65.526115,244,0,0,0,1,18.925434
