,temp,pm10,windDirDeg,windPeak,windsp,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2009-01-04,-4.1119523,44.963207,175.85863,1.4432586,0.4037458,81.3252,4,0,0,0,1,49.242645
2009-01-05,-5.5278554,57.932602,165.86217,1.1898519,0.3533752,78.55958,5,0,0,1,0,44.963207
2009-01-06,-2.8748996,75.96253,179.25975,1.4175711,0.33436725,75.777916,6,1,0,0,0,57.932602
2009-01-07,-3.560397,66.428375,163.68689,1.0356374,0.34645203,83.05311,7,0,1,0,0,75.96253
2009-01-08,-3.9010837,71.59831,189.55211,1.4965687,0.49676874,81.66937,8,0,0,0,0,66.428375
2009-01-09,-4.861065,79.393974,168.07983,1.6581067,0.5092792,76.96186,9,0,0,0,0,71.59831
2009-01-10,-7.603314,90.29369,169.5854,1.3423376,0.42636994,77.94686,10,0,0,0,1,79.393974
2009-01-11,-7.456913,92.039185,185.51164,1.0999271,0.31323126,77.09374,11,0,0,0,1,90.29369
2009-01-12,-9.858999,119.44321,205.21248,1.4726294,0.49187192,89.650856,12,0,0,0,0,92.039185
2009-01-13,-9.101103,120.17822,225.92918,1.8766041,0.6317666,89.450836,13,0,0,0,0,119.44321
2009-01-14,-7.9310613,110.05799,198.23503,1.8821248,0.5494903,87.40729,14,0,0,0,0,120.17822
2009-01-15,-4.1525416,131.23499,166.19565,1.2265311,0.33791018,87.09417,15,0,0,0,0,110.05799
2009-01-16,0.061806146,138.18999,160.06715,1.0631645,0.29623187,87.33814,16,0,0,0,0,131.23499
2009-01-17,2.2914097,44.329834,193.59077,1.5001875,0.45659426,78.951454,17,0,0,0,1,138.18999
2009-01-18,0.9299257,38.05403,199.96541,1.4966689,0.43076697,80.76916,18,0,0,0,1,44.329834
2009-01-19,-1.1138506,63.909885,194.73578,1.7022061,0.36931476,85.04626,19,0,0,0,0,38.05403
2009-01-20,3.4205406,29.715477,137.5771,2.0235672,0.43758905,78.651665,20,0,0,0,0,63.909885
2009-01-21,4.562792,40.2591,84.70271,2.119088,0.55793756,84.78979,21,0,0,0,0,29.715477
2009-01-22,4.426271,37.5265,151.5371,1.8987521,0.502931,91.000206,22,0,0,0,0,40.2591
2009-01-23,3.353792,19.41803,203.75702,1.8656317,0.4609448,87.28918,23,0,0,0,0,37.5265
2009-01-24,2.3368895,26.38282,170.66594,1.5074543,0.4409529,87.34519,24,0,0,0,1,19.41803
2009-01-25,2.3487606,31.891981,174.68854,1.1733291,0.27047274,87.77395,25,0,0,0,1,26.38282
2009-01-26,3.7425833,27.816368,189.27002,1.874948,0.50743896,74.8402,26,0,0,0,0,31.891981
2009-01-27,3.1386461,41.426937,139.49028,1.3643104,0.40769938,77.82084,27,0,0,0,0,27.816368
2009-01-28,2.592646,22.879797,149.3109,3.0812418,0.8835854,88.47501,28,0,0,0,0,41.426937
2009-01-29,2.9535415,9.131322,326.6583,11.483562,4.052792,68.3175,29,0,0,0,0,22.879797
2009-01-30,3.313875,10.476918,332.39935,8.038084,2.4362714,62.031662,30,0,0,0,0,9.131322
2009-01-31,0.8805881,29.81222,167.72957,2.1465583,0.70845836,79.93772,31,0,0,0,1,10.476918
2009-02-01,0.30756015,22.373682,215.83446,2.4477832,0.83230835,69.48249,32,0,0,0,1,29.81222
2009-02-02,-0.5487481,26.787148,175.66457,1.6562814,0.53844166,83.21584,33,0,0,0,0,22.373682
2009-02-03,0.05634876,33.82816,186.34619,0.84284776,0.2566702,91.06958,34,0,0,0,0,26.787148
2009-02-04,1.311675,30.242033,155.51646,0.9731407,0.29119894,91.190216,35,0,0,0,0,33.82816
2009-02-05,3.1146667,46.725796,173.61546,1.0559082,0.28800228,88.14144,36,0,0,0,0,30.242033
2009-02-06,3.3624213,30.577623,224.99382,1.6231837,0.3864335,84.61314,37,0,0,0,0,46.725796
2009-02-07,6.5137086,31.291922,144.02345,2.1778,0.53888917,77.42147,38,0,0,0,1,30.577623
2009-02-08,7.021875,32.841816,142.47377,1.911596,0.4877204,82.73063,39,0,0,0,1,31.291922
2009-02-09,6.221041,10.770325,251.75958,5.60986,1.6410041,70.87124,40,0,0,0,0,32.841816
2009-02-10,3.6304598,25.319862,209.51544,3.1953688,0.7164902,49.09083,41,0,0,0,0,10.770325
2009-02-11,2.7032995,43.62231,115.743645,1.8050103,0.40038002,74.75793,42,0,0,0,0,25.319862
2009-02-12,4.69625,14.030463,258.0074,5.0025353,1.0463458,54.637074,43,0,0,0,0,43.62231
2009-02-13,2.0379732,19.837563,289.18546,4.9491873,1.2759207,50.482906,44,0,0,0,0,14.030463
2009-02-14,0.7717003,19.59081,284.33896,5.2834992,1.1374755,46.480206,45,0,0,0,1,19.837563
2009-02-15,1.6175479,12.7300005,262.57886,4.4588227,1.1499885,49.24312,46,0,0,0,1,19.59081
2009-02-16,0.7771525,7.256897,291.01807,4.589438,1.38336,44.23354,47,0,0,0,0,12.7300005
2009-02-17,-1.0958436,41.10817,167.41223,1.4909874,0.39929512,59.394794,48,0,0,0,0,7.256897
2009-02-18,0.17574006,38.710102,188.64397,3.6688375,1.0861522,70.120636,49,0,0,0,0,41.10817
2009-02-19,-1.5182961,14.307721,304.39194,7.6155624,2.3788855,49.781464,50,0,0,0,0,38.710102
2009-02-20,-1.3407311,22.796122,229.62254,3.6709378,0.9424208,52.713123,51,0,0,0,0,14.307721
2009-02-21,-0.39203295,44.093296,164.92839,1.7757001,0.5043632,59.48167,52,0,0,0,1,22.796122
2009-02-22,1.3448664,27.961975,166.19028,1.7940478,0.5055008,75.761024,53,0,0,0,1,44.093296
2009-02-23,-0.29691586,40.55702,175.1292,1.7939544,0.5710811,87.28312,54,0,0,0,0,27.961975
2009-02-24,1.8384081,48.809856,193.66113,1.6765314,0.49239656,79.91291,55,0,0,0,0,40.55702
2009-02-25,1.059326,25.604074,198.10777,1.6325253,0.4426961,89.081474,56,0,0,0,0,48.809856
2009-02-26,2.4741175,40.93267,136.4593,1.9447442,0.64246243,72.760216,57,0,0,0,0,25.604074
2009-02-27,2.857544,48.580456,183.10469,1.481871,0.34192058,68.313965,58,0,0,0,0,40.93267
2009-02-28,4.6398444,33.181118,212.84639,2.7693026,0.61150724,68.078964,59,0,0,0,1,48.580456
2009-03-01,7.811771,32.348278,166.28694,1.8675318,0.4819888,65.97375,60,0,0,0,1,33.181118
2009-03-02,7.251448,30.47038,145.27397,2.034723,0.45356414,73.92811,61,0,0,0,0,32.348278
2009-03-03,6.9254785,48.654667,173.47481,1.5277295,0.43450812,82.24583,62,0,0,0,0,30.47038
2009-03-04,7.3021245,38.53146,141.85626,1.6545061,0.49838164,83.672905,63,0,0,0,0,48.654667
2009-03-05,7.5361447,27.138367,162.64273,2.444225,0.64580625,82.85584,64,0,0,0,0,38.53146
2009-03-06,6.9742293,21.334951,89.220436,2.6793067,0.66529816,89.10812,65,0,0,0,0,27.138367
2009-03-07,6.125105,9.985809,232.03581,2.8593647,0.81061554,82.31085,66,0,0,0,1,21.334951
2009-03-08,7.960668,5.0355363,260.53238,9.926375,2.0497172,45.257496,67,0,0,0,1,9.985809
2009-03-09,8.4314375,11.870847,226.36237,5.577006,1.0086994,38.5527,68,0,0,0,0,5.0355363
2009-03-10,5.9757714,16.64864,233.23003,4.3322167,1.0432588,54.829998,69,0,0,0,0,11.870847
2009-03-11,5.714907,23.358953,219.51625,2.9088125,0.6972239,55.90874,70,0,0,0,0,16.64864
2009-03-12,7.2186246,13.673698,292.23703,5.74425,1.5527729,55.174793,71,0,0,0,0,23.358953
2009-03-13,6.61925,12.667191,238.7382,4.0623336,0.96489304,53.78584,72,0,0,0,0,13.673698
2009-03-14,7.704792,19.97951,227.08313,5.4844813,1.4492105,58.612293,73,0,0,0,1,12.667191
2009-03-15,8.099062,21.389494,191.95818,2.0640295,0.4853182,59.57875,74,0,0,0,1,19.97951
2009-03-16,8.752771,20.065615,210.79869,3.1750457,0.8473453,64.62646,75,0,0,0,0,21.389494
2009-03-17,8.123916,19.478228,257.77536,3.450696,1.0202751,61.576458,76,0,0,0,0,20.065615
2009-03-18,7.378292,26.687912,223.06688,2.2661188,0.6209656,66.69375,77,0,0,0,0,19.478228
2009-03-19,8.56323,18.113932,324.20084,9.724668,2.9726875,40.119793,78,0,0,0,0,26.687912
2009-03-20,2.5399592,17.112091,162.54732,2.3946445,0.615099,79.646866,79,0,0,0,0,18.113932
2009-03-21,1.6032022,17.107754,196.13051,4.2954526,1.3283559,61.96622,80,0,0,0,1,17.112091
2009-03-22,3.6215212,16.24269,304.17853,5.8033757,1.8881587,45.02438,81,0,0,0,1,17.107754
2009-03-23,7.464313,15.938515,300.00143,6.143043,1.5988184,38.159374,82,0,0,0,0,16.24269
2009-03-24,10.710083,14.689519,247.2653,4.3376184,1.0240248,41.751667,83,0,0,0,0,15.938515
2009-03-25,6.108507,14.926625,289.32812,5.589994,1.399335,50.88521,84,0,0,0,0,14.689519
2009-03-26,4.0766883,14.420331,167.80838,3.5847456,0.99817514,60.794785,85,0,0,0,0,14.926625
2009-03-27,5.8135943,23.212202,193.8794,3.1439188,0.8163025,61.273956,86,0,0,0,0,14.420331
2009-03-28,9.057187,26.783361,172.52199,2.284481,0.5828393,60.78876,87,0,0,0,1,23.212202
2009-03-29,10.025853,22.226158,132.44334,3.8949168,1.1081519,69.27062,88,0,0,0,1,26.783361
2009-03-30,9.157646,18.17799,187.77968,2.776575,0.7942609,84.0198,89,0,0,0,0,22.226158
2009-03-31,7.921999,9.0908375,280.0836,4.1926374,1.3852234,74.08812,90,0,0,0,0,18.17799
2009-04-01,8.4765415,21.050383,213.81165,1.311125,0.35842183,79.50353,91,0,0,0,0,9.0908375
2009-04-02,10.821105,26.936113,182.0755,1.7647043,0.5144285,78.63561,92,0,0,0,0,21.050383
2009-04-03,13.068519,34.667484,109.58307,1.7628087,0.4306002,66.08062,93,0,0,0,0,26.936113
2009-04-04,13.330771,47.06569,162.23001,1.7279483,0.4487351,65.87063,94,0,0,0,1,34.667484
2009-04-05,15.35694,40.98033,189.57713,2.0806215,0.54714465,64.09771,95,0,0,0,1,47.06569
2009-04-06,15.510769,37.033695,187.62083,1.8785357,0.4385027,59.654175,96,0,0,0,0,40.98033
2009-04-07,15.141895,42.08858,186.8211,2.0641234,0.5061342,58.512707,97,0,0,0,0,37.033695
2009-04-08,15.629688,46.620975,165.55702,2.0898325,0.5961506,57.48937,98,0,0,0,0,42.08858
2009-04-09,16.494959,37.792896,194.21349,2.1448066,0.6299075,55.236668,99,0,0,0,0,46.620975
2009-04-10,16.588917,36.44438,170.12975,2.587402,0.6852357,57.32646,100,0,0,0,0,37.792896
2009-04-11,16.33577,29.512255,194.08044,2.3597066,0.6844235,55.63209,101,0,0,0,1,36.44438
2009-04-12,16.030745,49.70767,181.1419,2.837221,0.8361488,52.40688,102,0,0,1,1,29.512255
2009-04-13,15.759583,60.12659,165.2487,2.6076567,0.68936735,55.494385,103,1,0,0,0,49.70767
2009-04-14,15.00002,37.108498,161.14044,2.624192,0.60402817,62.357697,104,0,1,0,0,60.12659
2009-04-15,14.537248,45.181232,164.22531,2.0952106,0.5755353,68.05875,105,0,0,0,0,37.108498
2009-04-16,15.499465,,195.69594,2.4362195,0.66328686,61.508076,106,0,0,0,0,45.181232
2009-04-17,15.914836,39.97051,182.416,3.6085584,0.93371505,58.857285,107,0,0,0,0,
2009-04-18,,,,,,,108,0,0,0,1,39.97051
2009-04-19,13.207419,15.464229,188.71869,2.9859698,0.7571035,67.4373,109,0,0,0,1,
2009-04-20,12.872874,17.555937,196.34857,1.9869795,0.47939315,74.09771,110,0,0,0,0,15.464229
2009-04-21,14.746666,21.604952,180.36745,2.0108044,0.50991315,72.67396,111,0,0,0,0,17.555937
2009-04-22,15.803539,30.423155,144.1313,2.91434,0.7163437,57.72896,112,0,0,0,0,21.604952
2009-04-23,16.896082,26.21875,185.70476,4.245996,1.158939,40.786457,113,0,0,0,0,30.423155
2009-04-24,10.314729,19.37264,232.78249,3.0004585,0.8636036,78.05896,114,0,0,0,0,26.21875
2009-04-25,11.87827,23.69255,203.91742,2.3578646,0.6017248,62.215622,115,0,0,0,1,19.37264
2009-04-26,13.211293,29.745682,185.80852,2.3230898,0.65936255,65.47312,116,0,0,0,1,23.69255
2009-04-27,14.193166,31.202242,148.08723,3.4506586,0.9595578,63.12834,117,0,0,0,0,29.745682
2009-04-28,15.204689,27.880892,184.21948,2.8960562,0.80679816,63.92729,118,0,0,0,0,31.202242
2009-04-29,13.725207,27.216194,135.35278,2.3890483,0.6514813,68.76354,119,0,0,0,0,27.880892
2009-04-30,11.459668,18.084297,123.27619,3.1987085,0.8834791,87.45459,120,0,0,1,0,27.216194
2009-05-01,12.849979,19.954226,320.4921,10.16302,3.6234026,62.371456,121,1,0,0,0,18.084297
2009-05-02,17.195417,27.24745,321.0031,9.215854,3.3823354,47.718533,122,0,1,0,1,19.954226
2009-05-03,14.388752,25.089628,186.99236,4.2533693,0.999727,53.883747,123,0,0,0,1,27.24745
2009-05-04,14.181893,28.744696,197.23041,2.4386752,0.56312495,67.86396,124,0,0,0,0,25.089628
2009-05-05,12.500125,24.213951,257.99854,3.2504404,0.8507166,69.57896,125,0,0,0,0,28.744696
2009-05-06,13.86565,16.248037,249.1355,3.9538753,1.0823542,43.622288,126,0,0,0,0,24.213951
2009-05-07,15.371876,17.174059,221.84904,3.0558023,0.86814857,51.86124,127,0,0,0,0,16.248037
2009-05-08,18.034376,17.69314,204.71039,3.0557573,0.8597753,55.948536,128,0,0,0,0,17.174059
2009-05-09,18.328753,27.142097,150.076,2.2697675,0.53077906,63.066868,129,0,0,0,1,17.69314
2009-05-10,20.113829,19.3059,202.52602,4.7330427,1.3034449,57.535103,130,0,0,0,1,27.142097
2009-05-11,19.911043,23.02555,181.0425,2.3359234,0.5421532,62.218548,131,0,0,0,0,19.3059
2009-05-12,21.090628,29.353775,236.34247,2.8425338,0.72233105,60.3875,132,0,0,0,0,23.02555
2009-05-13,16.1775,16.305206,162.71458,3.0593936,0.6624979,78.92311,133,0,0,0,0,29.353775
2009-05-14,11.941459,24.2213,219.84792,1.5240585,0.38600728,83.688126,134,0,0,0,0,16.305206
2009-05-15,12.753956,25.824293,132.94151,1.5001837,0.3695365,87.687294,135,0,0,0,0,24.2213
2009-05-16,14.510001,33.084118,190.81134,1.6856443,0.42940685,82.484375,136,0,0,0,1,25.824293
2009-05-17,16.33375,23.840034,154.0639,2.519494,0.5272704,78.88916,137,0,0,0,1,33.084118
2009-05-18,18.755,20.683765,169.36589,2.262469,0.5273205,70.444374,138,0,0,0,0,23.840034
2009-05-19,20.702293,35.607704,169.00569,2.903425,0.6673805,69.07668,139,0,0,0,0,20.683765
2009-05-20,19.144165,26.477005,192.6971,2.7582653,0.67698544,75.67832,140,0,0,1,0,35.607704
2009-05-21,19.496878,21.666666,149.92056,2.4699042,0.65565634,70.09127,141,1,0,0,0,26.477005
2009-05-22,21.234583,23.631094,166.5782,2.4938076,0.6610227,62.302094,142,0,1,0,0,21.666666
2009-05-23,20.212915,21.05346,170.12204,3.676446,0.74470335,69.53269,143,0,0,0,1,23.631094
2009-05-24,18.95625,22.008062,176.7011,2.5728147,0.6902911,70.7275,144,0,0,0,1,21.05346
2009-05-25,20.151457,26.119501,208.08983,2.2567523,0.5203193,69.97521,145,0,0,0,0,22.008062
2009-05-26,22.650412,34.14328,181.31874,2.4681067,0.6189935,69.34458,146,0,0,0,0,26.119501
2009-05-27,22.040419,33.126377,160.59119,3.2265337,0.6898625,71.64521,147,0,0,0,0,34.14328
2009-05-28,16.104792,14.105973,268.0842,4.6002913,1.3083187,66.17563,148,0,0,0,0,33.126377
2009-05-29,15.970185,17.378305,215.33594,3.9649398,1.0275524,51.98375,149,0,0,0,0,14.105973
2009-05-30,13.018895,12.675019,271.95163,5.993742,1.4775146,51.964584,150,0,0,0,1,17.378305
2009-05-31,8.385166,8.17213,187.3526,2.6609046,0.66134995,84.03103,151,0,0,1,1,12.675019
2009-06-01,13.369751,10.852693,223.86658,2.2973025,0.52930033,63.457706,152,1,0,0,0,8.17213
2009-06-02,15.198956,14.285473,171.36803,2.4956439,0.55052334,72.30083,153,0,1,0,0,10.852693
2009-06-03,15.485565,17.958351,205.92525,2.5782838,0.65494376,66.96021,154,0,0,0,0,14.285473
2009-06-04,18.26146,19.522585,211.34373,4.0970473,0.86316305,52.082508,155,0,0,0,0,17.958351
2009-06-05,15.0081215,26.615168,175.30144,2.7637331,0.6890021,60.807495,156,0,0,0,0,19.522585
2009-06-06,14.748543,28.420204,183.21123,2.1375358,0.55806834,76.706665,157,0,0,0,1,26.615168
2009-06-07,17.613539,27.50831,219.14496,2.607648,0.6282096,75.58082,158,0,0,0,1,28.420204
2009-06-08,16.349169,14.406314,243.82167,2.46437,0.5117176,77.25854,159,0,0,0,0,27.50831
2009-06-09,17.506876,19.217787,167.93674,2.277123,0.5369017,70.491875,160,0,0,0,0,14.406314
2009-06-10,20.794584,22.233099,177.01886,3.775646,0.95483965,57.02396,161,0,0,1,0,19.217787
2009-06-11,19.473333,20.242727,178.58801,2.8831413,0.66876227,63.737904,162,1,0,0,0,22.233099
2009-06-12,17.051462,15.381072,227.65065,2.9948485,0.713963,74.506874,163,0,1,0,0,20.242727
2009-06-13,17.808477,13.283145,244.41362,4.518174,1.1798846,53.65782,164,0,0,0,1,15.381072
2009-06-14,18.364584,16.683195,156.8001,3.0392294,0.7950313,57.64813,165,0,0,0,1,13.283145
2009-06-15,21.301039,,166.6436,2.569044,0.6509386,59.173122,166,0,0,0,0,16.683195
2009-06-16,23.357706,,174.07623,2.4936643,0.60729766,66.00562,167,0,0,0,0,
2009-06-17,20.001251,18.403677,226.91144,3.7551584,0.8811663,72.86938,168,0,0,0,0,
2009-06-18,18.86125,16.892612,174.4425,2.8132937,0.71050626,67.763756,169,0,0,0,0,18.403677
2009-06-19,21.712502,24.257074,157.53523,2.47181,0.68471247,62.323742,170,0,0,0,0,16.892612
2009-06-20,23.871252,27.347147,178.9876,4.099029,0.9904292,61.238544,171,0,0,0,1,24.257074
2009-06-21,14.239166,7.856251,243.45355,3.4029481,0.97542375,80.958115,172,0,0,0,1,27.347147
2009-06-22,16.437292,12.839702,255.1642,5.1969504,1.6207896,53.90437,173,0,0,0,0,7.856251
2009-06-23,14.046041,10.936381,292.71353,5.048208,1.3421354,67.003136,174,0,0,0,0,12.839702
2009-06-24,14.93854,6.8227997,319.64377,8.157021,2.58583,71.164375,175,0,0,0,0,10.936381
2009-06-25,15.138751,,229.52773,3.160488,0.6538231,87.57,176,0,0,0,0,6.8227997
2009-06-26,19.081875,,222.18086,2.8960655,0.7780307,70.476875,177,0,0,0,0,
2009-06-27,18.42396,16.23143,179.65228,2.644398,0.59711874,75.888954,178,0,0,0,1,
2009-06-28,18.55208,15.746655,197.77333,1.9887147,0.4146019,81.41291,179,0,0,0,1,16.23143
2009-06-29,18.118336,14.88758,182.67125,1.3844811,0.3385121,87.58374,180,0,0,0,0,15.746655
2009-06-30,19.646666,15.403046,228.42488,1.7978168,0.437256,79.896675,181,0,0,0,0,14.88758
2009-07-01,20.862707,19.606525,220.30444,2.9968665,0.66363376,71.80583,182,0,0,0,0,15.403046
2009-07-02,21.316458,21.486044,239.88066,3.7059586,0.9282208,70.81459,183,0,0,0,0,19.606525
2009-07-03,22.163958,26.963638,199.37463,2.2311375,0.51360375,71.512924,184,0,0,0,0,21.486044
2009-07-04,22.25229,25.80326,210.99568,2.9822,0.72164917,68.14771,185,0,0,0,1,26.963638
2009-07-05,22.836042,14.656051,259.01657,2.9620998,0.7920838,64.644585,186,0,0,0,1,25.80326
2009-07-06,22.550623,16.305147,207.45409,3.013521,0.71182346,68.127495,187,0,0,0,0,14.656051
2009-07-07,20.077917,17.635378,232.14874,2.6388314,0.6990308,75.735,188,0,0,0,0,16.305147
2009-07-08,19.329584,17.491764,202.42963,2.4863875,0.59882504,76.451035,189,0,0,0,0,17.635378
2009-07-09,17.30125,12.255504,203.15352,3.1547916,0.84846616,70.03292,190,0,0,0,0,17.491764
2009-07-10,18.02104,13.50393,128.28543,2.9895918,0.76792663,67.94896,191,0,0,0,0,12.255504
2009-07-11,15.907083,12.25346,202.81,2.8995845,0.7568063,75.299385,192,0,0,0,1,13.50393
2009-07-12,17.178938,14.229463,175.60121,2.174225,0.52966446,61.86708,193,0,0,0,1,12.25346
2009-07-13,19.523958,14.310771,180.04436,2.2147107,0.5418892,62.21583,194,0,0,0,0,14.229463
2009-07-14,22.914171,23.401102,184.10689,2.1594605,0.5539017,64.88875,195,0,0,0,0,14.310771
2009-07-15,25.13521,30.507471,176.66566,2.2586858,0.5794681,67.54458,196,0,0,0,0,23.401102
2009-07-16,25.347284,34.052483,174.6675,3.439619,0.78680164,71.615005,197,0,0,0,0,30.507471
2009-07-17,24.732712,22.252165,174.32378,2.4532964,0.6225278,64.01939,198,0,0,0,0,34.052483
2009-07-18,25.52604,28.246656,146.44585,2.8776376,0.7453688,62.547092,199,0,0,0,1,22.252165
2009-07-19,17.54625,17.30055,213.37476,6.006066,1.5828375,73.270195,200,0,0,0,1,28.246656
2009-07-20,18.188955,10.60167,183.48201,2.499292,0.5283802,60.068745,201,0,0,0,0,17.30055
2009-07-21,19.74021,14.328281,174.74022,2.497517,0.6230015,65.77458,202,0,0,0,0,10.60167
2009-07-22,22.07458,23.332941,224.65282,2.0382879,0.49394324,68.86083,203,0,0,0,0,14.328281
2009-07-23,25.190836,31.561905,202.67601,2.6039255,0.63893706,64.12416,204,0,0,0,0,23.332941
2009-07-24,27.314997,34.94674,199.48979,3.817931,0.95588136,53.501667,205,0,0,0,0,31.561905
2009-07-25,26.053955,22.075277,183.39104,4.6350865,1.2927927,53.26291,206,0,0,0,1,34.94674
2009-07-26,19.262083,9.798843,264.43036,4.4091535,1.138917,63.429173,207,0,0,0,1,22.075277
2009-07-27,19.061045,12.259198,122.16816,2.5158498,0.58955604,59.407085,208,0,0,0,0,9.798843
2009-07-28,20.881666,19.560734,147.34062,2.3339922,0.59525585,63.985,209,0,0,0,0,12.259198
2009-07-29,21.229792,21.334517,217.84868,2.6407814,0.71731806,70.13854,210,0,0,0,0,19.560734
2009-07-30,22.069796,18.198544,156.62238,2.4001353,0.62591106,65.469795,211,0,0,0,0,21.334517
2009-07-31,22.560417,25.640139,217.67372,3.581004,0.9089909,72.97833,212,0,0,0,0,18.198544
2009-08-01,21.712502,16.583138,180.78938,2.6572502,0.71175003,68.87084,213,0,0,0,1,25.640139
2009-08-02,22.898756,26.63896,156.27437,2.185221,0.58531255,67.686874,214,0,0,0,1,16.583138
2009-08-03,25.728334,29.497252,188.20995,3.4818478,0.90369457,60.195194,215,0,0,0,0,26.63896
2009-08-04,21.269375,16.00741,222.00716,4.451349,1.0622898,68.404366,216,0,0,0,0,29.497252
2009-08-05,17.471876,9.6234865,272.5304,4.4037085,1.3501625,81.856255,217,0,0,0,0,16.00741
2009-08-06,21.200418,14.458335,316.2332,6.532459,2.247875,55.626877,218,0,0,0,0,9.6234865
2009-08-07,21.590208,24.431608,156.5464,2.5359585,0.6556174,65.47021,219,0,0,0,0,14.458335
2009-08-08,21.81854,23.37559,148.20627,2.5855877,0.6366458,66.66833,220,0,0,0,1,24.431608
2009-08-09,21.915207,23.084715,184.49597,2.6058207,0.6455719,69.65439,221,0,0,0,1,23.37559
2009-08-10,19.774374,20.154676,104.9378,1.9005066,0.5178024,78.52166,222,0,0,0,0,23.084715
2009-08-11,20.502085,23.83343,178.54698,2.585325,0.5756584,77.24268,223,0,0,0,0,20.154676
2009-08-12,21.141249,19.736496,250.97302,2.9180038,0.7727933,66.05083,224,0,0,0,0,23.83343
2009-08-13,20.852295,24.057978,198.69194,1.7463503,0.47274116,66.758125,225,0,0,0,0,19.736496
2009-08-14,21.033749,22.874998,190.9914,2.0585105,0.45753792,72.8727,226,0,0,1,0,24.057978
2009-08-15,19.257498,15.765111,161.6408,1.972092,0.5172983,79.777916,227,1,0,0,1,22.874998
2009-08-16,21.237917,18.689857,165.3669,2.1576166,0.57918316,73.296875,228,0,1,0,1,15.765111
2009-08-17,23.416872,21.354753,164.89828,1.9997796,0.5365823,71.532295,229,0,0,0,0,18.689857
2009-08-18,23.481665,26.731524,209.54909,2.172415,0.54638505,69.90896,230,0,0,0,0,21.354753
2009-08-19,24.496038,27.86046,192.95522,2.826184,0.68351656,62.079792,231,0,0,0,0,26.731524
2009-08-20,22.563334,32.286953,137.43161,1.95749,0.504695,67.6623,232,0,0,0,0,27.86046
2009-08-21,23.641459,34.3011,101.76046,2.174142,0.5903521,68.90437,233,0,0,0,0,32.286953
2009-08-22,23.590208,35.648785,172.11455,2.8738604,0.6765602,72.37082,234,0,0,0,1,34.3011
2009-08-23,20.90396,18.97374,166.91856,3.2358227,0.7869691,78.53688,235,0,0,0,1,35.648785
2009-08-24,19.199373,14.599488,186.74257,3.2798274,0.92570406,64.86792,236,0,0,0,0,18.97374
2009-08-25,19.041666,21.318987,120.73626,2.289943,0.5943282,66.90667,237,0,0,0,0,14.599488
2009-08-26,20.763952,22.640526,136.4114,2.2972858,0.6353146,67.39353,238,0,0,0,0,21.318987
2009-08-27,21.66771,29.56486,189.87679,1.9226984,0.48272517,71.17124,239,0,0,0,0,22.640526
2009-08-28,23.108541,27.233103,177.28609,2.2605543,0.54620546,68.33312,240,0,0,0,0,29.56486
2009-08-29,23.736387,29.918104,216.89964,1.7497365,0.43480897,70.152336,241,0,0,0,1,27.233103
2009-08-30,,,,,,,242,0,0,0,1,29.918104
2009-08-31,,,,,,,243,0,0,0,0,
2009-09-01,,,,,,,244,0,0,0,0,
2009-09-02,19.166042,27.121063,187.67485,1.8051294,0.46406713,71.15853,245,0,0,0,0,
2009-09-03,20.721876,32.48251,187.22563,1.7830024,0.46772936,74.20167,246,0,0,0,0,27.121063
2009-09-04,22.905836,27.544617,183.6197,3.3129833,0.7737587,66.50584,247,0,0,0,0,32.48251
2009-09-05,16.070831,10.183156,226.0899,2.3688667,0.4621048,89.58063,248,0,0,0,1,27.544617
2009-09-06,14.727082,9.37276,233.29164,3.7255833,0.9351705,67.58625,249,0,0,0,1,10.183156
2009-09-07,14.32194,12.264152,236.56725,3.107233,0.83423525,63.480423,250,0,0,0,0,9.37276
2009-09-08,14.83696,18.993792,194.36089,1.7555152,0.3670156,67.65793,251,0,0,0,0,12.264152
2009-09-09,16.243458,19.661596,183.9244,1.7518672,0.3366988,68.24626,252,0,0,0,0,18.993792
2009-09-10,17.076876,22.96089,202.15443,1.6140399,0.3434658,69.57313,253,0,0,0,0,19.661596
2009-09-11,18.06,26.447914,216.91768,2.572644,0.6648167,71.042076,254,0,0,0,0,22.96089
2009-09-12,18.852291,27.934158,295.42166,5.818083,1.661119,66.48916,255,0,0,0,1,26.447914
2009-09-13,17.996664,22.881292,222.96053,3.8088684,1.1735021,71.21812,256,0,0,0,1,27.934158
2009-09-14,15.066666,21.855543,178.37999,2.0878649,0.45216843,81.19584,257,0,0,0,0,22.881292
2009-09-15,13.164168,18.740843,177.46143,1.1512916,0.2118944,90.092064,258,0,0,0,0,21.855543
2009-09-16,16.238749,26.740173,164.46504,1.4047813,0.33385435,83.686455,259,0,0,0,0,18.740843
2009-09-17,18.212915,32.405453,180.7345,1.5314313,0.35250124,78.98292,260,0,0,0,0,26.740173
2009-09-18,18.521254,26.70637,131.3896,1.9868423,0.4822767,83.785,261,0,0,0,0,32.405453
2009-09-19,18.086874,29.171188,182.2462,1.3478352,0.34148487,81.222694,262,0,0,0,1,26.70637
2009-09-20,17.87375,37.787937,168.18419,1.3882374,0.355791,82.05436,263,0,0,0,1,29.171188
2009-09-21,18.768959,37.38424,129.54811,1.6049231,0.38560525,76.53229,264,0,0,0,0,37.787937
