,temp,pm10,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2011-12-15,3.6096394,50.600002,84.12646,349,0,0,0,0,37.550014
2011-12-16,4.5096884,22.679998,92.376434,350,0,0,0,0,50.600002
2011-12-17,2.4662168,33.010006,92.56939,351,0,0,0,1,22.679998
2011-12-18,2.8224294,25.800001,72.10563,352,0,0,0,1,33.010006
2011-12-19,-0.5939769,33.25,78.30437,353,0,0,0,0,25.800001
2011-12-20,0.8597164,26.180006,64.69436,354,0,0,0,0,33.25
2011-12-21,-1.3165357,38.910007,62.35666,355,0,0,0,0,26.180006
2011-12-22,-1.1814245,74.5,82.46229,356,0,0,0,0,38.910007
2011-12-23,-0.8072979,49.93001,84.787926,357,0,0,0,0,74.5
2011-12-24,0.55099726,60.11002,86.14019,358,0,0,1,1,49.93001
2011-12-25,0.96552324,68.51,84.24168,359,1,0,1,1,60.11002
2011-12-26,3.0430205,19.56,60.34416,360,1,1,0,0,68.51
2011-12-27,0.7628648,45.729992,83.538536,361,0,1,0,0,19.56
2011-12-28,0.19987494,46.32999,88.53249,362,0,0,0,0,45.729992
2011-12-29,0.53998834,57.489994,92.9827,363,0,0,0,0,46.32999
2011-12-30,0.91867083,47.0,89.12979,364,0,0,0,0,57.489994
2011-12-31,-1.7722479,60.25,93.93041,365,0,0,1,1,47.0
2012-01-04,4.4474216,34.290012,92.31771,4,0,0,0,0,76.62005
2012-01-05,1.116225,56.760006,93.13271,5,0,0,1,0,34.290012
2012-01-06,0.8760062,42.449978,83.85958,6,1,0,0,0,56.760006
2012-01-07,3.530652,16.380003,57.359585,7,0,1,0,1,42.449978
2012-01-08,3.0063818,34.39001,64.424385,8,0,0,0,1,16.380003
2012-01-09,1.9738679,23.840006,76.21166,9,0,0,0,0,34.39001
2012-01-10,1.3745357,37.93002,74.57812,10,0,0,0,0,23.840006
2012-01-11,2.7849352,35.339993,70.21064,11,0,0,0,0,37.93002
2012-01-12,0.9182389,46.979984,77.96583,12,0,0,0,0,35.339993
2012-01-13,-0.107429214,58.31004,83.0775,13,0,0,0,0,46.979984
2012-01-14,2.3969147,22.630003,71.93542,14,0,0,0,1,58.31004
2012-01-15,0.15989403,12.640008,74.44958,15,0,0,0,1,22.630003
2012-01-16,-2.0183785,23.200005,71.49771,16,0,0,0,0,12.640008
2012-01-17,-2.918027,35.57999,63.356876,17,0,0,0,0,23.200005
2012-01-18,-2.221367,49.610004,76.13584,18,0,0,0,0,35.57999
2012-01-19,-0.8734918,56.760006,76.84814,19,0,0,0,0,49.610004
2012-01-20,1.137302,91.540016,76.76,20,0,0,0,0,56.760006
2012-01-21,1.4780173,39.78002,75.97999,21,0,0,0,1,91.540016
2012-01-22,1.245711,34.10999,78.21146,22,0,0,0,1,39.78002
2012-01-23,3.9512417,27.119997,78.358315,23,0,0,0,0,34.10999
2012-01-24,4.410169,55.64999,73.46417,24,0,0,0,0,27.119997
2012-01-25,2.2293582,38.68002,75.80375,25,0,0,0,0,55.64999
2012-01-26,-0.61665845,33.800014,74.51167,26,0,0,0,0,38.68002
2012-01-27,-3.6212254,60.780025,76.96876,27,0,0,0,0,33.800014
2012-01-28,-3.590194,65.84001,75.205215,28,0,0,0,1,60.780025
2012-01-29,-2.6359873,83.67998,81.04833,29,0,0,0,1,65.84001
2012-01-30,-2.3353746,45.810028,85.179375,30,0,0,0,0,83.67998
2012-01-31,-3.467991,63.43996,74.6975,31,0,0,0,0,45.810028
2012-02-01,-5.983354,71.88996,71.141464,32,0,0,0,0,63.43996
2012-02-02,-5.281626,53.56003,64.041885,33,0,0,0,0,71.88996
2012-02-03,-7.5488753,61.69997,63.688953,34,0,0,0,0,53.56003
2012-02-04,-9.35081,53.260006,57.769165,35,0,0,0,1,61.69997
2012-02-05,-8.17977,46.410004,53.13062,36,0,0,0,1,53.260006
2012-02-06,-8.672854,51.68997,55.95666,37,0,0,0,0,46.410004
2012-02-07,-9.77175,54.20998,83.606255,38,0,0,0,0,51.68997
2012-02-08,-7.9274383,51.030018,93.496254,39,0,0,0,0,54.20998
2012-02-09,-8.885813,98.560036,87.94457,40,0,0,0,0,51.030018
2012-02-10,-7.5260215,111.20002,81.58521,41,0,0,0,0,98.560036
2012-02-11,-8.21177,121.0,85.71749,42,0,0,0,1,111.20002
2012-02-12,-8.036645,57.069996,88.71918,43,0,0,0,1,121.0
2012-02-13,-6.1231036,50.829998,87.94125,44,0,0,0,0,57.069996
2012-02-14,-4.942,90.35004,79.895424,45,0,0,0,0,50.829998
2012-02-15,-3.9203231,86.96998,73.59104,46,0,0,0,0,90.35004
2012-02-16,-1.4530224,56.5,82.51771,47,0,0,0,0,86.96998
2012-02-17,0.5162527,17.84001,63.475834,48,0,0,0,0,56.5
2012-02-18,1.2208084,39.930023,66.08728,49,0,0,0,1,17.84001
2012-02-19,3.4288905,37.969982,73.27208,50,0,0,0,1,39.930023
2012-02-20,1.957615,54.649994,80.83625,51,0,0,0,0,37.969982
2012-02-21,1.5418396,25.27001,91.44376,52,0,0,0,0,54.649994
2012-02-22,0.9345793,44.069977,77.8552,53,0,0,0,0,25.27001
2012-02-23,0.97758657,58.12997,73.15647,54,0,0,0,0,44.069977
2012-02-24,2.5152833,79.11005,77.5675,55,0,0,0,0,58.12997
2012-02-25,8.733855,47.18002,67.89563,56,0,0,0,1,79.11005
2012-02-26,9.249312,30.910002,64.21792,57,0,0,0,1,47.18002
2012-02-27,5.3676305,20.85999,67.82708,58,0,0,0,0,30.910002
2012-02-28,3.0748398,29.03002,58.90479,59,0,0,0,0,20.85999
2012-02-29,4.9319296,35.209988,69.83582,60,0,0,0,0,29.03002
2012-03-01,13.133167,18.15999,57.727917,61,0,0,0,0,35.209988
2012-03-02,9.611375,35.18002,79.34125,62,0,0,0,0,18.15999
2012-03-03,10.760479,45.25,72.71687,63,0,0,0,1,35.18002
2012-03-04,5.935625,40.71998,81.26604,64,0,0,0,1,45.25
2012-03-05,5.0049543,31.78002,59.698338,65,0,0,0,0,40.71998
2012-03-06,4.9042706,49.29002,58.030212,66,0,0,0,0,31.78002
2012-03-07,3.734667,37.719982,64.28333,67,0,0,0,0,49.29002
2012-03-08,1.054253,53.58,59.534164,68,0,0,0,0,37.719982
2012-03-09,3.8955538,69.5,64.04041,69,0,0,0,0,53.58
2012-03-10,4.5676146,29.310015,59.33166,70,0,0,0,1,69.5
2012-03-11,4.3409295,28.800005,58.7075,71,0,0,0,1,29.310015
2012-03-12,6.3226476,24.550001,62.997494,72,0,0,0,0,28.800005
2012-03-13,9.545063,17.5,60.69562,73,0,0,0,0,24.550001
2012-03-14,8.806854,27.510008,68.641045,74,0,0,0,0,17.5
2012-03-15,7.6986027,33.839996,70.69187,75,0,0,0,0,27.510008
2012-03-16,5.578209,49.79002,79.01897,76,0,0,0,0,33.839996
2012-03-17,9.113047,56.430004,65.310005,77,0,0,0,1,49.79002
2012-03-18,12.804875,34.439976,51.271664,78,0,0,0,1,56.430004
2012-03-19,14.103814,17.739994,43.7325,79,0,0,0,0,34.439976
2012-03-20,9.558687,34.739994,77.541046,80,0,0,0,0,17.739994
2012-03-21,9.228957,37.969982,78.06042,81,0,0,0,0,34.739994
2012-03-22,9.951499,43.689972,69.978546,82,0,0,0,0,37.969982
2012-03-23,11.544833,47.32999,65.2175,83,0,0,0,0,43.689972
2012-03-24,12.905103,40.989994,62.044174,84,0,0,0,1,47.32999
2012-03-25,12.54544,29.109987,69.79647,85,0,0,0,1,40.989994
2012-03-26,13.883937,25.530016,57.365417,86,0,0,0,0,29.109987
2012-03-27,11.798396,28.329994,52.80708,87,0,0,0,0,25.530016
2012-03-28,12.0286455,27.599989,50.56937,88,0,0,0,0,28.329994
2012-03-29,14.342874,35.72999,57.68334,89,0,0,0,0,27.599989
2012-03-30,12.769063,28.909998,54.967922,90,0,0,0,0,35.72999
2012-03-31,11.52927,13.170002,62.546665,91,0,0,0,1,28.909998
2012-04-01,12.609001,16.049994,58.581043,92,0,0,0,1,13.170002
2012-04-02,6.2616887,12.609992,48.911037,93,0,0,0,0,16.049994
2012-04-03,8.594796,30.310019,56.701702,94,0,0,0,0,12.609992
2012-04-04,12.586361,33.239994,62.683193,95,0,0,0,0,30.310019
2012-04-05,15.7915,21.760004,63.14772,96,0,0,0,0,33.239994
2012-04-06,14.589313,36.989994,77.06291,97,0,0,0,0,21.760004
2012-04-07,10.340292,44.290012,93.947914,98,0,0,0,1,36.989994
2012-04-08,8.646687,25.119997,89.91563,99,0,0,1,1,44.290012
2012-04-09,3.9975417,17.09001,66.0052,100,1,0,0,0,25.119997
2012-04-10,4.268073,18.799992,54.795628,101,0,1,0,0,17.09001
2012-04-11,7.7716336,31.599985,56.397915,102,0,0,0,0,18.799992
2012-04-12,11.731002,22.080004,63.216457,103,0,0,0,0,31.599985
2012-04-13,9.810895,15.840007,65.88293,104,0,0,0,0,22.080004
2012-04-14,9.988376,21.270008,73.98145,105,0,0,0,1,15.840007
2012-04-15,10.272084,21.619997,76.02396,106,0,0,0,1,21.270008
2012-04-16,11.479667,19.450008,66.734184,107,0,0,0,0,21.619997
2012-04-17,10.702377,16.960005,56.040405,108,0,0,0,0,19.450008
2012-04-18,8.668458,19.760006,48.520832,109,0,0,0,0,16.960005
2012-04-19,7.739752,32.35999,64.58813,110,0,0,0,0,19.760006
2012-04-20,10.77848,28.030016,62.88124,111,0,0,0,0,32.35999
2012-04-21,10.557105,20.080004,72.322914,112,0,0,0,1,28.030016
2012-04-22,11.669789,15.510006,68.88938,113,0,0,0,1,20.080004
2012-04-23,6.8512707,12.340001,89.7523,114,0,0,0,0,15.510006
2012-04-24,8.472062,21.19,79.73645,115,0,0,0,0,12.340001
2012-04-25,9.578397,18.099993,74.39563,116,0,0,0,0,21.19
2012-04-26,12.456939,14.590005,56.74,117,0,0,0,0,18.099993
2012-04-27,16.918896,22.450005,49.23021,118,0,0,0,0,14.590005
2012-04-28,18.727999,34.790012,57.941666,119,0,0,0,1,22.450005
2012-04-29,19.948332,32.72999,60.05125,120,0,0,0,1,34.790012
2012-04-30,20.3425,33.199986,56.83084,121,0,0,1,0,32.72999
2012-05-01,20.474169,30.390013,55.491467,122,1,0,0,0,33.199986
2012-05-02,20.909166,23.689995,55.463535,123,0,1,0,0,30.390013
2012-05-03,20.755209,36.0,57.25021,124,0,0,0,0,23.689995
2012-05-04,17.403124,32.22999,72.85104,125,0,0,0,0,36.0
2012-05-05,13.610415,18.979994,88.685005,126,0,0,0,1,32.22999
2012-05-06,16.414959,22.169996,59.9525,127,0,0,0,1,18.979994
2012-05-07,16.663042,15.619996,58.492085,128,0,0,0,0,22.169996
2012-05-08,13.814457,13.469995,75.42021,129,0,0,0,0,15.619996
2012-05-09,16.205042,19.229994,60.2498,130,0,0,0,0,13.469995
2012-05-10,18.84146,23.900011,58.049778,131,0,0,0,0,19.229994
2012-05-11,20.267498,28.75,58.02876,132,0,0,0,0,23.900011
2012-05-12,21.34104,32.95999,61.510838,133,0,0,0,1,28.75
2012-05-13,18.706373,29.689985,71.88939,134,0,0,0,1,32.95999
2012-05-14,10.039937,17.179995,66.84814,135,0,0,0,0,29.689985
2012-05-15,9.821646,20.19,55.164158,136,0,0,0,0,17.179995
2012-05-16,14.394707,24.859991,52.92584,137,0,0,1,0,20.19
2012-05-17,9.763406,14.5,59.761047,138,1,0,0,0,24.859991
2012-05-18,11.111064,12.929996,46.875,139,0,1,0,0,14.5
2012-05-19,10.974875,22.0,58.59229,140,0,0,0,1,12.929996
2012-05-20,15.116001,22.06,59.54835,141,0,0,0,1,22.0
2012-05-21,18.222895,25.359991,63.08249,142,0,0,0,0,22.06
2012-05-22,15.24167,27.099989,89.387726,143,0,0,0,0,25.359991
2012-05-23,14.295208,17.570005,93.23061,144,0,0,0,0,27.099989
2012-05-24,19.51604,24.42,67.67417,145,0,0,0,0,17.570005
2012-05-25,20.399582,23.83,57.23312,146,0,0,0,0,24.42
2012-05-26,18.478539,24.699999,47.101868,147,0,0,0,1,23.83
2012-05-27,16.049795,23.909994,53.905834,148,0,0,1,1,24.699999
2012-05-28,16.74446,21.479994,52.36313,149,1,0,0,0,23.909994
2012-05-29,15.6728945,17.580004,67.699165,150,0,1,0,0,21.479994
2012-05-30,18.963959,18.080004,60.020626,151,0,0,0,0,17.580004
2012-05-31,20.30021,20.419996,63.011658,152,0,0,0,0,18.080004
2012-06-01,18.236666,17.770006,72.91979,153,0,0,0,0,20.419996
2012-06-02,19.672499,15.530009,59.16917,154,0,0,0,1,17.770006
2012-06-03,17.145626,15.4400015,74.62043,155,0,0,0,1,15.530009
2012-06-04,22.216043,17.299994,62.511875,156,0,0,0,0,15.4400015
2012-06-05,17.094376,17.06,79.02729,157,0,0,0,0,17.299994
2012-06-06,15.685772,11.399998,57.80583,158,0,0,1,0,17.06
2012-06-07,15.574395,20.81,64.48853,159,1,0,0,0,11.399998
2012-06-08,21.060207,20.409988,64.645195,160,0,1,0,0,20.81
2012-06-09,24.555,23.890009,55.257496,161,0,0,0,1,20.409988
2012-06-10,17.010622,12.369996,85.47647,162,0,0,0,1,23.890009
2012-06-11,15.662496,15.049993,90.25186,163,0,0,0,0,12.369996
2012-06-12,14.681043,13.340003,90.73584,164,0,0,0,0,15.049993
2012-06-13,14.971875,15.369996,86.32456,165,0,0,0,0,13.340003
2012-06-14,14.469376,10.47,77.190605,166,0,0,0,0,15.369996
2012-06-15,18.248125,14.969993,65.68499,167,0,0,0,0,10.47
2012-06-16,20.439793,19.570005,66.40792,168,0,0,0,1,14.969993
2012-06-17,23.433748,25.090004,59.283337,169,0,0,0,1,19.570005
2012-06-18,24.646461,29.010008,60.57311,170,0,0,0,0,25.090004
2012-06-19,25.626665,33.900013,61.833954,171,0,0,0,0,29.010008
2012-06-20,25.98292,39.599983,64.725624,172,0,0,0,0,33.900013
2012-06-21,26.905632,41.810028,65.86604,173,0,0,0,0,39.599983
2012-06-22,24.53479,31.319986,73.22145,174,0,0,0,0,41.810028
2012-06-23,23.058128,18.640009,63.29208,175,0,0,0,1,31.319986
2012-06-24,20.893959,12.369996,70.30709,176,0,0,0,1,18.640009
2012-06-25,23.057503,17.94,66.69105,177,0,0,0,0,12.369996
2012-06-26,17.067503,15.799993,90.90103,178,0,0,0,0,17.94
2012-06-27,19.575418,19.280012,62.061657,179,0,0,0,0,15.799993
2012-06-28,20.930418,23.549997,58.336445,180,0,0,0,0,19.280012
2012-06-29,24.511251,25.68999,59.550617,181,0,0,0,0,23.549997
2012-06-30,26.017921,35.97999,68.89417,182,0,0,0,1,25.68999
2012-07-01,28.034166,40.560028,63.30272,183,0,0,0,1,35.97999
2012-07-02,28.500208,45.5,65.15563,184,0,0,0,0,40.560028
2012-07-03,28.00583,40.13,61.37644,185,0,0,0,0,45.5
2012-07-04,24.450628,44.770008,76.6725,186,0,0,0,0,40.13
2012-07-05,24.637497,35.339993,67.60708,187,0,0,0,0,44.770008
2012-07-06,24.350626,35.88,71.04563,188,0,0,0,0,35.339993
2012-07-07,23.291878,29.760008,66.54188,189,0,0,0,1,35.88
2012-07-08,25.367708,23.599989,60.917286,190,0,0,0,1,29.760008
2012-07-09,26.701256,21.659988,60.41624,191,0,0,0,0,23.599989
2012-07-10,23.948538,16.039997,64.47979,192,0,0,0,0,21.659988
2012-07-11,22.07667,16.140009,70.83313,193,0,0,0,0,16.039997
2012-07-12,21.268957,19.549992,76.715836,194,0,0,0,0,16.140009
2012-07-13,18.809168,15.700007,66.33666,195,0,0,0,0,19.549992
2012-07-14,14.821248,12.2699995,90.34583,196,0,0,0,1,15.700007
2012-07-15,18.540417,15.669998,79.07166,197,0,0,0,1,12.2699995
2012-07-16,14.88604,6.161,84.958534,198,0,0,0,0,15.669998
2012-07-17,17.681873,15.64001,60.902912,199,0,0,0,0,6.161
2012-07-18,18.070059,21.200008,60.580006,200,0,0,0,0,15.64001
2012-07-19,21.552498,22.539993,61.513332,201,0,0,0,0,21.200008
2012-07-20,22.440413,25.22999,70.10396,202,0,0,0,0,22.539993
2012-07-21,20.525,18.820005,75.20729,203,0,0,0,1,25.22999
2012-07-22,14.198123,7.962003,92.853966,204,0,0,0,1,18.820005
2012-07-23,16.578543,9.566003,63.652905,205,0,0,0,0,7.962003
2012-07-24,19.728697,18.140009,50.033478,206,0,0,0,0,9.566003
2012-07-25,21.32234,21.020008,68.67364,207,0,0,0,0,18.140009
2012-07-26,19.869165,18.549992,83.772285,208,0,0,0,0,21.020008
2012-07-27,22.596037,22.0,71.626465,209,0,0,0,0,18.549992
2012-07-28,25.347914,34.989994,64.49875,210,0,0,0,1,22.0
2012-07-29,24.758127,34.069984,71.6854,211,0,0,0,1,34.989994
2012-07-30,20.201458,19.979994,82.22686,212,0,0,0,0,34.069984
2012-07-31,21.041876,19.989994,71.1625,213,0,0,0,0,19.979994
2012-08-01,22.179373,17.580004,66.39771,214,0,0,0,0,19.989994
2012-08-02,23.610415,22.630003,62.482296,215,0,0,0,0,17.580004
2012-08-03,24.060867,26.650011,66.45195,216,0,0,0,0,22.630003
2012-08-04,23.539999,27.359991,77.06541,217,0,0,0,1,26.650011
2012-08-05,24.721457,20.669994,71.23688,218,0,0,0,1,27.359991
2012-08-06,26.13021,23.09001,66.67314,219,0,0,0,0,20.669994
2012-08-07,27.380205,38.87,56.04855,220,0,0,0,0,23.09001
2012-08-08,23.682709,12.510005,47.92812,221,0,0,0,0,38.87
2012-08-09,21.807083,19.950008,67.87667,222,0,0,0,0,12.510005
2012-08-10,19.540625,19.65999,78.54084,223,0,0,0,0,19.950008
2012-08-11,18.268332,21.989996,75.23917,224,0,0,0,1,19.65999
2012-08-12,17.364166,16.520004,71.63188,225,0,0,0,1,21.989996
2012-08-13,17.239061,10.130003,62.19875,226,0,0,0,0,16.520004
2012-08-14,19.44354,17.299994,62.535206,227,0,0,1,0,10.130003
2012-08-15,20.566248,21.530014,59.44063,228,1,0,0,0,17.299994
2012-08-16,21.518541,22.780014,64.41584,229,0,1,0,0,21.530014
2012-08-17,22.5375,25.189993,65.61917,230,0,0,0,0,22.780014
2012-08-18,23.532919,17.15999,62.605007,231,0,0,0,1,25.189993
2012-08-19,23.41188,24.989992,67.2975,232,0,0,0,1,17.15999
2012-08-20,24.343538,25.619997,63.930202,233,0,0,0,0,24.989992
2012-08-21,25.22895,34.97999,62.65917,234,0,0,0,0,25.619997
2012-08-22,25.551664,32.469982,62.839382,235,0,0,0,0,34.97999
2012-08-23,26.168541,40.75,64.82043,236,0,0,0,0,32.469982
2012-08-24,24.814371,25.539999,66.68458,237,0,0,0,0,40.75
2012-08-25,26.85833,34.849987,62.946255,238,0,0,0,1,25.539999
2012-08-26,24.86229,28.349989,65.18,239,0,0,0,1,34.849987
2012-08-27,17.08354,12.659999,80.41355,240,0,0,0,0,28.349989
2012-08-28,17.863958,16.289997,62.28001,241,0,0,0,0,12.659999
2012-08-29,18.765207,20.049992,67.56916,242,0,0,0,0,16.289997
2012-08-30,21.749788,26.119997,67.215416,243,0,0,0,0,20.049992
2012-08-31,22.31354,28.859987,64.81772,244,0,0,0,0,26.119997
2012-09-01,16.295416,18.039995,87.1096,245,0,0,0,1,28.859987
2012-09-02,13.3550005,9.427001,94.48789,246,0,0,0,1,18.039995
2012-09-03,19.050627,22.90001,78.97312,247,0,0,0,0,9.427001
2012-09-04,20.793125,44.780018,76.783325,248,0,0,0,0,22.90001
2012-09-05,19.762917,48.45998,83.593346,249,0,0,0,0,44.780018
2012-09-06,21.114166,48.61,73.12272,250,0,0,0,0,48.45998
2012-09-07,19.075624,27.150011,74.37208,251,0,0,0,0,48.61
2012-09-08,16.309376,23.530016,71.47437,252,0,0,0,1,27.150011
2012-09-09,18.23125,19.65999,64.4625,253,0,0,0,1,23.530016
2012-09-10,19.364172,20.849989,67.37167,254,0,0,0,0,19.65999
2012-09-11,20.354374,28.47999,67.93293,255,0,0,0,0,20.849989
2012-09-12,21.009169,38.55002,70.97167,256,0,0,0,0,28.47999
2012-09-13,17.40231,23.310005,76.433334,257,0,0,0,0,38.55002
2012-09-14,10.859956,7.9779973,67.45374,258,0,0,0,0,23.310005
2012-09-15,14.835418,17.270006,58.494366,259,0,0,0,1,7.9779973
2012-09-16,15.857438,15.780009,63.775417,260,0,0,0,1,17.270006
2012-09-17,14.402667,14.39001,70.76,261,0,0,0,0,15.780009
2012-09-18,14.97648,27.719984,72.7552,262,0,0,0,0,14.39001
2012-09-19,16.736788,31.079988,74.51459,263,0,0,0,0,27.719984
2012-09-20,12.915855,24.159994,87.83604,264,0,0,0,0,31.079988
2012-09-21,11.509834,18.260006,65.499794,265,0,0,0,0,24.159994
2012-09-22,10.348856,23.210005,72.848946,266,0,0,0,1,18.260006
2012-09-23,13.814895,22.130003,75.566246,267,0,0,0,1,23.210005
2012-09-24,14.766044,18.94,75.701256,268,0,0,0,0,22.130003
2012-09-25,16.781061,24.049997,77.8548,269,0,0,0,0,18.94
2012-09-26,16.873333,18.760006,77.281456,270,0,0,0,0,24.049997
2012-09-27,17.084795,31.439981,78.269775,271,0,0,0,0,18.760006
2012-09-28,18.304373,25.97999,79.26145,272,0,0,0,0,31.439981
2012-09-29,14.938958,19.40999,70.27645,273,0,0,0,1,25.97999
2012-09-30,13.417085,28.060013,85.94083,274,0,0,0,1,19.40999
2012-10-01,14.707707,25.75,89.013336,275,0,0,0,0,28.060013
2012-10-02,16.26417,30.550009,82.91686,276,0,0,0,0,25.75
2012-10-03,14.400832,20.35999,91.097496,277,0,0,0,0,30.550009
2012-10-04,14.189522,24.810007,75.05062,278,0,0,0,0,20.35999
2012-10-05,15.237835,30.349985,76.794586,279,0,0,0,0,24.810007
2012-10-06,14.283959,25.130003,74.24167,280,0,0,0,1,30.349985
2012-10-07,14.775105,27.530016,78.8677,281,0,0,0,1,25.130003
2012-10-08,14.997918,21.90001,74.15124,282,0,0,0,0,27.530016
2012-10-09,10.044292,20.020006,75.89353,283,0,0,0,0,21.90001
2012-10-10,11.650582,31.989992,79.971886,284,0,0,0,0,20.020006
2012-10-11,8.780917,29.47999,82.56687,285,0,0,0,0,31.989992
2012-10-12,9.295692,44.19998,84.398834,286,0,0,0,0,29.47999
2012-10-13,10.508066,47.550022,87.34074,287,0,0,0,1,44.19998
2012-10-14,10.254783,35.14001,93.08485,288,0,0,0,1,47.550022
2012-10-15,11.850075,23.15001,82.20231,289,0,0,0,0,35.14001
2012-10-16,13.845441,24.47999,80.77732,290,0,0,0,0,23.15001
2012-10-17,7.7074885,11.820004,85.91724,291,0,0,0,0,24.47999
2012-10-18,8.340833,32.339996,82.830345,292,0,0,0,0,11.820004
2012-10-19,10.908025,44.640003,81.89655,293,0,0,0,0,32.339996
2012-10-20,11.7892,48.5,81.215904,294,0,0,0,1,44.640003
2012-10-21,11.002731,40.5,83.725914,295,0,0,0,1,48.5
2012-10-22,10.781579,32.349987,82.30036,296,0,0,0,0,40.5
2012-10-23,11.0361595,56.43997,83.54637,297,0,0,0,0,32.349987
2012-10-24,9.30494,50.409992,85.33478,298,0,0,0,0,56.43997
2012-10-25,7.9608626,38.410007,92.843445,299,0,0,1,0,50.409992
2012-10-26,7.597216,35.239994,90.62481,300,1,0,0,0,38.410007
2012-10-27,7.490034,30.109987,92.47776,301,0,1,0,1,35.239994
2012-10-28,7.8609314,22.75,90.4212,302,0,0,0,1,30.109987
2012-10-29,3.1129277,6.842001,68.406555,303,0,0,0,0,22.75
2012-10-30,1.254571,19.140009,71.660225,304,0,0,0,0,6.842001
2012-10-31,-0.025277523,45.09999,80.7438,305,0,0,1,0,19.140009
2012-11-01,3.4200306,52.139988,79.36967,306,1,0,0,0,45.09999
2012-11-02,5.259932,25.579996,92.01714,307,0,1,0,0,52.139988
2012-11-03,4.370793,29.47999,94.44628,308,0,0,0,1,25.579996
2012-11-04,4.660725,29.96998,93.34582,309,0,0,0,1,29.47999
2012-11-05,10.077471,23.070002,84.26226,310,0,0,0,0,29.96998
2012-11-06,7.6831136,14.260005,89.71133,311,0,0,0,0,23.070002
2012-11-07,4.000919,44.829987,89.48486,312,0,0,0,0,14.260005
2012-11-08,3.4265406,47.800022,81.627846,313,0,0,0,0,44.829987
2012-11-09,5.6147537,60.100018,81.988914,314,0,0,0,0,47.800022
2012-11-10,6.9652333,62.620037,82.2629,315,0,0,0,1,60.100018
2012-11-11,4.495603,58.62003,91.562225,316,0,0,0,1,62.620037
2012-11-12,7.950777,47.020016,82.694695,317,0,0,0,0,58.62003
2012-11-13,8.756417,47.469982,93.5982,318,0,0,0,0,47.020016
2012-11-14,9.719601,35.57999,91.3454,319,0,0,0,0,47.469982
2012-11-15,7.306649,50.860004,81.455215,320,0,0,0,0,35.57999
2012-11-16,4.6913133,47.770016,82.688255,321,0,0,0,0,50.860004
2012-11-17,5.282486,38.530018,78.93226,322,0,0,0,1,47.770016
2012-11-18,4.3812985,35.75,78.405655,323,0,0,0,1,38.530018
2012-11-19,3.1740968,45.689972,85.02064,324,0,0,0,0,35.75
2012-11-20,6.8006606,49.479984,90.41975,325,0,0,0,0,45.689972
2012-11-21,7.6505375,47.68001,90.92022,326,0,0,0,0,49.479984
2012-11-22,7.6414266,58.93996,91.385475,327,0,0,0,0,47.68001
2012-11-23,6.848104,47.84,91.552826,328,0,0,0,0,58.93996
2012-11-24,7.21452,41.0,90.944756,329,0,0,0,1,47.84
2012-11-25,5.7433605,37.280018,91.154625,330,0,0,0,1,41.0
2012-11-26,5.892242,43.19998,89.060326,331,0,0,0,0,37.280018
2012-11-27,4.907007,58.659985,90.81362,332,0,0,0,0,43.19998
2012-11-28,8.340774,49.34,80.509895,333,0,0,0,0,58.659985
2012-11-29,9.370417,44.310028,90.363495,334,0,0,0,0,49.34
2012-11-30,8.514337,27.599989,77.756584,335,0,0,0,0,44.310028
2012-12-01,4.3145747,24.060005,77.996124,336,0,0,0,1,27.599989
2012-12-02,2.340078,24.83,86.46169,337,0,0,0,1,24.060005
2012-12-03,1.132011,25.949999,90.138985,338,0,0,0,0,24.83
2012-12-04,1.014945,31.78002,71.22756,339,0,0,0,0,25.949999
2012-12-05,0.05677198,35.060024,84.64045,340,0,0,0,0,31.78002
2012-12-06,0.120049655,54.699978,92.10711,341,0,0,0,0,35.060024
2012-12-07,-1.3357472,,74.93118,342,0,0,1,0,54.699978
2012-12-08,-3.0148165,,70.28874,343,1,0,0,1,
2012-12-09,-2.8325348,20.06,75.2649,344,0,1,0,1,
2012-12-10,-2.641239,34.660007,55.159912,345,0,0,0,0,20.06
2012-12-11,-3.920994,80.36005,78.46573,346,0,0,0,0,34.660007
2012-12-12,-2.5099099,66.810036,72.5307,347,0,0,0,0,80.36005
2012-12-13,-3.9368935,64.78002,69.76397,348,0,0,0,0,66.810036
2012-12-14,-7.6298504,101.799995,77.23118,349,0,0,0,0,64.78002
2012-12-15,-3.6287825,83.20998,78.70743,350,0,0,0,1,101.799995
2012-12-16,3.0014913,42.47999,91.35378,351,0,0,0,1,83.20998
2012-12-17,1.1881833,39.599983,96.4469,352,0,0,0,0,42.47999
2012-12-18,1.4228878,33.31002,96.24734,353,0,0,0,0,39.599983
2012-12-19,1.5468715,30.180014,93.81991,354,0,0,0,0,33.31002
2012-12-20,1.3795897,57.95998,84.89184,355,0,0,0,0,30.180014
2012-12-21,0.5085408,47.229984,83.79676,356,0,0,0,0,57.95998
2012-12-22,0.330835,48.75,92.912025,357,0,0,0,1,47.229984
2012-12-23,-0.031523015,49.66,93.12277,358,0,0,0,1,48.75
2012-12-24,0.29116645,50.280018,93.61094,359,0,0,1,0,49.66
2012-12-25,2.9499667,69.060036,89.30536,360,1,0,1,0,50.280018
2012-12-26,5.0900855,37.43002,80.17161,361,1,1,0,0,69.060036
