,temp,pm10,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2012-12-27,4.864671,22.510004,91.39109,362,0,1,0,0,37.43002
2012-12-28,1.4339861,34.160007,90.09708,363,0,0,0,0,22.510004
2012-12-29,3.7165644,27.199997,71.44247,364,0,0,0,1,34.160007
2012-12-30,-1.6595498,27.390009,95.67304,365,0,0,0,1,27.199997
2012-12-31,-2.880912,35.209988,96.07552,366,0,0,1,0,27.390009
2013-01-04,0.2490071,74.21998,85.35053,4,0,0,0,0,72.96998
2013-01-05,5.141381,42.39001,71.86119,5,0,0,1,1,74.21998
2013-01-06,7.8816953,17.56,64.91604,6,1,0,0,1,42.39001
2013-01-07,3.9807746,23.72999,88.46436,7,0,1,0,0,17.56
2013-01-08,1.2785475,19.710007,92.291985,8,0,0,0,0,23.72999
2013-01-09,0.4846727,37.459988,92.8166,9,0,0,0,0,19.710007
2013-01-10,2.3364089,61.81004,91.334435,10,0,0,0,0,37.459988
2013-01-11,3.0196924,54.889984,92.83543,11,0,0,0,0,61.81004
2013-01-12,1.5843196,37.07999,89.02994,12,0,0,0,1,54.889984
2013-01-13,-0.65950596,29.099985,71.32037,13,0,0,0,1,37.07999
2013-01-14,-1.7084504,28.93001,80.63747,14,0,0,0,0,29.099985
2013-01-15,-1.7979317,39.900017,91.97483,15,0,0,0,0,28.93001
2013-01-16,-1.1673082,48.79002,94.303764,16,0,0,0,0,39.900017
2013-01-17,-1.3276528,28.920008,92.50369,17,0,0,0,0,48.79002
2013-01-18,-0.23399164,23.93,73.75858,18,0,0,0,0,28.920008
2013-01-19,-0.18531407,20.34999,63.136414,19,0,0,0,1,23.93
2013-01-20,-2.5741503,40.839993,87.48367,20,0,0,0,1,20.34999
2013-01-21,-1.4000163,71.830025,84.711235,21,0,0,0,0,40.839993
2013-01-22,0.8533142,71.37005,95.151115,22,0,0,0,0,71.830025
2013-01-23,0.8201833,42.040016,95.46015,23,0,0,0,0,71.37005
2013-01-24,0.2817686,34.219982,92.84696,24,0,0,0,0,42.040016
2013-01-25,0.07312533,32.68998,91.98913,25,0,0,0,0,34.219982
2013-01-26,-1.9805294,36.39001,79.43913,26,0,0,0,1,32.68998
2013-01-27,-5.36689,62.030025,84.95032,27,0,0,0,1,36.39001
2013-01-28,-5.110106,69.90998,83.075035,28,0,0,0,0,62.030025
2013-01-29,-0.37795958,81.19997,90.493996,29,0,0,0,0,69.90998
2013-01-30,-0.38025948,76.87005,93.826866,30,0,0,0,0,81.19997
2013-01-31,1.8413777,111.600044,86.91886,31,0,0,0,0,76.87005
2013-02-01,7.813954,39.060024,38.9317,32,0,0,0,0,111.600044
2013-02-02,3.607669,73.38996,68.737465,33,0,0,0,1,39.060024
2013-02-03,3.43678,34.82999,82.14813,34,0,0,0,1,73.38996
2013-02-04,2.8347359,14.219994,48.213894,35,0,0,0,0,34.82999
2013-02-05,1.6234021,58.13998,71.417534,36,0,0,0,0,14.219994
2013-02-06,1.8311466,65.90999,85.033676,37,0,0,0,0,58.13998
2013-02-07,1.5637188,21.289991,86.28693,38,0,0,0,0,65.90999
2013-02-08,0.30601653,39.689972,72.180046,39,0,0,0,0,21.289991
2013-02-09,-0.95364285,46.67001,66.38703,40,0,0,0,1,39.689972
2013-02-10,-1.285066,31.150015,77.8994,41,0,0,0,1,46.67001
2013-02-11,-1.6193522,32.099987,67.88152,42,0,0,0,0,31.150015
2013-02-12,-2.5586536,45.030018,82.81335,43,0,0,0,0,32.099987
2013-02-13,-1.4442905,52.860012,91.56521,44,0,0,0,0,45.030018
2013-02-14,-0.3848664,39.079987,79.348526,45,0,0,0,0,52.860012
2013-02-15,0.4941711,37.209988,90.673584,46,0,0,0,0,39.079987
2013-02-16,1.1535326,69.60003,91.41807,47,0,0,0,1,37.209988
2013-02-17,1.4974594,67.12996,91.22991,48,0,0,0,1,69.60003
2013-02-18,1.7295027,60.260006,85.14428,49,0,0,0,0,67.12996
2013-02-19,1.6916871,65.26,74.49861,50,0,0,0,0,60.260006
2013-02-20,0.80396193,68.810036,74.877594,51,0,0,0,0,65.26
2013-02-21,-0.9600553,39.040012,87.24551,52,0,0,0,0,68.810036
2013-02-22,-2.4834583,31.150015,78.29882,53,0,0,0,0,39.040012
2013-02-23,-2.5921662,28.050005,86.719696,54,0,0,0,1,31.150015
2013-02-24,-0.36573684,35.459988,86.79377,55,0,0,0,1,28.050005
2013-02-25,0.8996176,40.089993,95.71838,56,0,0,0,0,35.459988
2013-02-26,2.6004508,38.939976,93.274895,57,0,0,0,0,40.089993
2013-02-27,2.8277533,25.109991,94.345085,58,0,0,0,0,38.939976
2013-02-28,2.7963989,39.290012,93.60316,59,0,0,0,0,25.109991
2013-03-01,3.9573507,53.12002,86.97387,60,0,0,0,0,39.290012
2013-03-02,2.7301686,44.479992,87.78107,61,0,0,0,1,53.12002
2013-03-03,2.817853,37.52001,73.74853,62,0,0,0,1,44.479992
2013-03-04,2.0476654,38.150017,68.8868,63,0,0,0,0,37.52001
2013-03-05,1.1644293,52.010006,75.60667,64,0,0,0,0,38.150017
2013-03-06,2.7403708,63.919983,73.85836,65,0,0,0,0,52.010006
2013-03-07,6.961054,53.850006,73.83664,66,0,0,0,0,63.919983
2013-03-08,9.774844,34.439976,78.001045,67,0,0,0,0,53.850006
2013-03-09,10.823829,34.660007,70.656906,68,0,0,0,1,34.439976
2013-03-10,8.885753,30.560019,84.29219,69,0,0,0,1,34.660007
2013-03-11,7.11861,16.760006,90.69998,70,0,0,0,0,30.560019
2013-03-12,7.363338,32.60999,80.86634,71,0,0,0,0,16.760006
2013-03-13,6.0330615,38.12,86.99714,72,0,0,0,0,32.60999
2013-03-14,4.2308536,38.329987,92.11315,73,0,0,0,0,38.12
2013-03-15,0.80963993,26.68999,59.34151,74,0,0,0,0,38.329987
2013-03-16,0.19547355,23.92,36.2548,75,0,0,0,1,26.68999
2013-03-17,-0.08297641,30.849985,46.39453,76,0,0,0,1,23.92
2013-03-18,0.873816,38.010006,64.794365,77,0,0,0,0,30.849985
2013-03-19,1.4917306,35.030018,89.43037,78,0,0,0,0,38.010006
2013-03-20,4.3034463,35.92001,74.52,79,0,0,0,0,35.030018
2013-03-21,5.6989994,47.489994,66.6267,80,0,0,0,0,35.92001
2013-03-22,7.914807,16.679995,43.725506,81,0,0,0,0,47.489994
2013-03-23,4.1092496,28.069992,56.353027,82,0,0,0,1,16.679995
2013-03-24,-0.11684716,41.300022,74.58041,83,0,0,0,1,28.069992
2013-03-25,-1.9649097,40.19998,88.91529,84,0,0,0,0,41.300022
2013-03-26,-3.362754,24.0,87.89275,85,0,0,0,0,40.19998
2013-03-27,-2.1936333,39.0,92.919914,86,0,0,0,0,24.0
2013-03-28,-1.4277292,38.27001,78.81968,87,0,0,0,0,39.0
2013-03-29,0.606587,64.89998,76.576195,88,0,0,0,0,38.27001
2013-03-30,2.3540626,62.64998,92.67291,89,0,0,0,1,64.89998
2013-03-31,2.9119074,39.459988,93.37566,90,0,0,1,1,62.64998
2013-04-01,3.8823192,20.739994,78.22951,91,1,0,0,0,39.459988
2013-04-02,1.3163184,39.829987,87.06329,92,0,1,0,0,20.739994
2013-04-03,1.696428,35.790012,91.21951,93,0,0,0,0,39.829987
2013-04-04,3.2043664,33.18998,78.24375,94,0,0,0,0,35.790012
2013-04-05,4.228991,45.589996,79.019905,95,0,0,0,0,33.18998
2013-04-06,5.6824474,43.969982,87.86953,96,0,0,0,1,45.589996
2013-04-07,5.003694,30.839998,93.464935,97,0,0,0,1,43.969982
2013-04-08,4.6859746,28.219984,70.739105,98,0,0,0,0,30.839998
2013-04-09,5.6755767,31.53002,59.033096,99,0,0,0,0,28.219984
2013-04-10,8.643129,35.839993,60.183834,100,0,0,0,0,31.53002
2013-04-11,10.062296,31.270012,65.601494,101,0,0,0,0,35.839993
2013-04-12,10.397991,38.93002,67.866936,102,0,0,0,0,31.270012
2013-04-13,12.353236,17.109991,71.285904,103,0,0,0,1,38.93002
2013-04-14,11.542148,19.429995,60.521313,104,0,0,0,1,17.109991
2013-04-15,12.476195,17.489994,55.062946,105,0,0,0,0,19.429995
2013-04-16,13.199595,32.650013,59.079773,106,0,0,0,0,17.489994
2013-04-17,13.781434,38.459988,56.59117,107,0,0,0,0,32.650013
2013-04-18,15.539306,44.239994,66.993546,108,0,0,0,0,38.459988
2013-04-19,17.717396,47.42001,62.621586,109,0,0,0,0,44.239994
2013-04-20,14.485835,47.70998,85.090675,110,0,0,0,1,47.42001
2013-04-21,14.19086,31.040009,73.4798,111,0,0,0,1,47.70998
2013-04-22,14.356163,39.310024,68.46865,112,0,0,0,0,31.040009
2013-04-23,13.657635,43.349987,77.79304,113,0,0,0,0,39.310024
2013-04-24,13.840613,35.72999,74.31713,114,0,0,0,0,43.349987
2013-04-25,15.785977,34.560024,57.434948,115,0,0,0,0,35.72999
2013-04-26,17.784388,42.430023,55.847,116,0,0,0,0,34.560024
2013-04-27,19.32624,91.92999,53.64183,117,0,0,0,1,42.430023
2013-04-28,18.00128,44.189972,58.169605,118,0,0,0,1,91.92999
2013-04-29,18.162931,22.640009,62.07381,119,0,0,0,0,44.189972
2013-04-30,18.072992,38.63,63.901394,120,0,0,1,0,22.640009
2013-05-01,20.046213,50.06003,58.893005,121,1,0,0,0,38.63
2013-05-02,21.086136,53.719982,60.463833,122,0,1,0,0,50.06003
2013-05-03,17.644453,48.020016,86.03002,123,0,0,0,0,53.719982
2013-05-04,18.35692,29.050005,73.428406,124,0,0,0,1,48.020016
2013-05-05,15.439639,26.890009,79.78526,125,0,0,0,1,29.050005
2013-05-06,14.471466,14.520001,80.17913,126,0,0,0,0,26.890009
2013-05-07,14.286687,19.09999,92.59755,127,0,0,0,0,14.520001
2013-05-08,15.230706,23.77001,,128,0,0,1,0,19.09999
2013-05-09,16.605528,28.290003,80.29095,129,1,0,0,0,23.77001
2013-05-10,17.737862,27.609991,69.352104,130,0,1,0,0,28.290003
2013-05-11,16.496058,24.039999,75.107994,131,0,0,0,1,27.609991
2013-05-12,13.210603,7.631002,73.00868,132,0,0,0,1,24.039999
2013-05-13,14.69751,9.143003,48.81786,133,0,0,0,0,7.631002
2013-05-14,13.717555,12.9400015,40.53654,134,0,0,0,0,9.143003
2013-05-15,15.213538,21.630003,59.046783,135,0,0,0,0,12.9400015
2013-05-16,17.2707,23.950003,58.835835,136,0,0,0,0,21.630003
2013-05-17,15.454919,22.59999,72.53827,137,0,0,0,0,23.950003
2013-05-18,14.965812,23.77001,85.71683,138,0,0,0,1,22.59999
2013-05-19,16.730543,17.09001,55.140427,139,0,0,1,1,23.77001
2013-05-20,16.858635,17.229994,60.400723,140,1,0,0,0,17.09001
2013-05-21,14.1695595,12.130004,69.13623,141,0,1,0,0,17.229994
2013-05-22,15.1527605,15.409993,58.248806,142,0,0,0,0,12.130004
2013-05-23,14.099175,14.830001,69.15353,143,0,0,0,0,15.409993
2013-05-24,13.305888,12.820004,57.863754,144,0,0,0,0,14.830001
2013-05-25,9.948522,16.979996,78.90398,145,0,0,0,1,12.820004
2013-05-26,9.018836,8.053001,81.09299,146,0,0,0,1,16.979996
2013-05-27,12.008499,9.113004,57.461853,147,0,0,0,0,8.053001
2013-05-28,12.73357,19.969986,73.398796,148,0,0,0,0,9.113004
2013-05-29,15.136938,19.760006,71.62151,149,0,0,1,0,19.969986
2013-05-30,15.802707,18.34001,62.094116,150,1,0,0,0,19.760006
2013-05-31,10.62629,6.8259997,83.7936,151,0,1,0,0,18.34001
2013-06-01,9.294049,8.230997,90.909386,152,0,0,0,1,6.8259997
2013-06-02,12.984322,10.459997,69.83969,153,0,0,0,1,8.230997
2013-06-03,13.507524,5.6699996,65.92289,154,0,0,0,0,10.459997
2013-06-04,14.668678,8.092002,49.040646,155,0,0,0,0,5.6699996
2013-06-05,13.735142,8.050997,65.28553,156,0,0,0,0,8.092002
2013-06-06,15.95548,,76.59692,157,0,0,0,0,8.050997
2013-06-07,15.937558,23.68,82.15643,158,0,0,0,0,
2013-06-08,18.224829,22.020006,71.26498,159,0,0,0,1,23.68
2013-06-09,19.486267,21.40001,68.99911,160,0,0,0,1,22.020006
2013-06-10,21.148535,17.969988,59.57201,161,0,0,0,0,21.40001
2013-06-11,18.599367,14.659995,63.621204,162,0,0,0,0,17.969988
2013-06-12,16.082375,14.840005,70.064384,163,0,0,0,0,14.659995
2013-06-13,18.43699,23.229994,52.053013,164,0,0,0,0,14.840005
2013-06-14,20.195389,23.239996,53.76399,165,0,0,0,0,23.229994
2013-06-15,21.313238,23.59001,63.113544,166,0,0,0,1,23.239996
2013-06-16,21.412643,18.919996,68.39672,167,0,0,0,1,23.59001
2013-06-17,22.86968,21.40001,71.22209,168,0,0,0,0,18.919996
2013-06-18,25.767906,33.699986,63.809246,169,0,0,0,0,21.40001
2013-06-19,,36.67001,63.35351,170,0,0,0,0,33.699986
2013-06-20,,43.020008,62.471317,171,0,0,0,0,36.67001
2013-06-21,,39.420013,59.05376,172,0,0,0,0,43.020008
2013-06-22,,35.410007,48.957493,173,0,0,0,1,39.420013
2013-06-23,,33.680016,70.08988,174,0,0,0,1,35.410007
2013-06-24,,13.049994,70.15928,175,0,0,0,0,33.680016
2013-06-25,,6.9389977,79.04224,176,0,0,0,0,13.049994
2013-06-26,,11.089997,60.30548,177,0,0,0,0,6.9389977
2013-06-27,,13.8499975,52.842575,178,0,0,0,0,11.089997
2013-06-28,,18.570005,57.351765,179,0,0,0,0,13.8499975
2013-06-29,,21.280014,57.476856,180,0,0,0,1,18.570005
2013-06-30,,13.460003,51.549957,181,0,0,0,1,21.280014
2013-07-01,,12.049994,54.447144,182,0,0,0,0,13.460003
2013-07-02,,20.330004,61.02661,183,0,0,0,0,12.049994
2013-07-03,,23.989992,66.93891,184,0,0,0,0,20.330004
2013-07-04,,28.030016,72.71706,185,0,0,0,0,23.989992
2013-07-05,,23.780016,71.39283,186,0,0,0,0,28.030016
2013-07-06,,18.020006,61.070988,187,0,0,0,1,23.780016
2013-07-07,22.651741,18.179995,64.30822,188,0,0,0,1,18.020006
2013-07-08,22.201996,23.710005,69.552505,189,0,0,0,0,18.179995
2013-07-09,22.614386,28.5,63.59444,190,0,0,0,0,23.710005
2013-07-10,23.174303,34.39001,59.842808,191,0,0,0,0,28.5
2013-07-11,23.471704,32.81002,63.165913,192,0,0,0,0,34.39001
2013-07-12,19.26274,25.77001,81.11414,193,0,0,0,0,32.81002
2013-07-13,19.05327,24.869997,63.66151,194,0,0,0,1,25.77001
2013-07-14,20.723341,20.119997,60.216244,195,0,0,0,1,24.869997
2013-07-15,21.278917,20.510006,57.64096,196,0,0,0,0,20.119997
2013-07-16,21.65162,29.859987,58.580463,197,0,0,0,0,20.510006
2013-07-17,20.7085,,59.27878,198,0,0,0,0,29.859987
2013-07-18,22.071732,,57.42844,199,0,0,0,0,
2013-07-19,23.101501,,57.581867,200,0,0,0,0,
2013-07-20,24.378515,26.510008,54.946945,201,0,0,0,1,
2013-07-21,24.422934,26.489992,60.20459,202,0,0,0,1,26.510008
2013-07-22,23.76893,17.56,54.441635,203,0,0,0,0,26.489992
2013-07-23,23.46277,25.849989,54.993008,204,0,0,0,0,17.56
2013-07-24,25.668947,28.22999,51.927418,205,0,0,0,0,25.849989
2013-07-25,25.062086,33.13,59.51858,206,0,0,0,0,28.22999
2013-07-26,26.398026,24.569998,58.958584,207,0,0,0,0,33.13
2013-07-27,27.133425,29.97999,59.867397,208,0,0,0,1,24.569998
2013-07-28,28.733335,28.300005,59.19699,209,0,0,0,1,29.97999
2013-07-29,29.636,30.420008,61.97517,210,0,0,0,0,28.300005
2013-07-30,29.136194,40.0,55.125698,211,0,0,0,0,30.420008
2013-07-31,23.32129,14.049994,48.650864,212,0,0,0,0,40.0
2013-08-01,23.016756,18.369997,54.78334,213,0,0,0,0,14.049994
2013-08-02,24.114502,20.770008,59.787106,214,0,0,0,0,18.369997
2013-08-03,27.047659,25.93999,56.981915,215,0,0,0,1,20.770008
2013-08-04,28.900663,25.72999,56.37174,216,0,0,0,1,25.93999
2013-08-05,27.988121,28.449995,59.594284,217,0,0,0,0,25.72999
2013-08-06,25.155151,24.489992,63.04833,218,0,0,0,0,28.449995
2013-08-07,28.430243,34.939976,56.430454,219,0,0,0,0,24.489992
2013-08-08,28.468147,37.530018,54.539154,220,0,0,0,0,34.939976
2013-08-09,29.853119,46.540012,49.08345,221,0,0,0,0,37.530018
2013-08-10,25.264236,33.29001,61.60587,222,0,0,0,1,46.540012
2013-08-11,22.120745,11.03,49.261322,223,0,0,0,1,33.29001
2013-08-12,22.301857,15.760006,54.61,224,0,0,0,0,11.03
2013-08-13,24.200195,21.770006,55.472668,225,0,0,0,0,15.760006
2013-08-14,20.187037,19.789993,77.525154,226,0,0,1,0,21.770006
2013-08-15,16.90003,15.669998,82.41966,227,1,0,0,0,19.789993
2013-08-16,18.59098,16.270004,58.64381,228,0,1,0,0,15.669998
2013-08-17,19.316805,21.25,56.26772,229,0,0,0,1,16.270004
2013-08-18,21.684881,22.429998,57.276913,230,0,0,0,1,21.25
2013-08-19,24.191858,27.810013,55.182842,231,0,0,0,0,22.429998
2013-08-20,24.538422,37.969982,54.952366,232,0,0,0,0,27.810013
2013-08-21,19.485765,10.78,52.06666,233,0,0,0,0,37.969982
2013-08-22,20.453943,13.640008,52.629925,234,0,0,0,0,10.78
2013-08-23,19.479464,22.130003,64.068,235,0,0,0,0,13.640008
2013-08-24,20.53545,29.880003,65.05649,236,0,0,0,1,22.130003
2013-08-25,17.138748,17.380003,86.46411,237,0,0,0,1,29.880003
2013-08-26,15.725472,18.69,91.974945,238,0,0,0,0,17.380003
2013-08-27,16.862001,14.719993,82.646996,239,0,0,0,0,18.69
2013-08-28,17.353117,17.950006,84.75796,240,0,0,0,0,14.719993
2013-08-29,16.03811,15.469991,90.81616,241,0,0,0,0,17.950006
2013-08-30,17.460026,23.239996,66.30123,242,0,0,0,0,15.469991
2013-08-31,17.640265,26.75,63.251873,243,0,0,0,1,23.239996
2013-09-01,18.82116,24.119997,61.772995,244,0,0,0,1,26.75
2013-09-02,17.932032,16.580002,77.45342,245,0,0,0,0,24.119997
2013-09-03,17.4888,16.770004,60.28019,246,0,0,0,0,16.580002
2013-09-04,20.215471,20.070005,56.98393,247,0,0,0,0,16.770004
2013-09-05,20.202082,20.34999,71.05006,248,0,0,0,0,20.070005
2013-09-06,20.750639,22.390009,73.97671,249,0,0,0,0,20.34999
2013-09-07,20.806149,25.069998,69.59243,250,0,0,0,1,22.390009
2013-09-08,19.151836,27.22999,76.54941,251,0,0,0,1,25.069998
2013-09-09,19.75797,28.739992,69.62724,252,0,0,0,0,27.22999
2013-09-10,16.475153,18.59001,89.17327,253,0,0,0,0,28.739992
2013-09-11,16.206541,20.14001,83.66865,254,0,0,0,0,18.59001
2013-09-12,12.524452,11.239997,81.30709,255,0,0,0,0,20.14001
2013-09-13,12.845811,17.219988,79.152725,256,0,0,0,0,11.239997
2013-09-14,12.918761,17.06,68.24207,257,0,0,0,1,17.219988
2013-09-15,16.201925,14.64001,61.72196,258,0,0,0,1,17.06
2013-09-16,16.152037,16.78001,75.70446,259,0,0,0,0,14.64001
2013-09-17,16.746698,27.380003,82.19462,260,0,0,0,0,16.78001
2013-09-18,11.187248,11.219998,77.94525,261,0,0,0,0,27.380003
2013-09-19,11.565518,25.930006,79.01803,262,0,0,0,0,11.219998
2013-09-20,14.152283,16.5,59.562653,263,0,0,0,0,25.930006
2013-09-21,13.803912,24.349989,70.16445,264,0,0,0,1,16.5
2013-09-22,14.997802,16.929995,65.16595,265,0,0,0,1,24.349989
2013-09-23,14.45091,17.869997,71.79694,266,0,0,0,0,16.929995
2013-09-24,15.485766,26.869997,71.28625,267,0,0,0,0,17.869997
2013-09-25,15.296127,29.68001,74.13207,268,0,0,0,0,26.869997
2013-09-26,15.16975,33.469982,79.29417,269,0,0,0,0,29.68001
2013-09-27,16.38498,36.339993,76.47869,270,0,0,0,0,33.469982
2013-09-28,11.367242,21.90001,89.69013,271,0,0,0,1,36.339993
2013-09-29,11.10973,28.359991,85.29103,272,0,0,0,1,21.90001
2013-09-30,9.820438,25.989992,88.59722,273,0,0,0,0,28.359991
2013-10-01,8.367323,15.0599985,94.43319,274,0,0,0,0,25.989992
2013-10-02,11.283203,28.699995,77.61283,275,0,0,0,0,15.0599985
2013-10-03,9.519916,28.060013,69.66538,276,0,0,0,0,28.699995
2013-10-04,6.9652977,27.689987,64.344955,277,0,0,0,0,28.060013
2013-10-05,7.3881764,30.71998,69.01411,278,0,0,0,1,27.689987
2013-10-06,6.7765446,38.31998,78.81103,279,0,0,0,1,30.71998
2013-10-07,10.445739,53.680008,90.03875,280,0,0,0,0,38.31998
2013-10-08,11.182086,44.56998,90.609825,281,0,0,0,0,53.680008
2013-10-09,13.0315275,46.06998,74.57636,282,0,0,0,0,44.56998
2013-10-10,13.062488,55.199978,81.322945,283,0,0,0,0,46.06998
2013-10-11,12.831666,59.239994,90.37207,284,0,0,0,0,55.199978
2013-10-12,12.260597,23.390009,91.24011,285,0,0,0,1,59.239994
2013-10-13,9.796466,21.219986,92.535645,286,0,0,0,1,23.390009
2013-10-14,10.874008,19.630003,82.2963,287,0,0,0,0,21.219986
2013-10-15,10.718833,36.339993,84.566185,288,0,0,0,0,19.630003
2013-10-16,10.73225,35.52001,81.68421,289,0,0,0,0,36.339993
2013-10-17,11.199393,15.669998,62.216,290,0,0,0,0,35.52001
2013-10-18,9.778266,30.53002,68.9387,291,0,0,0,0,15.669998
2013-10-19,10.187818,37.469982,74.23202,292,0,0,0,1,30.53002
2013-10-20,10.178422,27.260008,79.384995,293,0,0,0,1,37.469982
2013-10-21,12.255009,29.619997,75.8044,294,0,0,0,0,27.260008
2013-10-22,15.151015,35.5,77.97381,295,0,0,0,0,29.619997
2013-10-23,14.161808,36.449986,80.663414,296,0,0,0,0,35.5
2013-10-24,16.505075,31.390013,73.56833,297,0,0,0,0,36.449986
2013-10-25,15.758466,39.099983,86.5466,298,0,0,1,0,31.390013
2013-10-26,13.492341,30.079992,87.54926,299,1,0,0,1,39.099983
2013-10-27,13.941643,26.04,79.98749,300,0,1,0,1,30.079992
2013-10-28,13.65627,29.400015,81.566124,301,0,0,0,0,26.04
2013-10-29,15.651424,32.739994,80.86308,302,0,0,0,0,29.400015
2013-10-30,13.10205,25.210001,84.9445,303,0,0,0,0,32.739994
2013-10-31,10.805121,28.209997,82.39802,304,0,0,1,0,25.210001
2013-11-01,10.616296,32.010006,78.21823,305,1,0,0,0,28.209997
2013-11-02,10.03977,24.710001,79.779076,306,0,1,0,1,32.010006
2013-11-03,9.003547,33.18998,88.4195,307,0,0,0,1,24.710001
2013-11-04,9.2846985,19.40001,87.57987,308,0,0,0,0,33.18998
2013-11-05,8.116108,46.09999,89.9042,309,0,0,0,0,19.40001
2013-11-06,8.148392,33.77001,88.53018,310,0,0,0,0,46.09999
2013-11-07,6.011793,34.06002,87.404335,311,0,0,0,0,33.77001
2013-11-08,8.474629,56.569996,86.570656,312,0,0,0,0,34.06002
2013-11-09,9.168472,46.439972,87.116936,313,0,0,0,1,56.569996
2013-11-10,8.28181,10.989997,90.27694,314,0,0,0,1,46.439972
2013-11-11,6.7187314,11.859992,85.58365,315,0,0,0,0,10.989997
2013-11-12,8.086534,9.6329975,49.34235,316,0,0,0,0,11.859992
2013-11-13,7.627043,25.989992,70.48685,317,0,0,0,0,9.6329975
2013-11-14,7.6309295,34.239994,88.25116,318,0,0,0,0,25.989992
2013-11-15,5.7608414,28.489992,84.379845,319,0,0,0,0,34.239994
2013-11-16,5.315273,17.739994,95.02731,320,0,0,0,1,28.489992
2013-11-17,7.0024567,32.20999,86.12998,321,0,0,0,1,17.739994
2013-11-18,4.6121078,32.64001,86.46377,322,0,0,0,0,32.20999
2013-11-19,5.5475445,50.04002,91.783226,323,0,0,0,0,32.64001
2013-11-20,5.5827537,40.77001,94.97534,324,0,0,0,0,50.04002
2013-11-21,6.533716,25.5,93.605415,325,0,0,0,0,40.77001
2013-11-22,6.4125896,24.189995,93.70233,326,0,0,0,0,25.5
2013-11-23,5.2233033,28.310013,92.714935,327,0,0,0,1,24.189995
2013-11-24,7.950758,12.239995,87.575005,328,0,0,0,1,28.310013
2013-11-25,5.7608585,9.066995,86.92361,329,0,0,0,0,12.239995
2013-11-26,2.3977706,8.859002,45.70439,330,0,0,0,0,9.066995
2013-11-27,1.2852885,11.070004,46.529083,331,0,0,0,0,8.859002
2013-11-28,1.4250727,17.320005,45.363567,332,0,0,0,0,11.070004
2013-11-29,-1.0582085,51.92,67.36531,333,0,0,0,0,17.320005
2013-11-30,0.90020746,47.510006,72.28773,334,0,0,0,1,51.92
2013-12-01,2.3314435,43.790012,84.2953,335,0,0,0,1,47.510006
2013-12-02,0.9412014,36.77001,78.63354,336,0,0,0,0,43.790012
2013-12-03,0.3606144,54.479984,81.154205,337,0,0,0,0,36.77001
2013-12-04,-0.75812167,57.10001,85.65311,338,0,0,0,0,54.479984
2013-12-05,-1.2329655,77.52001,87.652794,339,0,0,0,0,57.10001
2013-12-06,-0.5181672,78.78002,87.24499,340,0,0,0,0,77.52001
2013-12-07,2.3164556,32.5,64.9835,341,0,0,1,1,78.78002
2013-12-08,3.034276,18.989994,52.927654,342,1,0,0,1,32.5
2013-12-09,1.2758144,42.449978,83.997955,343,0,1,0,0,18.989994
2013-12-10,1.2766832,67.71998,82.9154,344,0,0,0,0,42.449978
2013-12-11,5.9952674,42.27001,78.08021,345,0,0,0,0,67.71998
2013-12-12,3.9505007,46.67001,88.79642,346,0,0,0,0,42.27001
2013-12-13,2.9319599,39.459988,89.21467,347,0,0,0,0,46.67001
2013-12-14,0.6007984,29.050005,94.570564,348,0,0,0,1,39.459988
2013-12-15,-0.13765864,28.430008,94.5216,349,0,0,0,1,29.050005
2013-12-16,-1.352642,31.180014,95.43805,350,0,0,0,0,28.430008
2013-12-17,-0.85732365,51.909992,90.75779,351,0,0,0,0,31.180014
2013-12-18,-3.2298753,35.81998,95.1421,352,0,0,0,0,51.909992
2013-12-19,-3.6847248,35.87,92.866585,353,0,0,0,0,35.81998
2013-12-20,-3.0352535,56.780018,90.26965,354,0,0,0,0,35.87
2013-12-21,-0.9293792,79.39996,90.721,355,0,0,0,1,56.780018
2013-12-22,-0.15549533,51.67,95.2734,356,0,0,0,1,79.39996
2013-12-23,-0.50425225,48.11,94.213165,357,0,0,0,0,51.67
2013-12-24,0.3345747,63.820007,91.39191,358,0,0,1,0,48.11
2013-12-25,2.8755255,27.030016,85.51005,359,1,0,1,0,63.820007
2013-12-26,8.810774,10.109993,75.178764,360,1,1,0,0,27.030016
2013-12-27,7.975574,19.289993,87.72646,361,0,1,0,0,10.109993
2013-12-28,6.0867805,18.25,90.06118,362,0,0,0,1,19.289993
2013-12-29,2.7266405,22.15001,94.296364,363,0,0,0,1,18.25
2013-12-30,3.9867153,18.229994,90.518394,364,0,0,0,0,22.15001
2013-12-31,4.210825,26.380003,90.44729,365,0,0,1,0,18.229994
