,temp,pm10,rh,windDirDeg,windPeak,windsp,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2010-06-18,16.794794,12.383998,90.68166,77.608734,2.4465418,0.66333735,169,0,0,0,0,9.666007
2010-06-19,19.889372,14.572003,71.395195,179.06659,3.4798334,0.89441013,170,0,0,0,1,12.383998
2010-06-20,16.487082,11.307004,78.01478,181.8448,2.8884792,0.80864805,171,0,0,0,1,14.572003
2010-06-21,13.748333,6.0610023,78.4777,304.0712,4.332791,1.2239445,172,0,0,0,0,11.307004
2010-06-22,15.073331,6.4880033,57.91771,327.41455,6.524376,1.8441873,173,0,0,0,0,6.0610023
2010-06-23,17.79208,12.421998,45.859165,331.35208,5.701042,1.6851498,174,0,0,0,0,6.4880033
2010-06-24,19.206041,15.078998,46.919785,262.8746,4.5380826,1.2539994,175,0,0,0,0,12.421998
2010-06-25,17.961666,21.984991,52.01312,199.18102,3.367542,0.7358276,176,0,0,0,0,15.078998
2010-06-26,19.206875,19.442995,58.6575,182.24109,3.4092715,0.8771576,177,0,0,0,1,21.984991
2010-06-27,20.797293,18.031996,55.587917,217.92317,4.018396,1.1324764,178,0,0,0,1,19.442995
2010-06-28,22.163748,18.901,50.40312,143.97475,3.392937,0.8711682,179,0,0,0,0,18.031996
2010-06-29,21.462082,24.132002,58.562702,151.27977,3.2405212,0.87139577,180,0,0,0,0,18.901
2010-06-30,23.170206,25.47301,53.954163,146.11067,2.732771,0.6522034,181,0,0,0,0,24.132002
2010-07-01,22.927916,29.845991,60.01021,155.4381,2.839863,0.69540256,182,0,0,0,0,25.47301
2010-07-02,23.503336,31.80001,63.34583,128.55708,2.7392294,0.7356832,183,0,0,0,0,29.845991
2010-07-03,23.917707,36.88,63.344173,140.01607,2.7888954,0.7743595,184,0,0,0,1,31.80001
2010-07-04,23.828331,31.78002,71.78957,163.57256,3.0420206,0.66840744,185,0,0,0,1,36.88
2010-07-05,21.832502,26.02001,78.222084,137.2231,2.685583,0.57311255,186,0,0,0,0,31.78002
2010-07-06,21.82625,14.239995,71.16519,268.77396,3.7410202,1.0562127,187,0,0,0,0,26.02001
2010-07-07,22.237083,18.599993,55.666256,243.80719,3.1296873,0.744173,188,0,0,0,0,14.239995
2010-07-08,19.994581,14.770003,47.69896,210.8925,4.11398,0.9434974,189,0,0,0,0,18.599993
2010-07-09,20.350622,24.299997,51.676876,169.51518,2.7878125,0.68708414,190,0,0,0,0,14.770003
2010-07-10,22.946249,29.22999,51.940205,162.74059,2.895646,0.7418706,191,0,0,0,1,24.299997
2010-07-11,24.612085,23.900011,49.945827,176.86461,2.7536666,0.6623975,192,0,0,0,1,29.22999
2010-07-12,25.591248,23.229994,51.225628,153.14145,3.0616248,0.86139446,193,0,0,0,0,23.900011
2010-07-13,26.699997,35.050014,55.227497,127.65937,2.8427563,0.7854541,194,0,0,0,0,23.229994
2010-07-14,25.601458,29.800009,62.96417,180.52539,3.2437289,0.82555574,195,0,0,0,0,35.050014
2010-07-15,27.124582,31.640013,62.01959,123.41459,3.0828333,0.93559074,196,0,0,0,0,29.800009
2010-07-16,27.526253,33.930016,62.663746,153.07028,4.1292086,1.1901537,197,0,0,0,0,31.640013
2010-07-17,27.37812,27.630003,61.98416,151.30626,3.3299582,0.95114166,198,0,0,0,1,33.930016
2010-07-18,28.111666,32.329994,60.73291,163.96455,3.4629161,0.99032694,199,0,0,0,1,27.630003
2010-07-19,22.706873,7.259002,50.77916,310.00873,7.0474153,2.19425,200,0,0,0,0,32.329994
2010-07-20,21.571045,13.929996,59.282703,139.78319,3.544729,1.158077,201,0,0,0,0,7.259002
2010-07-21,22.78375,18.039995,63.283543,145.3231,2.9119997,0.8256541,202,0,0,0,0,13.929996
2010-07-22,25.277082,28.340002,61.622494,140.47728,3.005354,0.8410621,203,0,0,0,0,18.039995
2010-07-23,27.864891,32.099987,54.32149,120.75342,3.0401492,0.9393761,204,0,0,0,0,28.340002
2010-07-24,24.745626,23.780016,70.04041,139.98521,3.5443332,0.99097484,205,0,0,0,1,32.099987
2010-07-25,19.14375,4.197002,63.66186,281.5616,4.295854,1.15055,206,0,0,0,1,23.780016
2010-07-26,18.870417,10.28,51.334995,279.6144,4.8662286,1.2575916,207,0,0,0,0,4.197002
2010-07-27,18.629583,13.599998,46.892292,184.82393,3.4617922,0.8217347,208,0,0,0,0,10.28
2010-07-28,19.226461,18.25,57.06522,190.61957,3.0579793,0.7207823,209,0,0,0,0,13.599998
2010-07-29,22.35875,11.179996,43.313538,265.86295,3.6450198,0.8843145,210,0,0,0,0,18.25
2010-07-30,18.955626,16.239994,69.077705,173.65471,3.5092087,0.9152639,211,0,0,0,0,11.179996
2010-07-31,16.051668,6.9179997,80.78603,259.14105,2.3734999,0.5236402,212,0,0,0,1,16.239994
2010-08-01,19.539999,11.989995,64.593544,154.1246,2.7794173,0.61085755,213,0,0,0,1,6.9179997
2010-08-02,21.7425,14.070004,61.829376,142.6564,2.6838748,0.6555014,214,0,0,0,0,11.989995
2010-08-03,23.907913,25.22999,62.1398,138.73401,3.1719792,0.9476002,215,0,0,0,0,14.070004
2010-08-04,19.534166,20.049992,84.8227,178.62273,2.752229,0.63175726,216,0,0,0,0,25.22999
2010-08-05,19.756044,17.06,69.0252,132.1244,2.5226254,0.59634775,217,0,0,0,0,20.049992
2010-08-06,18.816666,19.75,74.20124,139.68782,2.9383333,0.73077434,218,0,0,0,0,17.06
2010-08-07,17.125,11.600002,89.04376,204.66472,2.9007494,0.6801167,219,0,0,0,1,19.75
2010-08-08,15.506043,9.873995,88.28957,198.02348,1.9790207,0.33145604,220,0,0,0,1,11.600002
2010-08-09,18.838749,10.980003,77.74062,170.55663,2.6298335,0.61549765,221,0,0,0,0,9.873995
2010-08-10,18.8075,17.109991,79.17125,168.37617,2.4146667,0.5000351,222,0,0,0,0,10.980003
2010-08-11,20.662344,18.960005,75.79766,121.47784,2.5326807,0.5782158,223,0,0,0,0,17.109991
2010-08-12,21.035624,22.530014,77.8575,162.25125,3.1168954,0.77645797,224,0,0,0,0,18.960005
2010-08-13,21.601667,23.119997,72.178345,170.16333,2.7120419,0.6593847,225,0,0,0,0,22.530014
2010-08-14,19.167084,20.710009,86.9898,181.66182,2.474854,0.53130895,226,0,0,1,1,23.119997
2010-08-15,20.37375,17.75,84.14688,145.49455,3.0933962,0.74618775,227,1,0,0,1,20.710009
2010-08-16,21.579588,13.260005,71.72666,154.65268,3.605896,0.9695291,228,0,1,0,0,17.75
2010-08-17,19.760416,18.450008,64.29125,205.74776,3.0166042,0.67344475,229,0,0,0,0,13.260005
2010-08-18,18.38521,11.739995,73.58291,145.35487,3.0158541,0.6847577,230,0,0,0,0,18.450008
2010-08-19,17.851458,13.320004,79.046875,130.59132,2.3093333,0.49534252,231,0,0,0,0,11.739995
2010-08-20,21.135626,19.31,68.13834,180.976,2.6711252,0.5979543,232,0,0,0,0,13.320004
2010-08-21,20.982708,19.239994,64.821465,109.94886,2.6447291,0.6168438,233,0,0,0,1,19.31
2010-08-22,22.829584,20.729992,69.68937,104.92759,2.6109583,0.6579804,234,0,0,0,1,19.239994
2010-08-23,22.571877,21.929995,73.459175,145.34209,2.614271,0.6459614,235,0,0,0,0,20.729992
2010-08-24,22.758749,26.71,72.26833,107.668846,2.7608957,0.7091804,236,0,0,0,0,21.929995
2010-08-25,19.178123,23.939995,90.19749,189.33842,2.1974456,0.3271794,237,0,0,0,0,26.71
2010-08-26,17.167082,18.880003,88.36606,192.17018,2.2622917,0.43541738,238,0,0,0,0,23.939995
2010-08-27,20.581667,27.890009,80.32375,129.09875,2.3875005,0.4980298,239,0,0,0,0,18.880003
2010-08-28,20.385002,22.59999,85.5748,145.04433,2.8896458,0.628874,240,0,0,0,1,27.890009
2010-08-29,17.358332,11.019997,76.94251,191.4442,2.8597918,0.5370062,241,0,0,0,1,22.59999
2010-08-30,15.139417,7.497997,62.134594,152.78629,2.8986034,0.5877716,242,0,0,0,0,11.019997
2010-08-31,11.824355,13.219995,89.06126,179.92955,2.0819163,0.3313681,243,0,0,0,0,7.497997
2010-09-01,11.411645,12.8099985,74.52396,242.57054,3.7478542,0.94903046,244,0,0,0,0,13.219995
2010-09-02,14.10352,8.773995,55.18666,290.84048,4.737666,1.3132147,245,0,0,0,0,12.8099985
2010-09-03,14.029712,20.700008,66.81354,158.59644,2.3726876,0.40165007,246,0,0,0,0,8.773995
2010-09-04,14.631457,16.080002,79.287094,169.40611,2.2495835,0.42700958,247,0,0,0,1,20.700008
2010-09-05,14.640415,15.090007,85.8348,172.27373,2.2724376,0.43783978,248,0,0,0,1,16.080002
2010-09-06,13.314916,9.613005,77.61229,158.04747,2.9920413,0.7341251,249,0,0,0,0,15.090007
2010-09-07,12.562916,13.469995,76.10834,205.459,2.4835207,0.5200957,250,0,0,0,0,9.613005
2010-09-08,11.889375,21.210009,84.39269,126.957306,2.397375,0.5968175,251,0,0,0,0,13.469995
2010-09-09,13.242916,21.890009,92.53064,163.37598,1.8316456,0.24788876,252,0,0,0,0,21.210009
2010-09-10,15.610417,13.260005,84.96604,191.11168,2.054729,0.3429763,253,0,0,0,0,21.890009
2010-09-11,17.109795,15.5599985,64.58709,209.86829,3.4765618,0.8864663,254,0,0,0,1,13.260005
2010-09-12,17.082497,16.270004,63.471252,151.6194,2.640021,0.6479263,255,0,0,0,1,15.5599985
2010-09-13,15.146332,20.280014,78.82125,160.02939,2.2386878,0.43994462,256,0,0,0,0,16.270004
2010-09-14,16.047606,21.859991,74.40751,194.80916,2.7964373,0.50278497,257,0,0,0,0,20.280014
2010-09-15,18.254164,12.109992,60.830624,195.99709,3.41325,0.898282,258,0,0,0,0,21.859991
2010-09-16,18.011042,20.510006,76.24874,97.99369,2.5602705,0.61180836,259,0,0,0,0,12.109992
2010-09-17,15.559582,13.6900015,86.020424,121.80221,2.1684797,0.39369634,260,0,0,0,0,20.510006
2010-09-18,13.92125,10.619997,96.35437,170.3577,1.7105837,0.18181206,261,0,0,0,1,13.6900015
2010-09-19,11.836041,7.5780025,94.21584,196.96356,1.800479,0.26576313,262,0,0,0,1,10.619997
2010-09-20,12.180125,14.030006,87.99875,208.35793,1.9246879,0.26936445,263,0,0,0,0,7.5780025
2010-09-21,12.152499,24.739992,76.215,162.9717,2.0383747,0.31257692,264,0,0,0,0,14.030006
2010-09-22,13.352124,25.630003,80.045204,134.28209,2.1025836,0.35382092,265,0,0,0,0,24.739992
2010-09-23,14.147708,28.050005,78.66125,180.82812,2.1629672,0.38426748,266,0,0,0,0,25.630003
2010-09-24,13.907895,34.689976,80.482506,148.03096,2.0824935,0.3775684,267,0,0,0,0,28.050005
2010-09-25,15.065917,,83.57751,111.975365,2.4698942,0.54173005,268,0,0,0,1,34.689976
2010-09-26,14.324375,,94.28521,164.05159,2.6381664,0.5829933,269,0,0,0,1,
2010-09-27,13.001874,,64.64292,316.68958,5.914021,1.663427,270,0,0,0,0,
2010-09-28,11.098792,,82.1598,180.03377,2.23325,0.4954908,271,0,0,0,0,
2010-09-29,13.634374,,65.27166,217.32198,3.296979,0.8285315,272,0,0,0,0,
2010-09-30,13.027832,,64.827866,169.79301,2.7273192,0.5845094,273,0,0,0,0,
2010-10-01,11.10123,15.489994,77.284164,105.50291,2.8685834,0.87821573,274,0,0,0,0,
2010-10-02,10.422562,29.349985,80.18457,149.12978,1.9960003,0.3652415,275,0,0,0,1,15.489994
2010-10-03,12.086459,34.5,82.89,150.92207,1.8686042,0.2890371,276,0,0,0,1,29.349985
2010-10-04,10.860416,35.969982,93.98229,63.93472,2.1586459,0.51813126,277,0,0,0,0,34.5
2010-10-05,12.010418,52.469982,91.6027,115.7898,1.9771463,0.34915733,278,0,0,0,0,35.969982
2010-10-06,14.0287485,35.38,94.09916,77.267494,2.3733952,0.563126,279,0,0,0,0,52.469982
2010-10-07,11.017104,10.890007,93.63708,115.34647,2.1876247,0.4569409,280,0,0,0,0,35.38
2010-10-08,11.913353,26.02001,85.61103,187.30249,2.1612086,0.42054066,281,0,0,0,0,10.890007
2010-10-09,9.503458,33.5,85.1173,157.29689,2.423396,0.54009753,282,0,0,0,1,26.02001
2010-10-10,9.061186,36.699986,81.992714,182.42189,2.3038752,0.4503862,283,0,0,0,1,33.5
2010-10-11,7.306708,28.859987,80.32332,184.72835,2.2035415,0.42729938,284,0,0,0,0,36.699986
2010-10-12,7.853042,37.310024,77.47791,157.04546,2.1239603,0.41418874,285,0,0,0,0,28.859987
2010-10-13,7.8611884,47.62001,80.493324,210.83177,1.9496669,0.33373454,286,0,0,0,0,37.310024
2010-10-14,9.552896,57.93996,81.2848,160.37834,1.7599379,0.23296227,287,0,0,0,0,47.62001
2010-10-15,10.34948,54.18997,79.81042,140.87547,1.9073538,0.28915855,288,0,0,0,0,57.93996
2010-10-16,8.101188,51.090008,77.202934,149.69789,2.3277707,0.55523616,289,0,0,0,1,54.18997
2010-10-17,8.490708,45.239994,77.87355,156.74289,1.7816043,0.21437019,290,0,0,0,1,51.090008
2010-10-18,6.785335,23.09001,92.76208,285.71683,2.2064373,0.5150605,291,0,0,0,0,45.239994
2010-10-19,8.175188,20.239994,87.017296,178.0789,2.2347705,0.41146728,292,0,0,0,0,23.09001
2010-10-20,9.175563,24.939993,74.75541,139.45876,3.4472291,0.8479033,293,0,0,0,0,20.239994
2010-10-21,5.3238544,38.280018,94.19021,186.66978,2.105396,0.38654983,294,0,0,0,0,24.939993
2010-10-22,5.265592,26.21,73.44478,182.36346,2.9293337,0.660925,295,0,0,0,0,38.280018
2010-10-23,4.8210196,52.409992,76.55125,185.10541,2.0369995,0.32492653,296,0,0,0,1,26.21
2010-10-24,6.388041,43.900013,80.43333,159.23264,1.7860003,0.21676224,297,0,0,0,1,52.409992
2010-10-25,8.261209,28.609987,80.36042,155.62517,2.6085207,0.59838754,298,0,0,1,0,43.900013
2010-10-26,6.1533127,6.540997,87.74957,275.6025,4.257375,1.205725,299,1,0,0,0,28.609987
2010-10-27,5.241015,13.8499975,67.065216,261.07242,4.2581873,1.2576021,300,0,1,0,0,6.540997
2010-10-28,3.1920807,36.67001,77.382706,216.92857,2.1485422,0.35188785,301,0,0,0,0,13.8499975
2010-10-29,3.165225,48.06003,80.23477,188.45251,1.9957289,0.3810846,302,0,0,0,0,36.67001
2010-10-30,4.8289423,87.290016,83.138336,180.71996,1.9717288,0.36350206,303,0,0,0,1,48.06003
2010-10-31,4.655725,47.599995,85.15917,226.16687,1.9298333,0.29096308,304,0,0,1,1,87.290016
2010-11-01,7.9834576,32.95999,85.024605,282.2155,2.1480837,0.39918816,305,1,0,0,0,47.599995
2010-11-02,10.305749,39.510006,87.77271,224.3561,1.9280206,0.24027295,306,0,1,0,0,32.95999
2010-11-03,9.778251,74.38996,92.481865,175.3572,1.7512294,0.18882479,307,0,0,0,0,39.510006
2010-11-04,9.583125,83.32002,96.79831,189.99184,1.7247082,0.1638505,308,0,0,0,0,74.38996
2010-11-05,9.470376,54.069996,90.60023,186.04607,1.9080209,0.33465627,309,0,0,0,0,83.32002
2010-11-06,10.168355,53.430008,84.701454,180.53542,1.9062084,0.30036166,310,0,0,0,1,54.069996
2010-11-07,9.601333,45.939972,84.8623,202.59352,1.9109167,0.33584058,311,0,0,0,1,53.430008
2010-11-08,8.67377,41.52001,89.43127,178.81638,1.8313723,0.21529561,312,0,0,0,0,45.939972
2010-11-09,9.387415,19.719986,94.456474,164.68985,2.4206812,0.5669157,313,0,0,0,0,41.52001
2010-11-10,6.877729,23.57,87.28415,193.62065,2.0728545,0.39547268,314,0,0,0,0,19.719986
2010-11-11,4.9147696,38.760006,96.34958,212.1756,2.177479,0.37751102,315,0,0,0,0,23.57
2010-11-12,7.0998344,49.31999,88.58042,181.29979,1.9065834,0.27016315,316,0,0,0,0,38.760006
2010-11-13,8.478021,47.239994,79.88479,188.76184,2.1188333,0.34806773,317,0,0,0,1,49.31999
2010-11-14,7.3201027,58.0,86.864174,182.58186,1.8812708,0.2869677,318,0,0,0,1,47.239994
2010-11-15,7.90223,37.260006,82.43854,178.71753,2.0568957,0.34592462,319,0,0,0,0,58.0
2010-11-16,9.788062,46.18002,79.46374,199.56966,2.1145208,0.38785672,320,0,0,0,0,37.260006
2010-11-17,10.169604,42.839993,88.36605,167.10957,1.8058752,0.24208175,321,0,0,0,0,46.18002
2010-11-18,9.981833,48.37999,97.31771,148.68228,1.5653957,0.16562812,322,0,0,0,0,42.839993
2010-11-19,9.130438,43.94998,92.20105,130.23228,2.1416042,0.4698782,323,0,0,0,0,48.37999
2010-11-20,7.3508134,27.920006,96.15375,200.0818,1.9768752,0.382062,324,0,0,0,1,43.94998
2010-11-21,6.439854,25.460001,94.90707,148.78255,2.4282293,0.7236042,325,0,0,0,1,27.920006
2010-11-22,5.8156033,28.699995,96.26605,162.65916,2.0267913,0.45060623,326,0,0,0,0,25.460001
2010-11-23,6.721876,25.010008,98.08271,214.09302,2.0318959,0.36968294,327,0,0,0,0,28.699995
2010-11-24,5.4549165,33.050014,90.23187,179.23499,2.3382914,0.45714703,328,0,0,0,0,25.010008
2010-11-25,0.94706875,51.18997,91.39832,216.945,1.5730596,0.36695412,329,0,0,0,0,33.050014
2010-11-26,0.69701034,69.820015,82.14084,202.96022,1.1123124,0.33119795,330,0,0,0,0,51.18997
2010-11-27,-0.445285,60.489994,87.215004,255.03426,1.6323167,0.52491504,331,0,0,0,1,69.820015
2010-11-28,0.49827448,23.25,71.16771,240.86168,1.8669043,0.6541334,332,0,0,0,1,60.489994
2010-11-29,-1.051077,33.29001,88.767914,214.12563,1.4000939,0.40441537,333,0,0,0,0,23.25
2010-11-30,0.56826156,46.550022,94.80416,207.37282,1.1690897,0.28896254,334,0,0,0,0,33.29001
2010-12-01,-1.7900428,38.44998,87.309784,177.6982,1.4673419,0.45200816,335,0,0,0,0,46.550022
2010-12-02,-1.8372087,32.910004,90.68481,137.34749,1.3139356,0.42578542,336,0,0,0,0,38.44998
2010-12-03,-2.333098,39.709988,90.60207,176.08922,1.069527,0.2911416,337,0,0,0,0,32.910004
2010-12-04,-0.9228595,35.530018,92.693756,176.50311,0.96883965,0.29510522,338,0,0,0,1,39.709988
2010-12-05,-2.5248957,32.70999,91.1279,163.39168,1.2457895,0.37718907,339,0,0,0,1,35.530018
2010-12-06,-5.8491454,37.030018,92.572296,191.28847,1.3478502,0.4199042,340,0,0,0,0,32.70999
2010-12-07,-1.056991,35.550014,87.718475,298.89368,2.1781955,0.63813704,341,0,0,1,0,37.030018
2010-12-08,3.9261668,33.54001,87.20522,300.9375,2.2601,0.66951656,342,1,0,0,0,35.550014
2010-12-09,4.37052,27.739992,88.83375,264.42227,2.057277,0.5278762,343,0,1,0,0,33.54001
2010-12-10,3.41908,22.479994,62.93812,236.54936,4.5317297,1.2996552,344,0,0,0,0,27.739992
2010-12-11,-1.3897074,23.200005,74.09562,246.94792,3.1735775,1.0222667,345,0,0,0,1,22.479994
2010-12-12,-2.0731108,42.449978,69.19688,189.9704,1.822694,0.4364775,346,0,0,0,1,23.200005
2010-12-13,0.058789637,30.560019,74.35334,247.06636,2.4314024,0.6247375,347,0,0,0,0,42.449978
2010-12-14,-2.5210583,28.489992,60.34875,303.6271,3.8008015,1.2678457,348,0,0,0,0,30.560019
2010-12-15,-4.101191,24.97999,51.37062,273.39166,4.1847253,1.3214208,349,0,0,0,0,28.489992
2010-12-16,-2.9214203,41.35999,51.715836,193.91591,1.8842767,0.5712379,350,0,0,0,0,24.97999
2010-12-17,-6.964209,61.929996,69.96937,199.22485,1.2777687,0.49215356,351,0,0,0,0,41.35999
2010-12-18,-8.167459,63.989994,79.886055,181.03459,1.3268564,0.43705538,352,0,0,0,1,61.929996
2010-12-19,-5.7900214,51.260006,87.04583,207.47646,1.3815728,0.40096775,353,0,0,0,1,63.989994
2010-12-20,-7.684855,48.050022,86.153755,284.13046,1.6028395,0.4461662,354,0,0,0,0,51.260006
2010-12-21,-2.221512,42.62,79.222084,283.49786,1.9826999,0.6232302,355,0,0,0,0,48.050022
2010-12-22,-2.1502936,82.42998,84.0125,238.24812,1.5232021,0.4347479,356,0,0,0,0,42.62
2010-12-23,1.8209972,42.040016,85.21063,320.32602,1.8156708,0.51706463,357,0,0,0,0,82.42998
2010-12-24,3.18468,42.62,87.97167,297.9173,1.6570916,0.49090633,358,0,0,1,0,42.040016
2010-12-25,3.8266041,74.53002,97.77271,231.64874,0.9271688,0.2562187,359,1,0,1,1,42.62
2010-12-26,3.7768548,7.4289966,59.52979,334.4221,7.037291,2.4608042,360,1,1,0,1,74.53002
2010-12-27,-0.15261848,7.045002,38.40833,254.80623,5.2294793,1.8691459,361,0,1,0,0,7.4289966
2010-12-28,-3.9486663,52.18997,72.913124,204.066,1.1752919,0.4331052,362,0,0,0,0,7.045002
2010-12-29,-4.7891517,70.02001,79.28659,167.72296,0.98171484,0.33495787,363,0,0,0,0,52.18997
2010-12-30,-4.482562,53.739994,77.545006,171.33022,1.3120604,0.4384104,364,0,0,0,0,70.02001
2010-12-31,-3.8244107,91.25,81.39625,173.47041,1.1433772,0.4254063,365,0,0,1,0,53.739994
2011-01-04,-5.258959,69.699974,89.41836,209.76872,1.27335,0.3784645,4,0,0,0,0,75.38996
2011-01-05,-6.757729,63.580017,86.498955,149.99297,1.5504543,0.59838545,5,0,0,1,0,69.699974
2011-01-06,-5.415812,46.129993,77.4652,207.70709,1.7056208,0.5729228,6,1,0,0,0,63.580017
2011-01-07,-5.445812,88.28002,75.72105,187.29692,1.0737917,0.29244083,7,0,1,0,0,46.129993
2011-01-08,2.329448,67.699974,72.51146,254.68164,1.7498103,0.41459396,8,0,0,0,1,88.28002
2011-01-09,5.0182996,28.409998,77.582726,239.64507,2.1430914,0.49740478,9,0,0,0,1,67.699974
2011-01-10,3.255006,40.22999,80.739784,182.94582,2.049023,0.46373487,10,0,0,0,0,28.409998
2011-01-11,3.2915413,43.0,87.49478,192.80708,1.2646626,0.38916144,11,0,0,0,0,40.22999
2011-01-12,2.8127499,44.530018,98.50876,187.23543,0.8802145,0.29117212,12,0,0,0,0,43.0
2011-01-13,1.9818001,27.550003,98.60312,194.66646,1.1302896,0.31741524,13,0,0,0,0,44.530018
2011-01-14,2.1201282,51.100002,95.13749,170.03627,1.1328064,0.3180494,14,0,0,0,0,27.550003
2011-01-15,4.3831644,93.12006,91.474365,193.34479,1.0962521,0.28059754,15,0,0,0,1,51.100002
2011-01-16,4.9878516,47.089996,79.01191,207.63898,1.9476169,0.52110386,16,0,0,0,1,93.12006
2011-01-17,3.174948,48.29002,79.07624,224.15627,0.98800826,0.29869917,17,0,0,0,0,47.089996
2011-01-18,2.3917522,99.87006,81.87729,219.03331,0.7903626,0.2213083,18,0,0,0,0,48.29002
2011-01-19,1.8629662,93.350044,82.786674,204.43146,0.77333117,0.21043982,19,0,0,0,0,99.87006
2011-01-20,0.78125,66.74,96.51291,182.55952,1.0260816,0.31605336,20,0,0,0,0,93.350044
2011-01-21,0.5736127,47.61,82.32209,170.50278,1.7092935,0.5076307,21,0,0,0,0,66.74
2011-01-22,-1.2469273,49.110004,78.613525,205.92084,1.1133085,0.34023106,22,0,0,0,1,47.61
2011-01-23,-2.9215431,40.430023,74.340004,183.97687,1.4088539,0.44574428,23,0,0,0,1,49.110004
2011-01-24,-3.356806,48.170002,71.30085,171.96852,1.6566001,0.5251992,24,0,0,0,0,40.430023
2011-01-25,-1.5308443,37.199986,78.416664,175.27168,1.7980129,0.5585881,25,0,0,0,0,48.170002
2011-01-26,-2.5148606,62.330017,85.0375,177.16833,0.97790617,0.32224813,26,0,0,0,0,37.199986
2011-01-27,-1.5172807,87.689964,83.464165,163.57314,1.0278853,0.30096307,27,0,0,0,0,62.330017
2011-01-28,-0.2666021,37.439976,89.68271,108.232704,1.6137687,0.6541181,28,0,0,0,0,87.689964
2011-01-29,-2.4955003,41.08999,81.22397,139.57417,2.3540227,0.9742779,29,0,0,0,1,37.439976
2011-01-30,-3.059902,47.770016,79.185005,174.25073,1.6549792,0.54494625,30,0,0,0,1,41.08999
2011-01-31,-2.6925418,39.489994,75.13146,169.38335,1.5524334,0.49158585,31,0,0,0,0,47.770016
2011-02-01,-3.253604,47.489994,82.47541,193.47081,1.8924376,0.58302915,32,0,0,0,0,39.489994
2011-02-02,-3.8148963,41.050022,86.39979,192.82945,1.9236544,0.5759538,33,0,0,0,0,47.489994
2011-02-03,-4.1528335,50.899998,86.86834,172.83372,1.7654399,0.5965009,34,0,0,0,0,41.050022
2011-02-04,-3.4953277,81.370056,82.63937,188.81042,1.1032292,0.37114942,35,0,0,0,0,50.899998
2011-02-05,-0.10791085,93.16996,80.12417,190.45686,1.1665188,0.35798693,36,0,0,0,1,81.370056
2011-02-06,3.837971,80.679985,71.15355,199.24773,1.3239416,0.34184232,37,0,0,0,1,93.16996
2011-02-07,2.9218519,80.31004,73.778114,227.28003,0.9807353,0.21302539,38,0,0,0,0,80.679985
2011-02-08,3.4111245,108.79999,68.58937,219.03545,0.92394155,0.24949561,39,0,0,0,0,80.31004
2011-02-09,3.8538253,90.129944,63.976242,226.49309,1.2839144,0.41630208,40,0,0,0,0,108.79999
2011-02-10,2.398706,64.83002,76.067085,241.47292,1.3881936,0.43563882,41,0,0,0,0,90.129944
2011-02-11,1.3560419,77.65997,80.4348,219.44165,0.9272248,0.28872046,42,0,0,0,0,64.83002
2011-02-12,4.199466,89.52001,72.69584,170.10728,1.0397916,0.2583196,43,0,0,0,1,77.65997
2011-02-13,2.7040606,36.47999,88.4325,199.01057,1.9121541,0.629939,44,0,0,0,1,89.52001
2011-02-14,0.96614224,23.020006,76.25083,162.64584,1.2950935,0.42566237,45,0,0,0,0,36.47999
2011-02-15,0.47063932,42.449978,92.670616,174.11665,1.6806685,0.6350042,46,0,0,0,0,23.020006
2011-02-16,-0.9904813,44.160007,94.05625,143.1621,2.0728335,0.83849794,47,0,0,0,0,42.449978
2011-02-17,-0.40939248,45.589996,91.875206,188.82915,1.1417749,0.38946906,48,0,0,0,0,44.160007
2011-02-18,0.65228397,42.75,94.51479,201.23456,1.1748832,0.4032177,49,0,0,0,0,45.589996
2011-02-19,0.7897697,37.410007,91.2179,177.95811,1.6970772,0.6445009,50,0,0,0,1,42.75
2011-02-20,2.8742774,38.510006,86.00458,206.65395,1.1789083,0.3491868,51,0,0,0,1,37.410007
2011-02-21,0.56863,46.93002,89.00042,116.29301,2.1750557,0.92318535,52,0,0,0,0,38.510006
2011-02-22,-2.1137083,41.989994,78.86062,126.53666,2.256042,0.9004418,53,0,0,0,0,46.93002
2011-02-23,-3.0742495,66.5,74.55729,165.3052,1.8476003,0.65386045,54,0,0,0,0,41.989994
2011-02-24,-4.5339417,98.439964,75.72625,173.09688,1.513146,0.46769023,55,0,0,0,0,66.5
2011-02-25,-4.6812015,99.159996,72.6404,215.03705,1.2846957,0.41924918,56,0,0,0,0,98.439964
2011-02-26,-2.1461043,64.63997,62.371243,182.92729,2.9624145,0.93601227,57,0,0,0,1,99.159996
2011-02-27,-1.3982544,57.06004,66.26792,172.14583,1.595696,0.5809052,58,0,0,0,1,64.63997
2011-02-28,-1.4058375,85.24,76.61938,174.9875,1.7195272,0.616499,59,0,0,0,0,57.06004
2011-03-01,-0.6572438,100.5,81.56207,179.24083,1.4262815,0.45330957,60,0,0,0,0,85.24
2011-03-02,-1.2563246,78.71998,86.526245,188.78668,1.1922978,0.4294258,61,0,0,0,0,100.5
2011-03-03,-0.31837013,53.42,73.03832,121.95361,2.9388168,1.1632653,62,0,0,0,0,78.71998
2011-03-04,-1.2541875,59.979984,82.580414,187.06541,1.6976064,0.6182687,63,0,0,0,0,53.42
2011-03-05,-0.13040848,83.36005,80.27292,168.43001,1.6781834,0.52853286,64,0,0,0,1,59.979984
