,pm10,rh,temp,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2012-04-20,27.688263,60.950974,10.327251,111,0,0,0,0,32.054707
2012-04-21,18.094378,67.59603,10.278181,112,0,0,0,1,27.688263
2012-04-22,15.570399,66.673744,11.291675,113,0,0,0,1,18.094378
2012-04-23,11.852371,84.79786,7.1401887,114,0,0,0,0,15.570399
2012-04-24,21.292797,80.93441,8.169118,115,0,0,0,0,11.852371
2012-04-25,19.860725,73.939095,9.822428,116,0,0,0,0,21.292797
2012-04-26,18.293211,55.788784,12.219791,117,0,0,0,0,19.860725
2012-04-27,20.172424,46.07275,16.548433,118,0,0,0,0,18.293211
2012-04-28,31.184317,55.026264,18.044195,119,0,0,0,1,20.172424
2012-04-29,28.782278,56.15654,19.443914,120,0,0,0,1,31.184317
2012-04-30,32.2701,51.77367,20.16953,121,0,0,1,0,28.782278
2012-05-01,27.326223,51.543503,19.889898,122,1,0,0,0,32.2701
2012-05-02,23.974258,49.5011,20.459291,123,0,1,0,0,27.326223
2012-05-03,31.974754,51.483032,20.11208,124,0,0,0,0,23.974258
2012-05-04,30.471788,64.59148,17.26474,125,0,0,0,0,31.974754
2012-05-05,18.374678,87.38291,13.8170395,126,0,0,0,1,30.471788
2012-05-06,13.472013,62.5524,16.12617,127,0,0,0,1,18.374678
2012-05-07,10.5284395,58.498493,16.287895,128,0,0,0,0,13.472013
2012-05-08,15.115045,74.32279,13.845939,129,0,0,0,0,10.5284395
2012-05-09,16.210121,59.442123,15.708591,130,0,0,0,0,15.115045
2012-05-10,23.962843,55.16986,18.44094,131,0,0,0,0,16.210121
2012-05-11,31.64628,53.505997,20.02003,132,0,0,0,0,23.962843
2012-05-12,30.156618,56.51063,20.890785,133,0,0,0,1,31.64628
2012-05-13,19.773325,67.606224,18.384722,134,0,0,0,1,30.156618
2012-05-14,12.383835,65.316,9.997674,135,0,0,0,0,19.773325
2012-05-15,15.980662,49.541885,9.95535,136,0,0,0,0,12.383835
2012-05-16,21.501566,50.401733,13.949009,137,0,0,1,0,15.980662
2012-05-17,9.917104,53.006275,10.117014,138,1,0,0,0,21.501566
2012-05-18,9.400156,39.7489,11.172252,139,0,1,0,0,9.917104
2012-05-19,18.18137,52.140827,10.73877,140,0,0,0,1,9.400156
2012-05-20,19.49893,52.755875,14.818252,141,0,0,0,1,18.18137
2012-05-21,21.753065,57.36549,17.758554,142,0,0,0,0,19.49893
2012-05-22,30.821222,85.29432,15.447216,143,0,0,0,0,21.753065
2012-05-23,19.889364,95.153755,14.582013,144,0,0,0,0,30.821222
2012-05-24,24.14253,68.31419,19.448572,145,0,0,0,0,19.889364
2012-05-25,24.881737,55.159832,20.414034,146,0,0,0,0,24.14253
2012-05-26,27.54518,46.487904,17.725296,147,0,0,0,1,24.881737
2012-05-27,23.89691,49.032627,15.776147,148,0,0,1,1,27.54518
2012-05-28,20.378603,48.509933,16.362606,149,1,0,0,0,23.89691
2012-05-29,16.248016,63.304607,15.185718,150,0,1,0,0,20.378603
2012-05-30,18.812014,62.81979,17.888903,151,0,0,0,0,16.248016
2012-05-31,22.059095,62.541565,19.371294,152,0,0,0,0,18.812014
2012-06-01,18.645449,74.122765,17.766264,153,0,0,0,0,22.059095
2012-06-02,13.647962,60.133,19.069345,154,0,0,0,1,18.645449
2012-06-03,15.9412565,73.03157,16.998486,155,0,0,0,1,13.647962
2012-06-04,16.469336,65.63533,21.44528,156,0,0,0,0,15.9412565
2012-06-05,18.753283,74.354126,17.271996,157,0,0,0,0,16.469336
2012-06-06,10.655382,56.984753,15.531133,158,0,0,1,0,18.753283
2012-06-07,18.371538,60.955532,15.267582,159,1,0,0,0,10.655382
2012-06-08,20.30563,62.963,20.487988,160,0,1,0,0,18.371538
2012-06-09,21.901863,53.487427,23.70384,161,0,0,0,1,20.30563
2012-06-10,15.116768,82.98284,17.105104,162,0,0,0,1,21.901863
2012-06-11,17.317036,89.40619,15.616372,163,0,0,0,0,15.116768
2012-06-12,15.7791815,92.0936,14.617195,164,0,0,0,0,17.317036
2012-06-13,13.962451,87.45678,14.775009,165,0,0,0,0,15.7791815
2012-06-14,9.548855,79.747925,14.289127,166,0,0,0,0,13.962451
2012-06-15,12.77953,68.567665,17.48925,167,0,0,0,0,9.548855
2012-06-16,17.710955,68.18152,19.91825,168,0,0,0,1,12.77953
2012-06-17,23.31169,60.129745,22.915674,169,0,0,0,1,17.710955
2012-06-18,31.372179,58.567608,24.039948,170,0,0,0,0,23.31169
2012-06-19,37.574017,58.354923,25.160685,171,0,0,0,0,31.372179
2012-06-20,47.050983,60.638783,25.647322,172,0,0,0,0,37.574017
2012-06-21,49.939236,61.623764,26.325897,173,0,0,0,0,47.050983
2012-06-22,39.672607,68.275246,23.952997,174,0,0,0,0,49.939236
2012-06-23,18.436272,61.7345,22.827822,175,0,0,0,1,39.672607
2012-06-24,11.876747,66.0566,20.549986,176,0,0,0,1,18.436272
2012-06-25,20.116692,63.207546,22.559517,177,0,0,0,0,11.876747
2012-06-26,17.44701,89.608185,17.235994,178,0,0,0,0,20.116692
2012-06-27,15.270114,63.20669,19.152903,179,0,0,0,0,17.44701
2012-06-28,24.923965,55.541412,20.489157,180,0,0,0,0,15.270114
2012-06-29,26.07353,57.698257,23.927717,181,0,0,0,0,24.923965
2012-06-30,41.031124,63.85507,25.500343,182,0,0,0,1,26.07353
2012-07-01,46.113453,62.131718,27.44818,183,0,0,0,1,41.031124
2012-07-02,52.188232,61.426975,28.141975,184,0,0,0,0,46.113453
2012-07-03,43.370464,56.579845,27.61953,185,0,0,0,0,52.188232
2012-07-04,49.360924,71.89864,24.202677,186,0,0,0,0,43.370464
2012-07-05,36.8367,69.07643,24.153872,187,0,0,0,0,49.360924
2012-07-06,43.920467,67.77093,24.091805,188,0,0,0,0,36.8367
2012-07-07,32.882767,63.919613,22.841154,189,0,0,0,1,43.920467
2012-07-08,31.13535,59.326504,24.649126,190,0,0,0,1,32.882767
2012-07-09,24.43905,57.00621,25.99555,191,0,0,0,0,31.13535
2012-07-10,19.481754,59.843357,23.490622,192,0,0,0,0,24.43905
2012-07-11,20.979626,73.2225,21.163862,193,0,0,0,0,19.481754
2012-07-12,20.743004,79.32737,20.598768,194,0,0,0,0,20.979626
2012-07-13,19.428213,68.18959,18.679144,195,0,0,0,0,20.743004
2012-07-14,16.621632,90.70981,14.98429,196,0,0,0,1,19.428213
2012-07-15,21.683504,80.557365,17.878187,197,0,0,0,1,16.621632
2012-07-16,7.161227,86.78244,15.133519,198,0,0,0,0,21.683504
2012-07-17,13.7929125,61.61952,17.42842,199,0,0,0,0,7.161227
2012-07-18,19.273016,60.779667,17.65434,200,0,0,0,0,13.7929125
2012-07-19,21.227602,58.367085,21.135258,201,0,0,0,0,19.273016
2012-07-20,,68.15745,21.937803,202,0,0,0,0,21.227602
2012-07-21,,75.98577,20.380213,203,0,0,0,1,
2012-07-22,9.148774,94.07477,14.572089,204,0,0,0,1,
2012-07-23,9.115401,67.58231,16.347658,205,0,0,0,0,9.148774
2012-07-24,20.89394,52.445,19.010054,206,0,0,0,0,9.115401
2012-07-25,24.321177,68.76925,20.77859,207,0,0,0,0,20.89394
2012-07-26,16.629532,87.467094,19.406801,208,0,0,0,0,24.321177
2012-07-27,23.908943,73.52117,22.097244,209,0,0,0,0,16.629532
2012-07-28,39.041668,65.87681,24.790115,210,0,0,0,1,23.908943
2012-07-29,32.342896,71.382645,24.285093,211,0,0,0,1,39.041668
2012-07-30,18.580954,82.557625,19.788893,212,0,0,0,0,32.342896
2012-07-31,22.689074,73.69799,20.531084,213,0,0,0,0,18.580954
2012-08-01,18.219412,65.33497,21.823479,214,0,0,0,0,22.689074
2012-08-02,23.858484,61.133152,23.231293,215,0,0,0,0,18.219412
2012-08-03,30.658655,63.404552,23.889444,216,0,0,0,0,23.858484
2012-08-04,27.121777,75.08289,23.026312,217,0,0,0,1,30.658655
2012-08-05,16.39451,70.71699,24.264969,218,0,0,0,1,27.121777
2012-08-06,19.048357,63.21742,25.645151,219,0,0,0,0,16.39451
2012-08-07,40.962254,56.334415,26.612328,220,0,0,0,0,19.048357
2012-08-08,17.761328,46.159576,23.1997,221,0,0,0,0,40.962254
2012-08-09,21.897156,62.097443,21.64945,222,0,0,0,0,17.761328
2012-08-10,20.251863,72.05483,19.317991,223,0,0,0,0,21.897156
2012-08-11,18.322353,73.94664,18.101774,224,0,0,0,1,20.251863
2012-08-12,15.147722,72.67863,17.25503,225,0,0,0,1,18.322353
2012-08-13,8.080031,61.710815,16.858473,226,0,0,0,0,15.147722
2012-08-14,20.002277,59.520123,19.081358,227,0,0,1,0,8.080031
2012-08-15,26.524834,55.262756,20.288572,228,1,0,0,0,20.002277
2012-08-16,18.405052,58.253876,21.320522,229,0,1,0,0,26.524834
2012-08-17,25.224657,60.231613,22.231955,230,0,0,0,0,18.405052
2012-08-18,17.931414,58.656464,23.026636,231,0,0,0,1,25.224657
2012-08-19,22.906862,60.519604,23.332697,232,0,0,0,1,17.931414
2012-08-20,21.087624,56.861084,24.234732,233,0,0,0,0,22.906862
2012-08-21,29.475292,59.917606,24.806513,234,0,0,0,0,21.087624
2012-08-22,29.788162,59.121277,25.215498,235,0,0,0,0,29.475292
2012-08-23,39.624287,60.360317,25.918312,236,0,0,0,0,29.788162
2012-08-24,22.23965,62.91826,24.775566,237,0,0,0,0,39.624287
2012-08-25,28.261274,60.41296,26.373528,238,0,0,0,1,22.23965
2012-08-26,22.232252,58.7504,24.69475,239,0,0,0,1,28.261274
2012-08-27,10.157073,77.249596,17.51342,240,0,0,0,0,22.232252
2012-08-28,10.537657,62.94791,17.616362,241,0,0,0,0,10.157073
2012-08-29,15.535294,63.533207,18.870768,242,0,0,0,0,10.537657
2012-08-30,20.046526,64.68966,21.637835,243,0,0,0,0,15.535294
2012-08-31,24.7081,63.5412,21.93616,244,0,0,0,0,20.046526
2012-09-01,15.334445,83.69189,16.76685,245,0,0,0,1,24.7081
2012-09-02,7.1394,94.94334,13.657781,246,0,0,0,1,15.334445
2012-09-03,17.014036,81.14469,18.741169,247,0,0,0,0,7.1394
2012-09-04,39.217377,78.55867,20.283995,248,0,0,0,0,17.014036
2012-09-05,43.062748,84.3834,19.771849,249,0,0,0,0,39.217377
2012-09-06,43.867405,74.44852,20.883135,250,0,0,0,0,43.062748
2012-09-07,25.325119,75.06104,19.1802,251,0,0,0,0,43.867405
2012-09-08,18.829657,71.04095,16.578789,252,0,0,0,1,25.325119
2012-09-09,15.321458,62.889668,18.405653,253,0,0,0,1,18.829657
2012-09-10,15.900955,66.184685,19.347294,254,0,0,0,0,15.321458
2012-09-11,24.356668,67.66181,20.103048,255,0,0,0,0,15.900955
2012-09-12,32.978428,71.090614,20.672016,256,0,0,0,0,24.356668
2012-09-13,23.005697,78.32195,17.105064,257,0,0,0,0,32.978428
2012-09-14,9.69723,68.55941,11.083758,258,0,0,0,0,23.005697
2012-09-15,15.014388,57.95476,14.752522,259,0,0,0,1,9.69723
2012-09-16,12.073197,63.93497,15.5784,260,0,0,0,1,15.014388
2012-09-17,11.572929,69.5672,14.480863,261,0,0,0,0,12.073197
2012-09-18,21.612524,71.67524,14.86218,262,0,0,0,0,11.572929
2012-09-19,25.580442,74.05703,16.675392,263,0,0,0,0,21.612524
2012-09-20,22.229645,88.33294,13.160344,264,0,0,0,0,25.580442
2012-09-21,14.071647,65.81637,11.786393,265,0,0,0,0,22.229645
2012-09-22,18.98673,72.321556,10.627022,266,0,0,0,1,14.071647
2012-09-23,16.42946,75.73991,13.670128,267,0,0,0,1,18.98673
2012-09-24,16.22973,73.52737,14.921382,268,0,0,0,0,16.42946
2012-09-25,23.052057,77.966286,16.579094,269,0,0,0,0,16.22973
2012-09-26,15.501863,79.11482,16.736158,270,0,0,0,0,23.052057
2012-09-27,29.726126,77.29399,17.492205,271,0,0,0,0,15.501863
2012-09-28,26.423452,77.64268,18.361734,272,0,0,0,0,29.726126
2012-09-29,15.752964,72.86884,14.896401,273,0,0,0,1,26.423452
2012-09-30,24.801888,83.19429,13.518571,274,0,0,0,1,15.752964
2012-10-01,22.514044,87.78478,14.7948885,275,0,0,0,0,24.801888
2012-10-02,26.012526,82.91686,16.397509,276,0,0,0,0,22.514044
2012-10-03,18.676546,92.60031,14.480502,277,0,0,0,0,26.012526
2012-10-04,27.311373,75.30627,14.272595,278,0,0,0,0,18.676546
2012-10-05,32.730442,76.98739,15.108556,279,0,0,0,0,27.311373
2012-10-06,25.036211,72.52325,14.614465,280,0,0,0,1,32.730442
2012-10-07,25.68049,80.49061,14.629508,281,0,0,0,1,25.036211
2012-10-08,17.219015,76.63694,14.819716,282,0,0,0,0,25.68049
2012-10-09,19.62046,75.728905,10.454354,283,0,0,0,0,17.219015
2012-10-10,28.828089,79.02183,11.618407,284,0,0,0,0,19.62046
2012-10-11,26.968971,82.392876,9.029712,285,0,0,0,0,28.828089
2012-10-12,35.782803,82.7383,9.4489975,286,0,0,0,0,26.968971
2012-10-13,42.092503,86.055916,10.5442,287,0,0,0,1,35.782803
2012-10-14,28.441185,92.91239,10.344268,288,0,0,0,1,42.092503
2012-10-15,17.438055,82.2258,11.622552,289,0,0,0,0,28.441185
2012-10-16,22.629715,82.05124,13.684836,290,0,0,0,0,17.438055
2012-10-17,9.165551,87.7313,8.215096,291,0,0,0,0,22.629715
2012-10-18,25.62445,85.03981,8.305529,292,0,0,0,0,9.165551
2012-10-19,27.909113,83.214264,10.608973,293,0,0,0,0,25.62445
2012-10-20,32.472958,83.52717,11.392909,294,0,0,0,1,27.909113
2012-10-21,30.310312,86.68122,10.691567,295,0,0,0,1,32.472958
2012-10-22,27.400856,85.76174,10.345435,296,0,0,0,0,30.310312
2012-10-23,43.821613,85.25906,10.657001,297,0,0,0,0,27.400856
2012-10-24,42.93933,87.71174,9.107743,298,0,0,0,0,43.821613
2012-10-25,35.634197,95.03501,8.002753,299,0,0,1,0,42.93933
2012-10-26,26.725353,90.80726,7.6358495,300,1,0,0,0,35.634197
2012-10-27,28.630854,93.69967,7.4892235,301,0,1,0,1,26.725353
2012-10-28,14.02037,92.18972,8.026047,302,0,0,0,1,28.630854
2012-10-29,6.1108227,69.925514,3.35687,303,0,0,0,0,14.02037
2012-10-30,18.197714,76.31118,1.7518597,304,0,0,0,0,6.1108227
2012-10-31,30.004171,81.46249,0.12355242,305,0,0,1,0,18.197714
2012-11-01,38.390453,79.76066,3.4424763,306,1,0,0,0,30.004171
2012-11-02,21.25762,92.697975,5.3946347,307,0,1,0,0,38.390453
2012-11-03,24.842178,98.017975,4.5386243,308,0,0,0,1,21.25762
2012-11-04,23.835344,96.31604,4.8469963,309,0,0,0,1,24.842178
2012-11-05,19.478533,84.907936,10.170258,310,0,0,0,0,23.835344
2012-11-06,12.451636,93.09845,8.05483,311,0,0,0,0,19.478533
2012-11-07,35.265045,92.35839,4.1108923,312,0,0,0,0,12.451636
2012-11-08,40.78828,84.16862,3.5310953,313,0,0,0,0,35.265045
2012-11-09,36.42631,83.28753,5.3140197,314,0,0,0,0,40.78828
2012-11-10,34.138386,83.830925,6.6051574,315,0,0,0,1,36.42631
2012-11-11,31.136333,93.97762,4.245751,316,0,0,0,1,34.138386
2012-11-12,26.590433,82.59063,7.810161,317,0,0,0,0,31.136333
2012-11-13,,93.64323,8.843904,318,0,0,0,0,26.590433
2012-11-14,,95.859344,9.8376255,319,0,0,0,0,
2012-11-15,36.35339,81.152054,7.4896235,320,0,0,0,0,
2012-11-16,42.14148,82.04184,4.9420276,321,0,0,0,0,36.35339
2012-11-17,37.71322,76.86892,5.603291,322,0,0,0,1,42.14148
2012-11-18,33.58917,75.552185,4.6579814,323,0,0,0,1,37.71322
2012-11-19,37.308487,83.87097,3.0668309,324,0,0,0,0,33.58917
2012-11-20,45.37045,87.51099,7.0790257,325,0,0,0,0,37.308487
2012-11-21,48.71031,91.74923,7.95346,326,0,0,0,0,45.37045
2012-11-22,49.433285,89.21213,8.0210085,327,0,0,0,0,48.71031
2012-11-23,46.913082,89.414024,7.229181,328,0,0,0,0,49.433285
2012-11-24,31.634031,89.67611,7.553779,329,0,0,0,1,46.913082
2012-11-25,31.124552,89.63572,5.778544,330,0,0,0,1,31.634031
2012-11-26,34.753193,89.039795,6.027783,331,0,0,0,0,31.124552
2012-11-27,48.557175,93.129524,4.6303134,332,0,0,0,0,34.753193
2012-11-28,39.29585,81.66454,8.637982,333,0,0,0,0,48.557175
2012-11-29,48.307346,89.6557,9.43583,334,0,0,0,0,39.29585
2012-11-30,27.80329,78.58387,8.664711,335,0,0,0,0,48.307346
2012-12-01,17.69531,76.97021,4.5927258,336,0,0,0,1,27.80329
2012-12-02,22.286768,84.18838,2.766487,337,0,0,0,1,17.69531
2012-12-03,20.715025,89.65528,1.3261329,338,0,0,0,0,22.286768
2012-12-04,29.14306,72.84437,1.3420905,339,0,0,0,0,20.715025
2012-12-05,28.624685,84.26153,0.2543112,340,0,0,0,0,29.14306
2012-12-06,39.72979,94.62369,0.119361885,341,0,0,0,0,28.624685
2012-12-07,38.711308,77.36489,-1.2982867,342,0,0,1,0,39.72979
2012-12-08,38.1057,72.60508,-2.9849708,343,1,0,0,1,38.711308
2012-12-09,16.475431,75.51931,-2.6006355,344,0,1,0,1,38.1057
2012-12-10,28.135298,56.81647,-2.5173357,345,0,0,0,0,16.475431
2012-12-11,45.971813,77.73408,-4.0798655,346,0,0,0,0,28.135298
2012-12-12,56.710125,71.410774,-2.3897974,347,0,0,0,0,45.971813
2012-12-13,75.08085,67.62994,-3.6942127,348,0,0,0,0,56.710125
2012-12-14,77.831665,74.212074,-7.481217,349,0,0,0,0,75.08085
2012-12-15,78.72361,75.97946,-3.6693115,350,0,0,0,1,77.831665
2012-12-16,25.949713,87.48943,3.2431834,351,0,0,0,1,78.72361
2012-12-17,28.878248,99.11746,1.1129771,352,0,0,0,0,25.949713
2012-12-18,23.478693,99.461845,1.3504057,353,0,0,0,0,28.878248
2012-12-19,26.359102,95.990295,1.589634,354,0,0,0,0,23.478693
2012-12-20,59.877995,87.434105,1.6281205,355,0,0,0,0,26.359102
2012-12-21,40.24769,83.65087,-0.15693085,356,0,0,0,0,59.877995
2012-12-22,40.30982,90.39727,0.4039025,357,0,0,0,1,40.24769
2012-12-23,42.187084,91.86084,0.1178376,358,0,0,0,1,40.30982
2012-12-24,43.457294,93.17245,0.3583645,359,0,0,1,0,42.187084
2012-12-25,42.62934,89.247375,2.3965976,360,1,0,1,0,43.457294
2012-12-26,22.529104,82.10356,4.203897,361,1,1,0,0,42.62934
2012-12-27,17.283907,89.4255,4.958277,362,0,1,0,0,22.529104
2012-12-28,17.947657,92.43222,1.8326644,363,0,0,0,0,17.283907
2012-12-29,25.189825,72.41975,4.0563917,364,0,0,0,1,17.947657
2012-12-30,23.699999,95.82902,-1.7442951,365,0,0,0,1,25.189825
2012-12-31,33.43102,96.90658,-2.8339605,366,0,0,1,0,23.699999
2013-01-04,54.129322,86.1312,0.146547,4,0,0,0,0,61.70068
2013-01-05,52.462536,74.07097,4.5962496,5,0,0,1,1,54.129322
2013-01-06,12.911164,65.03953,7.655945,6,1,0,0,1,52.462536
2013-01-07,19.039131,84.7925,3.823349,7,0,1,0,0,12.911164
2013-01-08,13.858349,92.36053,1.1767081,8,0,0,0,0,19.039131
2013-01-09,29.546951,91.156334,0.63631326,9,0,0,0,0,13.858349
2013-01-10,46.89201,90.10993,2.3127742,10,0,0,0,0,29.546951
2013-01-11,46.693752,91.864296,2.9954698,11,0,0,0,0,46.89201
2013-01-12,36.68926,87.85038,1.6212219,12,0,0,0,1,46.693752
2013-01-13,28.072113,71.07336,-0.5134748,13,0,0,0,1,36.68926
2013-01-14,21.089483,78.80709,-1.5928575,14,0,0,0,0,28.072113
2013-01-15,32.53121,90.7384,-1.7637755,15,0,0,0,0,21.089483
2013-01-16,39.24024,92.65247,-1.0997306,16,0,0,0,0,32.53121
2013-01-17,27.516623,91.21731,-1.1714371,17,0,0,0,0,39.24024
2013-01-18,17.61637,74.06919,0.061621815,18,0,0,0,0,27.516623
2013-01-19,19.482718,64.50772,-0.007917616,19,0,0,0,1,17.61637
2013-01-20,33.56235,85.47846,-2.4234016,20,0,0,0,1,19.482718
2013-01-21,54.552734,83.796974,-1.3748769,21,0,0,0,0,33.56235
2013-01-22,48.220448,93.88624,0.35120973,22,0,0,0,0,54.552734
2013-01-23,30.099253,96.00678,0.8554848,23,0,0,0,0,48.220448
2013-01-24,27.097239,93.12878,0.36274302,24,0,0,0,0,30.099253
2013-01-25,25.768438,92.1993,0.096993566,25,0,0,0,0,27.097239
2013-01-26,30.24556,80.93604,-1.8559352,26,0,0,0,1,25.768438
2013-01-27,51.91232,82.456184,-5.10395,27,0,0,0,1,30.24556
2013-01-28,54.050785,81.23801,-4.8805585,28,0,0,0,0,51.91232
2013-01-29,66.08051,89.01775,-0.51714385,29,0,0,0,0,54.050785
2013-01-30,55.527664,95.548744,-0.6365386,30,0,0,0,0,66.08051
2013-01-31,63.435257,88.20725,1.3390741,31,0,0,0,0,55.527664
2013-02-01,83.36101,40.120075,7.8449206,32,0,0,0,0,63.435257
2013-02-02,78.52511,65.79929,3.165826,33,0,0,0,1,83.36101
2013-02-03,29.662025,79.6464,3.6764205,34,0,0,0,1,78.52511
2013-02-04,14.748134,46.97342,3.2159014,35,0,0,0,0,29.662025
2013-02-05,49.454105,68.340805,1.5717021,36,0,0,0,0,14.748134
2013-02-06,56.894062,81.652954,1.7592164,37,0,0,0,0,49.454105
2013-02-07,18.829481,84.60482,1.634275,38,0,0,0,0,56.894062
2013-02-08,41.642117,74.301926,0.5658468,39,0,0,0,0,18.829481
2013-02-09,50.040268,65.5628,-0.90533996,40,0,0,0,1,41.642117
2013-02-10,25.915886,73.88809,-1.076751,41,0,0,0,1,50.040268
2013-02-11,26.686281,67.73008,-1.4499077,42,0,0,0,0,25.915886
2013-02-12,44.88004,79.19288,-2.6650598,43,0,0,0,0,26.686281
2013-02-13,45.398746,89.50812,-1.4276685,44,0,0,0,0,44.88004
2013-02-14,46.82969,78.16142,-0.26409134,45,0,0,0,0,45.398746
2013-02-15,40.21806,88.59672,0.35943976,46,0,0,0,0,46.82969
2013-02-16,67.46233,91.15203,1.0171214,47,0,0,0,1,40.21806
2013-02-17,69.71865,91.48187,1.2958794,48,0,0,0,1,67.46233
2013-02-18,66.55034,84.652,1.7276498,49,0,0,0,0,69.71865
2013-02-19,76.99172,74.93426,1.72762,50,0,0,0,0,66.55034
2013-02-20,66.608955,74.11076,0.8879047,51,0,0,0,0,76.99172
2013-02-21,53.322292,85.06562,-0.5396568,52,0,0,0,0,66.608955
2013-02-22,32.27361,74.9725,-2.2958639,53,0,0,0,0,53.322292
2013-02-23,31.138153,85.130295,-2.993617,54,0,0,0,1,32.27361
2013-02-24,34.38099,86.93992,-0.8194411,55,0,0,0,1,31.138153
2013-02-25,38.784023,96.98672,0.8564866,56,0,0,0,0,34.38099
2013-02-26,35.337578,96.25782,2.3496783,57,0,0,0,0,38.784023
2013-02-27,21.510466,96.90745,2.7964742,58,0,0,0,0,35.337578
2013-02-28,44.1967,95.69419,2.7376878,59,0,0,0,0,21.510466
2013-03-01,61.095352,88.26243,3.8482711,60,0,0,0,0,44.1967
2013-03-02,45.717945,89.92294,2.5564435,61,0,0,0,1,61.095352
2013-03-03,41.451435,74.17274,2.9398134,62,0,0,0,1,45.717945
2013-03-04,36.5135,69.37384,1.9216633,63,0,0,0,0,41.451435
2013-03-05,59.217804,73.84367,1.1591672,64,0,0,0,0,36.5135
2013-03-06,67.722176,72.43439,2.6513488,65,0,0,0,0,59.217804
2013-03-07,54.93907,70.74879,7.0897617,66,0,0,0,0,67.722176
2013-03-08,31.054941,76.49409,9.796327,67,0,0,0,0,54.93907
2013-03-09,34.205387,69.52606,10.596099,68,0,0,0,1,31.054941
2013-03-10,32.423847,81.49284,9.054784,69,0,0,0,1,34.205387
2013-03-11,17.718159,93.05706,7.4248233,70,0,0,0,0,32.423847
2013-03-12,32.482716,83.94474,7.267265,71,0,0,0,0,17.718159
2013-03-13,35.4698,83.21961,5.9358315,72,0,0,0,0,32.482716
2013-03-14,39.797493,92.1381,4.2991967,73,0,0,0,0,35.4698
2013-03-15,27.453794,59.854885,0.9657881,74,0,0,0,0,39.797493
2013-03-16,22.645395,33.787075,0.31800544,75,0,0,0,1,27.453794
2013-03-17,31.36508,46.171032,-0.12544829,76,0,0,0,1,22.645395
2013-03-18,30.364313,61.612946,0.8446886,77,0,0,0,0,31.36508
2013-03-19,30.21215,86.7458,1.4513497,78,0,0,0,0,30.364313
2013-03-20,32.62742,76.87408,4.316238,79,0,0,0,0,30.21215
2013-03-21,48.06226,67.60647,5.377314,80,0,0,0,0,32.62742
2013-03-22,22.85626,40.146748,8.101534,81,0,0,0,0,48.06226
2013-03-23,29.547455,53.610645,3.9283793,82,0,0,0,1,22.85626
2013-03-24,43.00908,65.75129,0.054306928,83,0,0,0,1,29.547455
2013-03-25,40.79393,82.60491,-1.8363366,84,0,0,0,0,43.00908
2013-03-26,24.642197,83.151184,-3.2338505,85,0,0,0,0,40.79393
2013-03-27,37.23675,90.70405,-1.9932861,86,0,0,0,0,24.642197
2013-03-28,34.036514,78.558945,-1.1679512,87,0,0,0,0,37.23675
2013-03-29,59.039795,75.33073,0.66703373,88,0,0,0,0,34.036514
2013-03-30,57.980274,90.739235,2.5116308,89,0,0,0,1,59.039795
2013-03-31,36.53005,93.43751,3.1165764,90,0,0,1,1,57.980274
2013-04-01,19.967232,80.26905,3.9366572,91,1,0,0,0,36.53005
2013-04-02,43.64702,85.12719,1.5162271,92,0,1,0,0,19.967232
2013-04-03,36.44962,90.67618,1.8129902,93,0,0,0,0,43.64702
2013-04-04,33.600964,78.9347,3.3229418,94,0,0,0,0,36.44962
2013-04-05,44.665775,78.39074,4.3833995,95,0,0,0,0,33.600964
2013-04-06,40.70371,85.5554,5.857725,96,0,0,0,1,44.665775
2013-04-07,30.082937,93.2842,5.174027,97,0,0,0,1,40.70371
2013-04-08,25.382631,71.13587,4.8641295,98,0,0,0,0,30.082937
2013-04-09,28.462997,59.626125,5.846462,99,0,0,0,0,25.382631
2013-04-10,34.691013,59.225567,8.712243,100,0,0,0,0,28.462997
2013-04-11,26.955206,61.650562,10.086488,101,0,0,0,0,34.691013
2013-04-12,32.566364,65.668564,10.308575,102,0,0,0,0,26.955206
2013-04-13,15.994732,69.374725,12.219132,103,0,0,0,1,32.566364
2013-04-14,15.958198,62.819256,11.501007,104,0,0,0,1,15.994732
2013-04-15,14.157205,54.51772,12.3419,105,0,0,0,0,15.958198
2013-04-16,32.91204,54.84538,13.249192,106,0,0,0,0,14.157205
2013-04-17,35.889256,50.715805,13.8805895,107,0,0,0,0,32.91204
2013-04-18,36.921505,63.291233,15.342921,108,0,0,0,0,35.889256
2013-04-19,44.70229,59.43965,17.655828,109,0,0,0,0,36.921505
2013-04-20,72.41505,79.647896,14.342274,110,0,0,0,1,44.70229
2013-04-21,27.628983,71.9055,14.19363,111,0,0,0,1,72.41505
2013-04-22,40.98148,67.93741,14.0951605,112,0,0,0,0,27.628983
2013-04-23,44.038227,77.36495,13.58707,113,0,0,0,0,40.98148
2013-04-24,31.465654,75.111534,13.7558565,114,0,0,0,0,44.038227
2013-04-25,28.115023,58.052517,15.59071,115,0,0,0,0,31.465654
2013-04-26,30.498655,54.043976,17.607779,116,0,0,0,0,28.115023
2013-04-27,36.937923,50.599075,19.237951,117,0,0,0,1,30.498655
2013-04-28,37.989765,53.73013,17.990038,118,0,0,0,1,36.937923
2013-04-29,16.719961,60.005283,18.10714,119,0,0,0,0,37.989765
2013-04-30,35.782627,61.78664,17.820131,120,0,0,1,0,16.719961
