,pm10,rh,temp,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2013-05-01,46.44322,55.586597,19.710089,121,1,0,0,0,35.782627
2013-05-02,54.29421,54.782734,20.933958,122,0,1,0,0,46.44322
2013-05-03,53.774933,83.257645,17.78305,123,0,0,0,0,54.29421
2013-05-04,26.717543,75.66094,18.449724,124,0,0,0,1,53.774933
2013-05-05,25.029669,79.23194,15.43854,125,0,0,0,1,26.717543
2013-05-06,12.492984,79.152145,14.65618,126,0,0,0,0,25.029669
2013-05-07,24.867493,94.55542,14.3634615,127,0,0,0,0,12.492984
2013-05-08,27.044767,92.37028,15.3534,128,0,0,1,0,24.867493
2013-05-09,26.20112,82.81797,16.54739,129,1,0,0,0,27.044767
2013-05-10,26.812843,71.29145,17.795074,130,0,1,0,0,26.20112
2013-05-11,30.76589,75.44407,16.590065,131,0,0,0,1,26.812843
2013-05-12,7.8498282,73.47512,13.306572,132,0,0,0,1,30.76589
2013-05-13,7.9996815,48.739197,14.787425,133,0,0,0,0,7.8498282
2013-05-14,13.259388,39.440643,13.821728,134,0,0,0,0,7.9996815
2013-05-15,17.085842,58.366604,15.283234,135,0,0,0,0,13.259388
2013-05-16,22.138504,56.845722,17.425272,136,0,0,0,0,17.085842
2013-05-17,23.858047,68.668396,15.588084,137,0,0,0,0,22.138504
2013-05-18,24.878954,85.191536,15.052939,138,0,0,0,1,23.858047
2013-05-19,9.898214,58.88451,16.800966,139,0,0,1,1,24.878954
2013-05-20,15.928361,57.85552,17.019323,140,1,0,0,0,9.898214
2013-05-21,11.628259,67.98338,14.185863,141,0,1,0,0,15.928361
2013-05-22,18.585224,58.00647,15.187748,142,0,0,0,0,11.628259
2013-05-23,17.967928,64.57278,14.269955,143,0,0,0,0,18.585224
2013-05-24,13.440114,53.39036,13.44317,144,0,0,0,0,17.967928
2013-05-25,18.872833,71.930565,10.227084,145,0,0,0,1,13.440114
2013-05-26,7.262093,79.24713,9.158025,146,0,0,0,1,18.872833
2013-05-27,9.55034,61.367508,12.094086,147,0,0,0,0,7.262093
2013-05-28,16.4259,71.43399,12.813342,148,0,0,0,0,9.55034
2013-05-29,16.902445,69.12611,15.291263,149,0,0,1,0,16.4259
2013-05-30,15.6208,63.756287,15.923268,150,1,0,0,0,16.902445
2013-05-31,7.521165,82.27097,10.83746,151,0,1,0,0,15.6208
2013-06-01,7.269402,91.07083,9.539247,152,0,0,0,1,7.521165
2013-06-02,8.511931,70.58918,13.144497,153,0,0,0,1,7.269402
2013-06-03,5.486121,66.42923,13.761097,154,0,0,0,0,8.511931
2013-06-04,9.7023325,49.130066,14.913568,155,0,0,0,0,5.486121
2013-06-05,12.179171,62.63638,14.019642,156,0,0,0,0,9.7023325
2013-06-06,15.464214,73.0281,16.24803,157,0,0,0,0,12.179171
2013-06-07,21.592978,82.04529,16.173721,158,0,0,0,0,15.464214
2013-06-08,18.815836,73.96401,18.280403,159,0,0,0,1,21.592978
2013-06-09,17.376879,69.19437,19.699102,160,0,0,0,1,18.815836
2013-06-10,15.595554,60.465015,21.276342,161,0,0,0,0,17.376879
2013-06-11,11.94725,60.90491,18.865517,162,0,0,0,0,15.595554
2013-06-12,14.315949,71.46497,16.311605,163,0,0,0,0,11.94725
2013-06-13,18.493294,49.536865,18.755392,164,0,0,0,0,14.315949
2013-06-14,20.414625,50.10487,20.42213,165,0,0,0,0,18.493294
2013-06-15,20.75025,58.870556,21.522234,166,0,0,0,1,20.414625
2013-06-16,17.803774,66.99356,21.721,167,0,0,0,1,20.75025
2013-06-17,18.802399,71.443306,23.216413,168,0,0,0,0,17.803774
2013-06-18,28.740965,63.385395,26.022627,169,0,0,0,0,18.802399
2013-06-19,33.27656,60.960754,27.12694,170,0,0,0,0,28.740965
2013-06-20,40.80409,60.00522,27.883394,171,0,0,0,0,33.27656
2013-06-21,34.32418,56.854996,27.804817,172,0,0,0,0,40.80409
2013-06-22,29.376297,44.50693,27.192,173,0,0,0,1,34.32418
2013-06-23,30.721214,63.598114,24.120214,174,0,0,0,1,29.376297
2013-06-24,12.292656,66.00352,21.919245,175,0,0,0,0,30.721214
2013-06-25,8.804593,77.034294,14.178426,176,0,0,0,0,12.292656
2013-06-26,17.68056,59.40272,16.388254,177,0,0,0,0,8.804593
2013-06-27,11.458909,48.344227,16.055555,178,0,0,0,0,17.68056
2013-06-28,15.686038,53.52327,14.6246605,179,0,0,0,0,11.458909
2013-06-29,19.970741,52.266354,15.652584,180,0,0,0,1,15.686038
2013-06-30,12.959282,48.332684,17.89766,181,0,0,0,1,19.970741
2013-07-01,10.078958,50.723415,18.742002,182,0,0,0,0,12.959282
2013-07-02,16.186052,54.892452,18.490616,183,0,0,0,0,10.078958
2013-07-03,21.137037,59.080887,20.672441,184,0,0,0,0,16.186052
2013-07-04,21.540361,69.28367,20.551985,185,0,0,0,0,21.137037
2013-07-05,22.23735,67.80175,21.205423,186,0,0,0,0,21.540361
2013-07-06,16.397972,62.500553,22.279192,187,0,0,0,1,22.23735
2013-07-07,18.329185,60.24304,22.574972,188,0,0,0,1,16.397972
2013-07-08,21.459381,67.19518,22.112036,189,0,0,0,0,18.329185
2013-07-09,25.624619,61.43669,22.523315,190,0,0,0,0,21.459381
2013-07-10,27.882317,56.867382,23.000458,191,0,0,0,0,25.624619
2013-07-11,32.15848,60.137127,23.275583,192,0,0,0,0,27.882317
2013-07-12,25.077774,78.05659,18.971731,193,0,0,0,0,32.15848
2013-07-13,19.597223,66.546715,18.86487,194,0,0,0,1,25.077774
2013-07-14,16.554377,59.77827,20.505213,195,0,0,0,1,19.597223
2013-07-15,18.67303,55.503754,21.112913,196,0,0,0,0,16.554377
2013-07-16,26.104965,56.174534,21.330793,197,0,0,0,0,18.67303
2013-07-17,19.60833,55.3672,20.59218,198,0,0,0,0,26.104965
2013-07-18,19.550106,53.19869,21.911873,199,0,0,0,0,19.60833
2013-07-19,24.974663,52.579212,22.860456,200,0,0,0,0,19.550106
2013-07-20,24.844406,49.43274,24.051514,201,0,0,0,1,24.974663
2013-07-21,25.027624,54.530727,23.932524,202,0,0,0,1,24.844406
2013-07-22,16.817648,47.714207,23.580933,203,0,0,0,0,25.027624
2013-07-23,20.217325,48.252365,23.18521,204,0,0,0,0,16.817648
2013-07-24,23.747427,45.217896,25.278353,205,0,0,0,0,20.217325
2013-07-25,25.505854,51.884243,24.697798,206,0,0,0,0,23.747427
2013-07-26,,54.623272,25.25501,207,0,0,0,0,25.505854
2013-07-27,24.04901,52.435307,26.77962,208,0,0,0,1,
2013-07-28,24.335806,49.831486,28.586313,209,0,0,0,1,24.04901
2013-07-29,25.224098,53.00478,29.326324,210,0,0,0,0,24.335806
2013-07-30,37.963028,44.727535,28.824976,211,0,0,0,0,25.224098
2013-07-31,12.406933,46.29697,23.12111,212,0,0,0,0,37.963028
2013-08-01,16.128345,48.94078,22.999273,213,0,0,0,0,12.406933
2013-08-02,16.930779,53.45949,24.008705,214,0,0,0,0,16.128345
2013-08-03,21.50957,49.92636,26.846518,215,0,0,0,1,16.930779
2013-08-04,22.329817,49.28401,28.624243,216,0,0,0,1,21.50957
2013-08-05,24.319643,51.979214,27.663881,217,0,0,0,0,22.329817
2013-08-06,21.939917,64.148094,24.980637,218,0,0,0,0,24.319643
2013-08-07,34.828598,54.077496,28.108986,219,0,0,0,0,21.939917
2013-08-08,36.487644,50.336956,28.09429,220,0,0,0,0,34.828598
2013-08-09,45.933613,44.949326,29.475939,221,0,0,0,0,36.487644
2013-08-10,36.424244,54.838802,25.213783,222,0,0,0,1,45.933613
2013-08-11,9.460501,45.89708,21.99498,223,0,0,0,1,36.424244
2013-08-12,14.181796,50.364822,22.028631,224,0,0,0,0,9.460501
2013-08-13,17.862743,49.172886,24.027567,225,0,0,0,0,14.181796
2013-08-14,17.12065,72.32,20.207518,226,0,0,1,0,17.862743
2013-08-15,16.054548,83.6164,16.849089,227,1,0,0,0,17.12065
2013-08-16,14.161897,60.75011,18.437151,228,0,1,0,0,16.054548
2013-08-17,17.842054,53.2625,19.379822,229,0,0,0,1,14.161897
2013-08-18,19.562439,55.223663,21.480562,230,0,0,0,1,17.842054
2013-08-19,24.165909,52.385563,23.941381,231,0,0,0,0,19.562439
2013-08-20,32.298183,51.19559,24.278542,232,0,0,0,0,24.165909
2013-08-21,12.79115,47.155323,19.499323,233,0,0,0,0,32.298183
2013-08-22,16.038748,46.71338,20.45444,234,0,0,0,0,12.79115
2013-08-23,22.749617,56.689327,19.565536,235,0,0,0,0,16.038748
2013-08-24,29.57347,60.291164,20.241108,236,0,0,0,1,22.749617
2013-08-25,18.315954,85.38793,17.14131,237,0,0,0,1,29.57347
2013-08-26,20.560993,91.30054,15.726197,238,0,0,0,0,18.315954
2013-08-27,24.356644,83.0917,16.963076,239,0,0,0,0,20.560993
2013-08-28,16.484453,85.529945,17.309662,240,0,0,0,0,24.356644
2013-08-29,14.029938,92.31252,16.016375,241,0,0,0,0,16.484453
2013-08-30,23.42781,70.373535,17.097685,242,0,0,0,0,14.029938
2013-08-31,24.338747,64.74734,17.294434,243,0,0,0,1,23.42781
2013-09-01,23.482882,61.268906,18.691313,244,0,0,0,1,24.338747
2013-09-02,16.904491,75.499504,17.675528,245,0,0,0,0,23.482882
2013-09-03,16.329473,58.709717,17.483995,246,0,0,0,0,16.904491
2013-09-04,19.409637,54.710617,20.059633,247,0,0,0,0,16.329473
2013-09-05,21.84059,65.66521,20.273397,248,0,0,0,0,19.409637
2013-09-06,22.285408,71.35128,20.540524,249,0,0,0,0,21.84059
2013-09-07,23.75247,66.58805,20.563627,250,0,0,0,1,22.285408
2013-09-08,25.920519,72.24263,19.141146,251,0,0,0,1,23.75247
2013-09-09,27.352379,67.22567,19.477957,252,0,0,0,0,25.920519
2013-09-10,19.71566,87.27758,16.406498,253,0,0,0,0,27.352379
2013-09-11,20.308104,84.3597,16.138166,254,0,0,0,0,19.71566
2013-09-12,20.03343,81.98022,12.528523,255,0,0,0,0,20.308104
2013-09-13,15.660389,79.966385,12.882253,256,0,0,0,0,20.03343
2013-09-14,16.916634,69.12408,12.99397,257,0,0,0,1,15.660389
2013-09-15,14.268723,61.592037,16.19713,258,0,0,0,1,16.916634
2013-09-16,15.604447,74.96913,15.925336,259,0,0,0,0,14.268723
2013-09-17,23.699415,80.65223,16.74362,260,0,0,0,0,15.604447
2013-09-18,15.788181,81.19069,11.210208,261,0,0,0,0,23.699415
2013-09-19,23.022844,78.34404,11.591905,262,0,0,0,0,15.788181
2013-09-20,15.131187,62.835148,14.043304,263,0,0,0,0,23.022844
2013-09-21,22.644892,72.14592,13.551837,264,0,0,0,1,15.131187
2013-09-22,15.8870535,63.152554,15.051922,265,0,0,0,1,22.644892
2013-09-23,16.510464,68.784706,14.386167,266,0,0,0,0,15.8870535
2013-09-24,30.780489,69.3651,15.411662,267,0,0,0,0,16.510464
2013-09-25,29.974104,72.41256,15.243585,268,0,0,0,0,30.780489
2013-09-26,35.968,79.54845,14.641435,269,0,0,0,0,29.974104
2013-09-27,38.633686,77.89626,16.055502,270,0,0,0,0,35.968
2013-09-28,19.427092,88.23019,11.434757,271,0,0,0,1,38.633686
2013-09-29,30.904554,85.31248,11.163429,272,0,0,0,1,19.427092
2013-09-30,25.476164,89.387054,9.743287,273,0,0,0,0,30.904554
2013-10-01,13.944158,95.20233,8.3593855,274,0,0,0,0,25.476164
2013-10-02,,79.633385,11.1866045,275,0,0,0,0,13.944158
2013-10-03,31.532759,72.428154,9.507186,276,0,0,0,0,
2013-10-04,46.386368,62.2618,6.9809165,277,0,0,0,0,31.532759
2013-10-05,30.066954,65.29226,7.508404,278,0,0,0,1,46.386368
2013-10-06,38.91737,78.779854,6.655201,279,0,0,0,1,30.066954
2013-10-07,57.71818,89.65737,10.453237,280,0,0,0,0,38.91737
2013-10-08,50.048004,91.24581,11.191436,281,0,0,0,0,57.71818
2013-10-09,48.375256,74.9037,13.148965,282,0,0,0,0,50.048004
2013-10-10,61.4267,80.350586,13.137962,283,0,0,0,0,48.375256
2013-10-11,64.790436,90.62423,12.704884,284,0,0,0,0,61.4267
2013-10-12,22.43659,91.65066,12.233535,285,0,0,0,1,64.790436
2013-10-13,20.925486,93.94634,9.916398,286,0,0,0,1,22.43659
2013-10-14,19.762981,83.43155,10.976006,287,0,0,0,0,20.925486
2013-10-15,36.477848,85.08518,10.569522,288,0,0,0,0,19.762981
2013-10-16,35.250977,84.396454,10.410766,289,0,0,0,0,36.477848
2013-10-17,16.35586,67.04899,10.84101,290,0,0,0,0,35.250977
2013-10-18,33.913143,69.0311,9.364095,291,0,0,0,0,16.35586
2013-10-19,41.61057,75.464935,9.379312,292,0,0,0,1,33.913143
2013-10-20,32.84009,78.36251,9.981776,293,0,0,0,1,41.61057
2013-10-21,28.7697,77.891594,11.675152,294,0,0,0,0,32.84009
2013-10-22,38.277554,77.30822,14.718448,295,0,0,0,0,28.7697
2013-10-23,38.811684,82.32524,13.510489,296,0,0,0,0,38.277554
2013-10-24,33.456615,75.57295,15.749888,297,0,0,0,0,38.811684
2013-10-25,37.04076,84.39939,15.433305,298,0,0,1,0,33.456615
2013-10-26,33.487904,89.26831,12.949157,299,1,0,0,1,37.04076
2013-10-27,26.19692,82.36085,13.21625,300,0,1,0,1,33.487904
2013-10-28,22.453543,83.65667,12.980376,301,0,0,0,0,26.19692
2013-10-29,33.931103,79.94434,15.395951,302,0,0,0,0,22.453543
2013-10-30,25.110128,85.06935,12.740875,303,0,0,0,0,33.931103
2013-10-31,24.241034,85.51776,10.703182,304,0,0,1,0,25.110128
2013-11-01,31.961973,79.96453,10.524047,305,1,0,0,0,24.241034
2013-11-02,29.705194,80.422165,9.735111,306,0,1,0,1,31.961973
2013-11-03,36.258785,89.54697,8.45134,307,0,0,0,1,29.705194
2013-11-04,19.322496,89.954,8.822493,308,0,0,0,0,36.258785
2013-11-05,,90.89858,8.037696,309,0,0,0,0,19.322496
2013-11-06,,91.34667,8.026641,310,0,0,0,0,
2013-11-07,35.555416,90.47736,5.5863967,311,0,0,0,0,
2013-11-08,58.97643,88.323814,7.915523,312,0,0,0,0,35.555416
2013-11-09,58.26146,88.68799,8.409177,313,0,0,0,1,58.97643
2013-11-10,14.477001,91.292114,8.082525,314,0,0,0,1,58.26146
2013-11-11,12.205682,86.933044,6.655624,315,0,0,0,0,14.477001
2013-11-12,12.313171,50.255466,8.201929,316,0,0,0,0,12.205682
2013-11-13,29.563232,69.16292,7.6205087,317,0,0,0,0,12.313171
2013-11-14,37.102905,85.24707,7.5808907,318,0,0,0,0,29.563232
2013-11-15,31.328402,83.82508,5.850696,319,0,0,0,0,37.102905
2013-11-16,18.5756,94.895386,5.2926307,320,0,0,0,1,31.328402
2013-11-17,36.735725,88.23954,6.5827293,321,0,0,0,1,18.5756
2013-11-18,35.07647,88.01578,4.1973853,322,0,0,0,0,36.735725
2013-11-19,53.334198,90.99185,5.5788817,323,0,0,0,0,35.07647
2013-11-20,42.67867,95.41555,5.6639485,324,0,0,0,0,53.334198
2013-11-21,28.796587,95.72123,6.527319,325,0,0,0,0,42.67867
2013-11-22,22.218246,95.66305,6.3155856,326,0,0,0,0,28.796587
2013-11-23,26.691109,94.78614,5.0465117,327,0,0,0,1,22.218246
2013-11-24,10.919129,88.717384,7.8224406,328,0,0,0,1,26.691109
2013-11-25,8.553998,89.785484,5.529963,329,0,0,0,0,10.919129
2013-11-26,8.579148,47.12438,2.4198666,330,0,0,0,0,8.553998
2013-11-27,10.113578,46.64247,1.3270134,331,0,0,0,0,8.579148
2013-11-28,36.86277,47.12393,1.0669869,332,0,0,0,0,10.113578
2013-11-29,42.633606,67.60946,-1.6285595,333,0,0,0,0,36.86277
2013-11-30,55.18799,71.088425,0.3264707,334,0,0,0,1,42.633606
2013-12-01,46.26297,83.68471,1.8406664,335,0,0,0,1,55.18799
2013-12-02,30.998726,79.37971,-0.042291295,336,0,0,0,0,46.26297
2013-12-03,54.558456,80.52698,-0.54286766,337,0,0,0,0,30.998726
2013-12-04,54.56476,84.33175,-1.7227645,338,0,0,0,0,54.558456
2013-12-05,71.25567,84.33831,-1.8977684,339,0,0,0,0,54.56476
2013-12-06,67.90411,85.0545,-1.1869575,340,0,0,0,0,71.25567
2013-12-07,26.16595,63.92966,2.067162,341,0,0,1,1,67.90411
2013-12-08,18.657488,50.006855,2.9457207,342,1,0,0,1,26.16595
2013-12-09,43.607147,79.02585,0.37541488,343,0,1,0,0,18.657488
2013-12-10,61.991074,82.040695,0.1780795,344,0,0,0,0,43.607147
2013-12-11,48.368496,77.073265,4.8022065,345,0,0,0,0,61.991074
2013-12-12,42.947803,87.493965,3.9155073,346,0,0,0,0,48.368496
2013-12-13,41.34155,87.780556,2.9551418,347,0,0,0,0,42.947803
2013-12-14,29.315142,96.13211,0.60874045,348,0,0,0,1,41.34155
2013-12-15,27.249443,96.150154,-0.14050232,349,0,0,0,1,29.315142
2013-12-16,32.72212,97.76144,-1.4478284,350,0,0,0,0,27.249443
2013-12-17,56.628284,92.407585,-1.1469498,351,0,0,0,0,32.72212
2013-12-18,39.26796,96.93934,-3.0544593,352,0,0,0,0,56.628284
2013-12-19,43.910793,95.47454,-3.6846116,353,0,0,0,0,39.26796
2013-12-20,53.673977,91.582306,-3.2593699,354,0,0,0,0,43.910793
2013-12-21,67.134964,91.582954,-1.4365177,355,0,0,0,1,53.673977
2013-12-22,50.628586,97.24288,-0.13968264,356,0,0,0,1,67.134964
2013-12-23,48.604935,97.17841,-0.53221434,357,0,0,0,0,50.628586
2013-12-24,60.440746,94.232056,0.3520793,358,0,0,1,0,48.604935
2013-12-25,31.38337,87.22422,3.0850346,359,1,0,1,0,60.440746
2013-12-26,8.899934,71.2009,9.516629,360,1,1,0,0,31.38337
2013-12-27,17.274624,84.06921,8.315718,361,0,1,0,0,8.899934
2013-12-28,18.189205,91.30001,6.292279,362,0,0,0,1,17.274624
2013-12-29,23.806274,96.88421,2.791933,363,0,0,0,1,18.189205
2013-12-30,19.847124,91.788475,4.2663426,364,0,0,0,0,23.806274
2013-12-31,27.275442,93.20673,4.2178054,365,0,0,1,0,19.847124
