,temp,pm10,pressure,windDirDeg,windPeak,windsp,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2010-03-31,11.457249,25.745985,961.99384,200.36269,3.9651377,1.1041802,68.29042,90,0,0,0,0,21.267014
2010-04-01,8.172479,11.321999,962.21045,239.54547,3.1048336,0.88288254,79.06312,91,0,0,0,0,25.745985
2010-04-02,8.458251,11.278998,969.0312,198.75865,4.8904085,1.4676126,66.64187,92,0,0,0,0,11.321999
2010-04-03,5.8965206,8.950004,974.5769,216.99013,2.4893837,0.67898154,67.38416,93,0,0,0,1,11.278998
2010-04-04,8.569564,19.817003,974.22925,212.58746,4.0495005,1.1688687,61.644165,94,0,0,1,1,8.950004
2010-04-05,9.715833,27.18799,972.1313,182.82104,3.2402334,0.9037592,64.57835,95,1,0,0,0,19.817003
2010-04-06,9.672271,5.6190014,975.7022,274.095,6.5406704,1.517396,57.681244,96,0,1,0,0,27.18799
2010-04-07,8.8689375,14.568993,981.1209,241.65547,4.694637,1.3049152,53.365017,97,0,0,0,0,5.6190014
2010-04-08,8.21221,22.283005,979.929,139.94894,3.1435328,0.97317296,60.194164,98,0,0,0,0,14.568993
2010-04-09,10.079644,24.452013,980.0354,98.380775,3.2189581,1.0574313,61.33835,99,0,0,0,0,22.283005
2010-04-10,13.022313,28.715002,981.37695,162.07681,3.3713043,1.0029119,59.447292,100,0,0,0,1,24.452013
2010-04-11,9.606271,22.033007,979.1043,213.66144,2.8181894,0.66687584,65.72146,101,0,0,0,1,28.715002
2010-04-12,5.716,12.028996,974.1917,159.62383,3.3071997,1.0111998,71.28979,102,0,0,0,0,22.033007
2010-04-13,5.294292,14.5669985,971.36865,181.26776,1.7042356,0.44980195,84.48688,103,0,0,0,0,12.028996
2010-04-14,7.678917,18.32099,969.85626,189.8091,1.4589001,0.33190832,83.66772,104,0,0,0,0,14.5669985
2010-04-15,8.020062,15.070006,967.0168,213.80287,1.9467121,0.59586245,85.38375,105,0,0,0,0,18.32099
2010-04-16,9.812001,17.698,969.26465,197.8299,3.1504915,0.9108253,61.412075,106,0,0,0,0,15.070006
2010-04-17,11.4816885,22.151993,972.74384,193.6026,2.6187358,0.7349591,59.065838,107,0,0,0,1,17.698
2010-04-18,9.985688,24.770998,976.80414,151.90549,2.5457559,0.7012667,66.94542,108,0,0,0,1,22.151993
2010-04-19,6.696854,30.808992,974.9165,136.96881,2.5482626,0.9461541,78.37252,109,0,0,0,0,24.770998
2010-04-20,12.439853,26.68701,969.32935,183.23955,4.4074597,1.2640585,56.524384,110,0,0,0,0,30.808992
2010-04-21,13.784627,38.12,970.6606,217.64192,3.870292,1.0632418,55.50937,111,0,0,0,0,26.68701
2010-04-22,13.064999,20.507998,970.05005,145.3474,2.915304,0.74906677,61.581455,112,0,0,0,0,38.12
2010-04-23,7.91177,29.337004,973.9375,178.65187,2.634896,0.6797376,73.06062,113,0,0,0,0,20.507998
2010-04-24,9.23573,46.17001,973.0628,118.82108,1.5969228,0.3634473,75.445015,114,0,0,0,1,29.337004
2010-04-25,13.742604,37.469982,976.19775,150.67491,2.5369604,0.6382814,67.9425,115,0,0,0,1,46.17001
2010-04-26,15.155707,35.550014,980.7249,111.63049,3.0754793,0.9213624,66.648964,116,0,0,0,0,37.469982
2010-04-27,14.855895,30.509,980.0415,153.99692,4.3966255,1.4123875,71.47479,117,0,0,0,0,35.550014
2010-04-28,14.189792,16.343002,981.69385,263.65808,3.8903668,1.3133105,69.287285,118,0,0,0,0,30.509
2010-04-29,13.731709,21.207016,982.42505,105.102,3.1187937,0.87213755,65.27812,119,0,0,0,0,16.343002
2010-04-30,14.786209,23.896986,977.3958,101.74302,2.9954174,0.9573521,62.845417,120,0,0,1,0,21.207016
2010-05-01,19.314793,31.302988,969.4812,153.04938,3.2554667,0.97850627,59.018967,121,1,0,0,1,23.896986
2010-05-02,17.794168,26.31001,967.6167,129.09673,2.9795628,0.8214875,66.552925,122,0,1,0,1,31.302988
2010-05-03,16.295,21.450994,967.07086,157.46648,2.739054,0.67273134,69.95729,123,0,0,0,0,26.31001
2010-05-04,14.112292,19.942003,966.6023,186.10457,1.7764273,0.4540875,82.44749,124,0,0,0,0,21.450994
2010-05-05,13.9035425,16.127995,969.8105,149.57602,1.5301691,0.34470233,83.520836,125,0,0,0,0,19.942003
2010-05-06,13.475417,16.12901,967.1311,118.862755,2.0719712,0.44253752,89.63375,126,0,0,0,0,16.127995
2010-05-07,13.983521,14.617999,959.4792,169.355,3.8231277,0.94581795,71.46062,127,0,0,0,0,16.12901
2010-05-08,13.021232,13.116004,963.12085,125.03176,3.2115538,0.88584995,63.91959,128,0,0,0,1,14.617999
2010-05-09,12.12698,12.639001,966.23334,157.9303,3.4259996,1.0827605,70.8852,129,0,0,0,1,13.116004
2010-05-10,14.496251,9.901,966.56244,228.36513,3.2492292,0.95766234,67.94582,130,0,0,0,0,12.639001
2010-05-11,15.166001,16.073994,963.8853,123.54077,2.7705767,0.77953124,72.002495,131,0,0,0,0,9.901
2010-05-12,15.905833,17.184006,965.0896,151.11533,3.0862005,0.7796604,69.4248,132,0,0,1,0,16.073994
2010-05-13,14.381304,11.259,964.58264,167.03265,2.1494868,0.63255864,78.84347,133,1,0,0,0,17.184006
2010-05-14,13.33646,9.205996,963.71875,207.76299,1.4119691,0.42732707,85.554146,134,0,1,0,0,11.259
2010-05-15,13.304376,7.7760005,963.51447,173.35344,2.349817,0.6156896,79.132515,135,0,0,0,1,9.205996
2010-05-16,11.055291,8.144999,960.17285,220.22871,5.2539916,1.3840958,73.729385,136,0,0,0,1,7.7760005
2010-05-17,11.49396,9.415002,962.4937,287.09592,10.478584,3.2001607,48.702915,137,0,0,0,0,8.144999
2010-05-18,14.639793,16.145004,969.64996,304.425,9.555521,2.5373082,41.8425,138,0,0,0,0,9.415002
2010-05-19,13.933292,9.774996,974.0376,265.811,6.6716027,1.725954,46.29375,139,0,0,0,0,16.145004
2010-05-20,11.71177,16.034992,976.2646,284.45593,4.8107123,1.1924378,53.70312,140,0,0,0,0,9.774996
2010-05-21,13.483687,6.997,978.44775,260.20822,3.9093287,0.9718352,56.848755,141,0,0,0,0,16.034992
2010-05-22,15.262502,6.2769985,978.02716,232.428,4.1139293,0.93484694,60.047085,142,0,0,0,1,6.997
2010-05-23,17.765,11.165001,976.7564,290.89313,5.79777,1.8034749,57.978947,143,0,0,1,1,6.2769985
2010-05-24,17.59521,14.203999,975.28143,263.25552,4.429525,1.1980981,58.385006,144,1,0,0,0,11.165001
2010-05-25,19.109583,16.312006,971.33545,125.4544,3.3267715,0.97111034,58.937714,145,0,1,0,0,14.203999
2010-05-26,19.964167,21.057005,968.5417,118.18808,3.0429833,0.7070501,64.9298,146,0,0,0,0,16.312006
2010-05-27,18.37292,17.469988,967.04596,202.71637,3.2433126,0.88920623,74.541664,147,0,0,0,0,21.057005
2010-05-28,18.63312,12.749,966.43335,154.7079,3.6739912,0.9116333,67.145836,148,0,0,0,0,17.469988
2010-05-29,18.095419,13.421001,971.1687,203.96599,3.1240208,0.92957276,65.64145,149,0,0,0,1,12.749
2010-05-30,16.50146,7.630003,974.9084,199.39369,2.676223,0.6782584,76.19459,150,0,0,0,1,13.421001
2010-05-31,15.2750025,10.3670025,968.74176,186.60811,2.2570758,0.5525448,82.17584,151,0,0,0,0,7.630003
2010-06-01,12.611458,7.0490003,964.56476,231.94939,5.4476457,1.432706,63.050205,152,0,0,0,0,10.3670025
2010-06-02,15.166874,3.8930013,964.38965,287.6642,5.832855,1.4908873,49.350002,153,0,0,1,0,7.0490003
2010-06-03,11.704167,8.9140005,964.3896,163.66154,1.5857253,0.44741878,83.39292,154,1,0,0,0,3.8930013
2010-06-04,13.894832,9.928993,968.94165,189.66058,1.7149876,0.49813125,79.42251,155,0,1,0,0,8.9140005
2010-06-05,16.706041,11.368004,972.7209,259.94653,3.5331564,0.91221434,64.2798,156,0,0,0,1,9.928993
2010-06-06,17.907103,16.133991,978.2063,90.068214,2.835087,0.8727792,62.56416,157,0,0,0,1,11.368004
2010-06-07,19.690834,17.49101,974.21063,125.01626,3.0156624,0.92395014,65.45272,158,0,0,0,0,16.133991
2010-06-08,19.603125,18.97499,970.42914,157.29173,3.3004167,0.91176456,76.29978,159,0,0,0,0,17.49101
2010-06-09,21.9,19.231997,968.69586,85.74146,2.5140998,0.73888135,69.47625,160,0,0,0,0,18.97499
2010-06-10,23.30896,20.465012,967.88983,125.63791,3.826875,1.1808208,60.204163,161,0,0,0,0,19.231997
2010-06-11,23.772293,22.807005,968.7812,177.62653,3.0608332,0.84313756,57.68291,162,0,0,0,0,20.465012
2010-06-12,25.218748,31.41398,967.66675,138.27522,3.98575,1.2881395,55.307285,163,0,0,0,1,22.807005
2010-06-13,25.805208,40.709988,966.15204,95.79917,3.8311672,1.1796188,54.790833,164,0,0,0,1,31.41398
2010-06-14,22.640625,21.895006,969.1374,140.21068,3.1607378,0.82318753,68.71563,165,0,0,0,0,40.709988
2010-06-15,19.903751,13.728004,969.66034,120.80566,3.2501256,0.9341063,77.55146,166,0,0,0,0,21.895006
2010-06-16,18.873957,15.526997,974.88336,159.17543,2.1425292,0.57874143,76.559784,167,0,0,0,0,13.728004
2010-06-17,17.088541,7.608001,972.59796,124.671486,2.1535833,0.57370406,83.59916,168,0,0,0,0,15.526997
2010-06-18,16.491253,8.890998,973.4563,108.970215,1.7396835,0.48260626,86.52,169,0,0,0,0,7.608001
2010-06-19,19.160416,12.738,965.64594,215.05133,3.374013,0.86612916,70.57748,170,0,0,0,1,8.890998
2010-06-20,15.754166,10.546998,962.5644,217.97713,2.4867625,0.75732905,77.178955,171,0,0,0,1,12.738
2010-06-21,13.508957,4.3070025,963.55005,305.96664,5.9227295,1.8113755,71.94355,172,0,0,0,0,10.546998
2010-06-22,14.73875,3.727998,968.30853,306.78122,6.5221252,1.843167,57.88959,173,0,0,0,0,4.3070025
2010-06-23,17.226875,10.776,973.196,300.41394,6.0921865,1.5954208,49.564377,174,0,0,0,0,3.727998
2010-06-24,18.051458,11.523994,974.9915,249.964,4.313171,1.2175997,54.846462,175,0,0,0,0,10.776
2010-06-25,17.104582,17.42299,974.20636,206.82497,3.440911,0.99618965,57.345413,176,0,0,0,0,11.523994
2010-06-26,18.602083,17.351994,971.42065,140.18776,3.7497923,1.1889771,62.972713,177,0,0,0,1,17.42299
2010-06-27,19.82,17.494997,972.127,254.64464,4.329396,1.345627,61.001453,178,0,0,0,1,17.351994
2010-06-28,21.483126,18.890995,974.8084,156.77132,3.9732711,1.3301398,55.364788,179,0,0,0,0,17.494997
2010-06-29,20.968958,18.359991,975.78326,78.21386,3.138584,0.977648,61.293743,180,0,0,0,0,18.890995
2010-06-30,22.88104,18.101007,975.10205,197.79657,3.861396,1.2557145,56.363537,181,0,0,0,0,18.359991
2010-07-01,22.129377,29.94499,974.95215,121.70846,3.5610209,1.1179103,64.65083,182,0,0,0,0,18.101007
2010-07-02,23.628752,28.550005,974.93353,100.466286,3.3325212,1.106181,58.800213,183,0,0,0,0,29.94499
2010-07-03,23.151453,33.22999,975.52075,64.279686,2.9573755,1.0190334,66.96209,184,0,0,0,1,28.550005
2010-07-04,23.10021,28.560015,974.623,152.85777,3.4064379,0.9924063,73.686455,185,0,0,0,1,33.22999
2010-07-05,21.337502,25.77001,974.80206,106.73758,2.9645414,0.9429431,76.79541,186,0,0,0,0,28.560015
2010-07-06,21.247707,12.590001,974.2065,264.2471,4.7054377,1.3882126,69.5729,187,0,0,0,0,25.77001
2010-07-07,21.38542,16.049994,974.89594,244.2719,3.168211,0.86287075,61.185623,188,0,0,0,0,12.590001
2010-07-08,19.131042,12.530004,979.002,165.02524,3.924846,1.1020793,55.524586,189,0,0,0,0,16.049994
2010-07-09,19.730001,21.469986,979.8855,129.24739,3.0037918,0.9118939,58.01292,190,0,0,0,0,12.530004
2010-07-10,22.019583,23.52001,979.6812,119.44556,3.1829376,1.0164479,59.64417,191,0,0,0,1,21.469986
2010-07-11,23.717293,21.950006,978.6978,88.647514,3.2404997,0.97693807,57.868755,192,0,0,0,1,23.52001
2010-07-12,24.749582,21.789993,976.3647,107.52102,3.451646,1.099552,58.46751,193,0,0,0,0,21.950006
2010-07-13,25.796038,29.420008,973.002,102.68646,3.1120126,0.95797306,61.90125,194,0,0,0,0,21.789993
2010-07-14,25.024569,22.969986,970.39124,136.9977,3.4642391,0.9602479,66.98826,195,0,0,0,0,29.420008
2010-07-15,26.611038,24.949999,970.1499,106.97895,2.6078436,0.67234164,63.336456,196,0,0,0,0,22.969986
2010-07-16,26.553122,27.840002,970.7708,166.63945,4.7383127,1.374077,67.188965,197,0,0,0,0,24.949999
2010-07-17,26.060417,24.880003,975.248,164.94955,3.2349377,0.93068117,67.805,198,0,0,0,1,27.840002
2010-07-18,26.818954,31.859987,973.31683,103.247284,3.6235209,1.1236001,66.8846,199,0,0,0,1,24.880003
2010-07-19,22.194372,24.939993,977.89594,307.11667,8.079978,2.2953188,56.34396,200,0,0,0,0,31.859987
2010-07-20,21.183332,13.27,978.7354,108.81243,3.075833,0.8155064,63.00562,201,0,0,0,0,24.939993
2010-07-21,21.800417,18.34001,974.78326,152.42754,2.3869793,0.61734164,69.473335,202,0,0,0,0,13.27
2010-07-22,24.46979,26.52001,970.65424,101.18095,3.0061042,0.8442009,66.67812,203,0,0,0,0,18.34001
2010-07-23,26.815828,28.219984,970.19366,108.211296,2.9385626,0.87408465,62.42563,204,0,0,0,0,26.52001
2010-07-24,24.203127,22.439997,969.57086,140.30994,3.9190004,1.1306002,72.10125,205,0,0,0,1,28.219984
2010-07-25,19.011251,6.6489987,969.18353,262.61563,5.569311,1.5801936,64.927086,206,0,0,0,1,22.439997
2010-07-26,18.842081,14.020001,969.40216,274.38052,5.978292,1.4943175,52.786663,207,0,0,0,0,6.6489987
2010-07-27,18.454891,11.459999,969.98315,234.56851,3.6216333,0.9219765,53.705105,208,0,0,0,0,14.020001
2010-07-28,18.757502,15.169999,971.6355,206.87016,3.218667,0.8329895,62.859585,209,0,0,0,0,11.459999
2010-07-29,21.563334,9.856997,972.17706,250.57112,4.190105,1.1448467,54.602924,210,0,0,0,0,15.169999
2010-07-30,18.335417,11.0,968.89575,141.01656,3.2957394,0.8134926,73.98417,211,0,0,0,0,9.856997
2010-07-31,15.806664,6.467999,971.31036,249.61646,2.3796666,0.71084785,76.161255,212,0,0,0,1,11.0
2010-08-01,19.025625,9.526,974.78754,195.46611,3.214812,0.9802792,63.052723,213,0,0,0,1,6.467999
2010-08-02,21.339373,12.149999,975.18134,168.49371,3.1939795,0.85679597,63.136883,214,0,0,0,0,9.526
2010-08-03,23.142914,18.0,972.4646,84.44059,2.9723337,0.9389937,65.20063,215,0,0,0,0,12.149999
2010-08-04,19.291664,15.630004,969.49146,133.8109,2.8291256,0.8259375,80.55458,216,0,0,0,0,18.0
2010-08-05,19.028511,15.599995,969.6361,104.1242,2.1362593,0.601185,68.386826,217,0,0,0,0,15.630004
2010-08-06,18.317915,16.450006,965.95013,107.74115,2.9690418,0.98202294,73.18168,218,0,0,0,0,15.599995
2010-08-07,16.901669,10.079994,968.0503,170.87196,2.9420211,0.80242497,83.147095,219,0,0,0,1,16.450006
2010-08-08,15.695205,9.599,973.3416,192.24364,2.1646626,0.64681035,80.613754,220,0,0,0,1,10.079994
2010-08-09,18.787918,12.369996,975.38947,91.070366,2.5831378,0.6909812,71.761665,221,0,0,0,0,9.599
2010-08-10,18.624374,13.510005,975.77905,173.20465,2.429167,0.65298957,73.690414,222,0,0,0,0,12.369996
2010-08-11,20.059584,17.299994,975.18134,135.48155,2.9105425,0.85727096,74.75646,223,0,0,0,0,13.510005
2010-08-12,21.33583,19.5,974.19586,160.79332,3.3143961,0.9184332,71.46104,224,0,0,0,0,17.299994
2010-08-13,21.068335,19.359991,972.68964,89.07226,2.9908543,0.9228935,70.42459,225,0,0,0,0,19.5
2010-08-14,18.725208,19.140009,973.31665,166.15529,3.1770754,0.9628207,83.77147,226,0,0,1,1,19.359991
2010-08-15,20.200626,14.260005,973.8062,122.37479,2.805712,0.68494374,77.45604,227,1,0,0,1,19.140009
2010-08-16,21.205626,13.729999,971.6209,181.33838,3.1611588,0.807797,69.361244,228,0,1,0,0,14.260005
2010-08-17,18.724375,17.010006,970.81036,115.47562,3.1295002,1.0105041,67.06521,229,0,0,0,0,13.729999
2010-08-18,17.629374,10.070005,971.7166,186.02277,2.619221,0.73023754,73.12583,230,0,0,0,0,17.010006
2010-08-19,17.389374,12.109992,971.325,202.85179,2.358825,0.64151376,75.612495,231,0,0,0,0,10.070005
2010-08-20,20.538128,15.479997,974.23553,218.05708,3.2228549,1.0197043,66.34874,232,0,0,0,0,12.109992
2010-08-21,20.273123,18.039995,980.57916,115.029724,2.1288373,0.666598,66.42646,233,0,0,0,1,15.479997
2010-08-22,22.025627,20.510006,982.06024,105.4075,2.5596685,0.7871832,71.19854,234,0,0,0,1,18.039995
2010-08-23,22.14417,19.669996,978.0291,97.22662,2.6839998,0.8089896,71.91937,235,0,0,0,0,20.510006
2010-08-24,22.154373,23.989992,970.0168,99.9255,2.4334295,0.69563746,72.168106,236,0,0,0,0,19.669996
2010-08-25,19.269373,17.510006,969.70404,173.46191,2.3705456,0.6304376,83.55187,237,0,0,0,0,23.989992
2010-08-26,17.161251,13.960003,975.5811,203.6296,2.1094105,0.5608333,81.29562,238,0,0,0,0,17.510006
2010-08-27,20.374998,20.580006,974.1084,180.16273,2.0127501,0.5413626,74.51022,239,0,0,0,0,13.960003
2010-08-28,20.489376,18.599993,966.4021,137.48651,2.943221,0.749825,78.60418,240,0,0,0,1,20.580006
2010-08-29,17.012913,8.527005,968.57495,218.88618,2.2730331,0.51795596,72.53166,241,0,0,0,1,18.599993
2010-08-30,14.746812,6.1860023,973.4106,191.8174,2.649485,0.6580979,61.426037,242,0,0,0,0,8.527005
2010-08-31,11.565605,9.619997,968.75836,212.62701,1.8974648,0.5183437,85.88189,243,0,0,0,0,6.1860023
2010-09-01,10.953374,6.9620023,968.6543,177.97345,3.4647005,0.95371455,71.88501,244,0,0,0,0,9.619997
2010-09-02,12.75133,7.3349996,972.3748,223.96191,4.680675,1.2336688,62.569782,245,0,0,0,0,6.9620023
2010-09-03,13.369522,12.219996,974.6268,142.41269,2.3100626,0.78918123,67.90187,246,0,0,0,0,7.3349996
2010-09-04,13.977708,13.469995,976.9727,118.21826,2.1206963,0.706152,77.37481,247,0,0,0,1,12.219996
2010-09-05,14.1745825,13.030005,975.63336,136.1666,1.6847186,0.48071507,82.972694,248,0,0,0,1,13.469995
2010-09-06,13.1415415,9.161004,978.0124,115.33466,2.6413333,0.6892813,71.11021,249,0,0,0,0,13.030005
2010-09-07,12.130833,12.920002,976.8374,188.32262,2.2146978,0.5985939,74.00437,250,0,0,0,0,9.161004
2010-09-08,11.874793,20.700008,971.7229,79.02224,1.5315229,0.42750582,80.6775,251,0,0,0,0,12.920002
2010-09-09,13.242917,23.25,968.18756,126.43826,1.3775731,0.34861457,86.33979,252,0,0,0,0,20.700008
2010-09-10,15.210835,10.380003,973.0771,201.9015,1.9836731,0.634793,79.76418,253,0,0,0,0,23.25
2010-09-11,16.928122,10.1900015,977.1936,231.55981,4.0940423,1.1464292,61.586872,254,0,0,0,1,10.380003
2010-09-12,16.167913,13.390008,977.4541,139.87056,2.6350834,0.84945625,67.253334,255,0,0,0,1,10.1900015
2010-09-13,15.274999,15.150004,977.29596,121.19973,2.555125,0.8154521,74.05354,256,0,0,0,0,13.390008
2010-09-14,16.602709,13.75,977.6001,180.85368,3.4897966,0.995898,66.18833,257,0,0,0,0,15.150004
2010-09-15,17.965628,10.489996,979.49786,244.81389,3.5379877,1.0149981,58.394794,258,0,0,0,0,13.75
2010-09-16,17.770418,15.969991,973.03754,124.634346,2.5248106,0.65999997,71.965416,259,0,0,0,0,10.489996
2010-09-17,15.237288,9.743996,971.3979,189.09448,2.3531313,0.6399916,82.68877,260,0,0,0,0,15.969991
2010-09-18,13.850627,9.457,971.1499,157.87111,1.2168626,0.31444165,89.953125,261,0,0,0,1,9.743996
2010-09-19,11.751039,7.414001,974.7104,231.77458,1.5334063,0.4236438,86.05877,262,0,0,0,1,9.457
2010-09-20,11.854458,11.5599985,974.66675,142.27823,1.812925,0.5578946,81.17896,263,0,0,0,0,7.414001
2010-09-21,11.806606,16.229996,978.24384,124.62961,2.7074585,0.8309353,73.43084,264,0,0,0,0,11.5599985
2010-09-22,13.688209,19.700008,978.87286,82.30517,2.108054,0.6545137,74.72791,265,0,0,0,0,16.229996
2010-09-23,14.577605,18.69,980.554,101.93688,2.4292002,0.762276,74.28063,266,0,0,0,0,19.700008
2010-09-24,14.131313,24.02001,977.2356,122.42117,2.6128,0.7827251,76.19375,267,0,0,0,0,18.69
2010-09-25,15.257272,35.43002,967.15424,143.7636,2.1972642,0.56201035,78.07082,268,0,0,0,1,24.02001
2010-09-26,14.097293,30.03002,958.9063,165.17339,2.4373164,0.63812095,88.891045,269,0,0,0,1,35.43002
2010-09-27,12.813751,4.464001,960.5916,298.1437,7.620647,2.4890313,60.41437,270,0,0,0,0,30.03002
2010-09-28,10.732852,16.169998,967.5002,137.05162,2.2619457,0.68122286,76.40835,271,0,0,0,0,4.464001
2010-09-29,13.1346445,12.609992,970.31226,200.67357,2.970402,0.79305625,62.79001,272,0,0,0,0,16.169998
2010-09-30,12.09954,10.579994,973.4958,165.37102,2.8411372,0.86412716,66.565216,273,0,0,0,0,12.609992
2010-10-01,10.55902,15.520004,975.0125,140.98698,2.1881287,0.5475479,75.64269,274,0,0,0,0,10.579994
2010-10-02,10.135248,27.739992,975.0459,128.89046,1.2822064,0.34897497,78.461876,275,0,0,0,1,15.520004
2010-10-03,11.730208,31.390013,976.9668,184.12886,0.9006104,0.23066062,80.59271,276,0,0,0,1,27.739992
2010-10-04,10.699584,30.010008,976.6939,168.23438,1.4250394,0.35605183,90.17521,277,0,0,0,0,31.390013
2010-10-05,11.798752,44.739994,970.70844,170.32774,1.4992456,0.36769572,86.51771,278,0,0,0,0,30.010008
2010-10-06,13.934376,33.969982,969.0249,133.86354,1.702567,0.38984588,88.81542,279,0,0,0,0,44.739994
2010-10-07,10.907085,8.808005,976.22485,145.20909,1.3672043,0.31371874,89.19293,280,0,0,0,0,33.969982
2010-10-08,11.822604,20.719986,982.04584,195.02425,1.6473122,0.41697833,80.78564,281,0,0,0,0,8.808005
2010-10-09,9.827666,23.169998,983.9229,141.25774,2.019922,0.5659771,77.835,282,0,0,0,1,20.719986
2010-10-10,9.102771,25.800001,980.14795,164.24199,1.8734816,0.50611466,75.2002,283,0,0,0,1,23.169998
2010-10-11,7.99075,21.419996,973.2187,91.05093,2.4219563,0.8060772,75.01792,284,0,0,0,0,25.800001
2010-10-12,8.218894,24.25,972.7105,106.05871,2.576883,0.8532939,73.22228,285,0,0,0,0,21.419996
2010-10-13,8.519792,29.859987,972.8916,110.72396,2.5239432,0.859098,76.44314,286,0,0,0,0,24.25
2010-10-14,9.833104,36.82999,972.073,93.70399,1.4068042,0.3992575,75.48771,287,0,0,0,0,29.859987
2010-10-15,10.013792,36.87,969.88983,133.96098,1.3836981,0.33949876,77.025826,288,0,0,0,0,36.82999
2010-10-16,8.678937,31.670012,969.11664,119.203804,2.7296333,0.73090607,69.93876,289,0,0,0,1,36.87
2010-10-17,8.231542,37.07999,967.91034,130.77614,1.3099147,0.3976659,77.4996,290,0,0,0,1,31.670012
2010-10-18,6.504354,16.820005,971.6147,239.7882,3.003917,0.88662076,87.259575,291,0,0,0,0,37.07999
2010-10-19,8.159061,12.119996,973.3543,241.72485,2.5509872,0.63211846,77.24541,292,0,0,0,0,16.820005
2010-10-20,9.325249,17.489994,967.25,226.7658,3.091192,0.8059401,68.21458,293,0,0,0,0,12.119996
2010-10-21,5.169438,20.549992,965.99585,150.95209,2.0357916,0.5293023,86.68229,294,0,0,0,0,17.489994
2010-10-22,4.6484227,15.010005,979.5833,155.81233,2.8649957,0.86583114,69.98687,295,0,0,0,0,20.549992
2010-10-23,5.1146326,22.929998,980.5354,100.98181,2.436334,0.89280623,71.5129,296,0,0,0,1,15.010005
2010-10-24,6.9581676,22.510004,974.4646,104.52088,2.1193748,0.7240909,74.49812,297,0,0,0,1,22.929998
2010-10-25,8.150792,18.320005,968.38763,98.76551,2.8219593,0.9387792,77.498535,298,0,0,1,0,22.510004
2010-10-26,6.0463753,3.8419993,971.0063,259.16168,4.3880105,1.2710849,81.15916,299,1,0,0,0,18.320005
2010-10-27,5.0078893,7.911997,980.6687,266.36185,3.981459,1.1442894,65.56187,300,0,1,0,0,3.8419993
2010-10-28,3.2433176,20.64001,984.5063,127.8917,2.2403834,0.66030073,75.22875,301,0,0,0,0,7.911997
2010-10-29,3.9626312,26.97999,982.1396,148.41144,2.175029,0.64809376,74.90125,302,0,0,0,0,20.64001
2010-10-30,5.499825,34.310024,978.3145,129.01035,1.8470458,0.5288388,78.48166,303,0,0,0,1,26.97999
2010-10-31,5.5922503,30.760008,971.3709,115.41273,2.2453337,0.756521,79.71062,304,0,0,1,1,34.310024
2010-11-01,7.20117,28.739992,970.9851,109.47592,2.3130646,0.72045964,82.96023,305,1,0,0,0,30.760008
2010-11-02,10.246166,27.459997,970.7019,166.96474,1.7256876,0.4581097,83.54542,306,0,1,0,0,28.739992
2010-11-03,10.685956,43.979992,972.2373,135.5817,1.6492733,0.4993042,84.17084,307,0,0,0,0,27.459997
2010-11-04,10.349417,55.100006,976.75006,150.01042,1.324248,0.3512058,90.6173,308,0,0,0,0,43.979992
2010-11-05,10.666729,32.099987,982.56665,158.33652,2.3608463,0.6373963,79.74291,309,0,0,0,0,55.100006
2010-11-06,12.212583,27.630003,980.8498,98.81129,2.678756,0.7983458,73.18439,310,0,0,0,1,32.099987
2010-11-07,11.391396,22.299995,973.0354,147.31238,2.523258,0.7963853,74.03166,311,0,0,0,1,27.630003
2010-11-08,9.466624,27.590002,961.73126,139.95467,1.7871809,0.5196582,82.12374,312,0,0,0,0,22.299995
2010-11-09,9.219688,17.880003,945.87933,145.68382,2.5297396,0.5925956,89.43875,313,0,0,0,0,27.590002
2010-11-10,6.881252,14.229999,944.1084,157.05882,1.9516335,0.45546123,80.83875,314,0,0,0,0,17.880003
2010-11-11,5.3604584,22.570002,952.4478,192.41748,2.405106,0.6398161,86.60917,315,0,0,0,0,14.229999
2010-11-12,7.7145405,22.880003,966.94586,182.16615,1.808787,0.42290112,75.73541,316,0,0,0,0,22.570002
2010-11-13,9.0980215,22.859991,962.8333,188.36223,2.578275,0.67308,71.26896,317,0,0,0,1,22.880003
2010-11-14,9.578708,21.520006,965.8084,176.12764,2.9235709,0.905333,74.20418,318,0,0,0,1,22.859991
2010-11-15,9.886041,16.929995,966.59796,163.03699,3.4181259,1.0404862,72.16042,319,0,0,0,0,21.520006
2010-11-16,10.578397,23.380003,968.5603,186.33559,2.6646872,0.82694745,73.421455,320,0,0,0,0,16.929995
2010-11-17,10.176355,30.270012,969.0291,98.996216,1.9352666,0.6451667,83.35084,321,0,0,0,0,23.380003
2010-11-18,9.893334,35.589993,966.502,143.41756,1.1468521,0.30455562,89.508125,322,0,0,0,0,30.270012
2010-11-19,9.081395,30.959993,967.08344,135.94572,1.3657855,0.37046048,87.23334,323,0,0,0,0,35.589993
2010-11-20,7.4240417,16.229996,972.96655,210.30707,1.4882334,0.38285753,87.33103,324,0,0,0,1,30.959993
2010-11-21,6.4007506,19.469988,974.91656,128.40262,1.6046104,0.3876591,88.35186,325,0,0,0,1,16.229996
2010-11-22,5.72673,22.090012,968.0478,144.42088,1.1186148,0.26775688,89.48896,326,0,0,0,0,19.469988
