,temp,pm10,pressure,windDirDeg,windPeak,windsp,rh,dayOfYear,holiday,dayAfterHoliday,dayBeforeHoliday,weekend,pm10Lag
2011-07-04,15.871025,6.330997,968.10895,172.86998,3.1378126,0.90135735,63.142548,185,0,0,0,0,
2011-07-05,19.763124,15.25,970.0073,104.57511,2.60019,0.7468923,65.55564,186,0,0,0,0,6.330997
2011-07-06,18.337748,13.0599985,970.61566,80.915634,2.5796874,0.8374367,81.61472,187,0,0,0,0,15.25
2011-07-07,21.558897,16.229996,969.2059,116.453705,2.7358978,0.76878494,68.96645,188,0,0,0,0,13.0599985
2011-07-08,23.87792,18.450008,969.82465,112.694374,4.1561065,1.3113517,64.90737,189,0,0,0,0,16.229996
2011-07-09,23.501131,17.90999,971.12396,129.09529,3.8371775,1.2184011,66.130646,190,0,0,0,1,18.450008
2011-07-10,25.555801,20.880003,974.6748,112.94149,3.914839,1.2133462,61.499634,191,0,0,0,1,17.90999
2011-07-11,25.933355,21.739996,974.1448,89.73041,3.6467972,1.0573162,60.40366,192,0,0,0,0,20.880003
2011-07-12,23.431541,18.270006,974.7917,189.3908,3.5485144,0.9835379,69.3188,193,0,0,0,0,21.739996
2011-07-13,22.363836,19.289993,975.10474,98.23036,2.7462564,0.82036024,70.86819,194,0,0,0,0,18.270006
2011-07-14,25.257362,29.670008,968.78906,96.19061,2.9523134,0.86704713,69.49452,195,0,0,0,0,19.289993
2011-07-15,24.000671,22.770006,969.9966,123.12628,4.078327,1.218855,69.82018,196,0,0,0,0,29.670008
2011-07-16,18.74919,8.444,975.1643,269.92212,4.1473203,1.2189447,69.065895,197,0,0,0,1,22.770006
2011-07-17,19.207298,11.769998,973.0418,168.52391,3.133257,0.9086893,69.258446,198,0,0,0,1,8.444
2011-07-18,22.503881,16.340008,964.3457,135.44305,4.2752166,1.2910949,65.51397,199,0,0,0,0,11.769998
2011-07-19,15.773154,7.1820045,966.08203,222.21788,3.1143806,0.88146025,85.15562,200,0,0,0,0,16.340008
2011-07-20,18.929922,14.619996,964.8271,99.06686,2.5067894,0.67383367,74.48788,201,0,0,0,0,7.1820045
2011-07-21,18.035162,10.450006,960.0125,215.39923,4.3116655,1.2620368,64.5382,202,0,0,0,0,14.619996
2011-07-22,19.104864,10.890007,963.01587,212.02716,3.7441034,0.9448009,58.01393,203,0,0,0,0,10.450006
2011-07-23,19.266397,8.286003,965.60516,131.07335,2.5624392,0.65499437,65.50259,204,0,0,0,1,10.890007
2011-07-24,15.533135,6.910002,967.7343,158.22766,1.8985467,0.54318947,87.99442,205,0,0,0,1,8.286003
2011-07-25,12.655884,3.4559994,966.18317,280.11984,6.794104,2.2257087,80.87729,206,0,0,0,0,6.910002
2011-07-26,14.6814575,8.657997,967.6674,181.32349,5.007777,1.6403589,67.157776,207,0,0,0,0,3.4559994
2011-07-27,15.776119,14.760005,971.1241,92.11721,1.6622791,0.53456515,76.24004,208,0,0,0,0,8.657997
2011-07-28,17.613192,13.23,974.4944,168.34268,3.3279111,1.090869,74.09454,209,0,0,0,0,14.760005
2011-07-29,15.979199,14.510005,973.8137,117.111115,2.0261183,0.71118826,91.87964,210,0,0,0,0,13.23
2011-07-30,19.275871,11.9800005,971.9583,196.02962,3.9875298,1.1460572,64.335075,211,0,0,0,1,14.510005
2011-07-31,17.695633,11.25,969.91113,108.19189,2.5272915,0.7979911,71.40378,212,0,0,0,1,11.9800005
2011-08-01,18.262106,9.480996,970.39716,118.87907,2.142625,0.64175713,70.46341,213,0,0,0,0,11.25
2011-08-02,18.552887,11.780003,972.8768,106.70702,1.93044,0.53920376,79.237976,214,0,0,0,0,9.480996
2011-08-03,20.54315,11.429996,975.70013,107.1553,2.6053975,0.70657974,70.61018,215,0,0,0,0,11.780003
2011-08-04,21.416245,14.820006,975.3752,101.704254,3.1394396,0.9378062,74.69929,216,0,0,0,0,11.429996
2011-08-05,20.206263,9.490998,973.7789,197.66841,3.5026276,1.0856653,77.209724,217,0,0,0,0,14.820006
2011-08-06,21.304857,13.8499975,973.7968,134.5201,2.7342713,0.6920523,70.19432,218,0,0,0,1,9.490998
2011-08-07,21.646418,18.280012,969.7314,119.20339,2.8100975,0.7968669,76.182014,219,0,0,0,1,13.8499975
2011-08-08,22.975542,14.429994,965.9961,150.4977,3.9256964,1.2268597,66.76745,220,0,0,0,0,18.280012
2011-08-09,17.07224,7.1700025,969.15204,200.54216,2.2708468,0.54799867,85.31487,221,0,0,0,0,14.429994
2011-08-10,15.7920065,6.632,975.51074,193.62367,2.780157,0.67355996,76.098175,222,0,0,0,0,7.1700025
2011-08-11,14.685435,7.9490027,979.61743,171.38672,4.220543,1.2774187,64.3796,223,0,0,0,0,6.632
2011-08-12,16.444798,14.280007,977.3879,96.609825,2.8816931,0.96351224,65.173805,224,0,0,0,0,7.9490027
2011-08-13,19.848509,17.219988,972.1377,111.995514,2.867049,0.81444573,70.5628,225,0,0,0,1,14.280007
2011-08-14,18.839552,11.179996,970.7647,209.14616,3.164498,1.0396641,77.16085,226,0,0,1,1,17.219988
2011-08-15,21.607063,14.950007,969.6673,133.16623,2.7668142,0.78221035,71.1235,227,1,0,0,0,11.179996
2011-08-16,21.145193,13.979999,971.1009,150.18126,3.5817091,0.96264577,76.325516,228,0,1,0,0,14.950007
2011-08-17,20.716455,11.420005,976.18994,79.95672,2.8104227,0.8203101,72.7544,229,0,0,0,0,13.979999
2011-08-18,21.731234,16.21999,976.1463,91.52453,2.5897763,0.7507894,73.432884,230,0,0,0,0,11.420005
2011-08-19,23.089273,20.14001,975.16583,70.90867,2.6337101,0.95104915,72.49784,231,0,0,0,0,16.21999
2011-08-20,22.273226,18.880003,975.384,112.83932,2.9783485,0.8810618,79.38691,232,0,0,0,1,20.14001
2011-08-21,22.42804,15.760006,979.26666,118.32647,2.3909342,0.55354804,77.83862,233,0,0,0,1,18.880003
2011-08-22,23.93973,20.450008,978.92816,107.04124,1.7377806,0.44521424,77.12047,234,0,0,0,0,15.760006
2011-08-23,25.990221,30.680014,976.5329,111.04171,2.768857,0.94130623,73.31374,235,0,0,0,0,20.450008
2011-08-24,26.527267,34.39001,975.3188,83.71689,2.9119594,1.0310585,70.03275,236,0,0,0,0,30.680014
2011-08-25,26.18573,35.599987,973.1701,96.36881,3.0160997,1.1241403,65.03123,237,0,0,0,0,34.39001
2011-08-26,25.95209,33.56002,973.1213,132.44643,3.5267107,1.0331544,65.91289,238,0,0,0,0,35.599987
2011-08-27,25.681707,32.75,971.18256,113.92215,3.2533429,1.049404,67.23606,239,0,0,0,1,33.56002
2011-08-28,20.801598,26.069994,970.56744,144.47122,5.353066,1.5410606,71.26143,240,0,0,0,1,32.75
2011-08-29,16.969175,5.9989963,977.8565,145.1605,2.6503072,0.72199804,68.50117,241,0,0,0,0,26.069994
2011-08-30,18.543756,17.25,973.19696,115.98791,2.8940601,0.9408987,71.19749,242,0,0,0,0,5.9989963
2011-08-31,18.896948,20.219986,971.97217,104.68253,3.0811863,0.9650062,75.47613,243,0,0,0,0,17.25
2011-09-01,18.836943,16.96999,972.28534,171.37982,2.844268,0.6593321,75.32617,244,0,0,0,0,20.219986
2011-09-02,18.920809,14.4000025,972.18854,146.10567,2.8198605,0.7505029,79.77534,245,0,0,0,0,16.96999
2011-09-03,19.537155,13.27,973.5742,121.61582,2.8384101,0.84792525,77.821655,246,0,0,0,1,14.4000025
2011-09-04,21.170069,10.9400015,974.2282,136.98402,2.8836462,0.76917386,72.5739,247,0,0,0,1,13.27
2011-09-05,22.327255,19.049992,971.75214,77.30868,2.6106045,0.88389176,76.188644,248,0,0,0,0,10.9400015
2011-09-06,21.259504,16.130003,972.06055,168.61598,4.3500667,1.1237577,73.161644,249,0,0,0,0,19.049992
2011-09-07,19.08445,10.350004,979.7111,157.66626,2.9357157,0.72119075,60.399384,250,0,0,0,0,16.130003
2011-09-08,18.502842,13.520001,972.9654,109.26095,2.4355183,0.83428305,71.938805,251,0,0,0,0,10.350004
2011-09-09,17.202728,10.910003,970.6182,126.19576,2.1566184,0.67920846,78.40631,252,0,0,0,0,13.520001
2011-09-10,17.891012,14.35999,972.76074,127.49122,1.968516,0.5116809,80.1175,253,0,0,0,1,10.910003
2011-09-11,20.282616,19.270006,974.0901,104.99371,2.1364415,0.63093656,76.24749,254,0,0,0,1,14.35999
2011-09-12,22.76435,20.030014,972.15625,167.57289,2.8494751,0.87217665,72.1192,255,0,0,0,0,19.270006
2011-09-13,21.191307,20.210007,972.8311,106.738625,2.1986,0.5976453,71.382484,256,0,0,0,0,20.030014
2011-09-14,20.948341,19.219988,973.8552,107.905876,2.9724903,0.9609292,71.26367,257,0,0,0,0,20.210007
2011-09-15,19.53751,17.229994,974.11456,139.40703,3.2305624,0.92204976,79.47163,258,0,0,0,0,19.219988
2011-09-16,15.978077,14.289996,977.8608,112.0946,1.7475437,0.58199954,84.42658,259,0,0,0,0,17.229994
2011-09-17,17.76467,18.950008,976.75653,98.76447,2.1540148,0.7973578,77.38331,260,0,0,0,1,14.289996
2011-09-18,18.56067,20.450008,974.1567,101.31954,2.6978214,0.9539848,79.32116,261,0,0,0,1,18.950008
2011-09-19,19.014524,21.40001,966.08966,112.70173,2.7095368,0.7820442,77.93393,262,0,0,0,0,20.450008
2011-09-20,11.368126,3.9479983,967.32086,260.8161,6.0231404,1.7393883,84.032524,263,0,0,0,0,21.40001
2011-09-21,14.562009,3.132002,976.49316,298.94818,8.732407,2.8879254,55.98654,264,0,0,0,0,3.9479983
2011-09-22,17.243402,14.900004,977.30023,203.39723,3.2214506,0.8867945,65.04578,265,0,0,0,0,3.132002
2011-09-23,17.364908,25.010008,976.4636,105.17678,2.4592755,0.77508926,76.99828,266,0,0,0,0,14.900004
2011-09-24,16.423376,19.840012,976.2647,82.411095,2.445933,0.7795519,75.83216,267,0,0,0,1,25.010008
2011-09-25,16.871977,18.609991,976.76263,90.0068,1.6837583,0.43508816,73.80787,268,0,0,0,1,19.840012
2011-09-26,16.721308,18.31,979.3279,139.43852,2.0954363,0.6471163,75.79376,269,0,0,0,0,18.609991
2011-09-27,16.520144,22.119997,982.8316,100.31915,2.5194814,0.9398553,75.104904,270,0,0,0,0,18.31
2011-09-28,17.442347,31.689981,985.3321,109.22889,2.633385,0.9096759,73.7214,271,0,0,0,0,22.119997
2011-09-29,17.706888,25.380003,986.2139,167.73334,3.1921606,0.91994256,73.29575,272,0,0,0,0,31.689981
2011-09-30,16.739466,17.719988,985.96063,101.16733,2.7642107,0.8542811,71.132774,273,0,0,0,0,25.380003
2011-10-01,17.16812,15.25,985.2151,170.5665,3.1036422,0.89882046,68.770676,274,0,0,0,1,17.719988
2011-10-02,17.090405,16.859991,983.98755,80.80967,2.7414303,1.0754362,74.92108,275,0,0,0,1,15.25
2011-10-03,17.430374,16.479996,982.3072,153.20328,3.216569,0.9792338,71.70159,276,0,0,0,0,16.859991
2011-10-04,16.375338,22.19,981.073,119.4914,3.1976936,1.2340726,67.7836,277,0,0,0,0,16.479996
2011-10-05,17.403154,25.219984,979.8406,111.9911,2.950035,1.0864544,70.858986,278,0,0,0,0,22.19
2011-10-06,16.464314,22.359991,979.5437,97.541725,2.77853,0.9815865,69.814064,279,0,0,0,0,25.219984
2011-10-07,15.653974,29.06999,974.253,63.73675,2.8576107,1.1797626,78.203896,280,0,0,0,0,22.359991
2011-10-08,7.740168,11.280002,967.7111,183.03223,3.222751,0.8278768,92.059456,281,0,0,0,1,29.06999
2011-10-09,6.2256627,18.400007,969.18207,162.90376,2.3053439,0.5649347,81.15771,282,0,0,0,1,11.280002
2011-10-10,7.032282,7.4549975,974.6758,193.93529,4.145367,1.1587796,69.058556,283,0,0,0,0,18.400007
2011-10-11,6.403934,15.770004,976.9107,175.49323,1.6381968,0.5000265,84.33404,284,0,0,0,0,7.4549975
2011-10-12,13.509254,28.02001,975.084,136.96548,1.854287,0.49752748,80.7649,285,0,0,0,0,15.770004
2011-10-13,15.071842,18.960005,974.08685,117.27183,2.4807544,0.6736974,75.60196,286,0,0,0,0,28.02001
2011-10-14,8.65378,10.839997,981.062,167.17393,2.0147278,0.50733817,93.3534,287,0,0,0,0,18.960005
2011-10-15,5.9386744,15.900005,987.0704,118.77752,2.5146,0.75233525,77.353264,288,0,0,0,1,10.839997
2011-10-16,5.1909575,13.890008,988.58856,210.51088,2.7713702,0.8792432,68.469574,289,0,0,0,1,15.900005
2011-10-17,3.6744785,17.400007,988.17096,89.04073,2.1455538,0.79491687,78.12269,290,0,0,0,0,13.890008
2011-10-18,4.156034,24.039999,983.39484,97.73578,2.508742,0.9092838,77.064804,291,0,0,0,0,17.400007
2011-10-19,6.090051,32.910004,977.5358,93.03474,2.2815864,0.7822003,77.131805,292,0,0,0,0,24.039999
2011-10-20,11.473332,23.59001,972.37646,173.40216,4.911122,1.2202854,67.85276,293,0,0,0,0,32.910004
2011-10-21,6.5314617,10.119997,979.6359,257.10205,2.0586622,0.5070151,89.213646,294,0,0,0,0,23.59001
2011-10-22,6.103037,15.919998,984.0595,132.85503,2.3600173,0.7480534,79.93351,295,0,0,0,1,10.119997
2011-10-23,4.691919,19.070005,983.4753,125.602844,2.3076222,0.7644716,74.69648,296,0,0,0,1,15.919998
2011-10-24,6.487407,27.25,980.53485,111.1405,1.3251256,0.35025445,80.02808,297,0,0,0,0,19.070005
2011-10-25,6.936441,26.56001,976.74567,104.80279,1.4168992,0.34073558,89.06899,298,0,0,1,0,27.25
2011-10-26,7.56443,33.030018,973.46454,82.7978,1.3736159,0.36311948,88.51444,299,1,0,0,0,26.56001
2011-10-27,9.119222,36.67001,976.15607,119.86374,1.0533853,0.24268435,95.027504,300,0,1,0,0,33.030018
2011-10-28,8.778567,32.079994,979.2908,123.64807,1.1545757,0.24988396,93.56722,301,0,0,0,0,36.67001
2011-10-29,9.791381,26.46,983.1636,162.34398,1.2717539,0.29448912,85.21496,302,0,0,0,1,32.079994
2011-10-30,9.538985,18.830004,984.95215,140.54042,1.1383245,0.2949833,83.14698,303,0,0,0,1,26.46
2011-10-31,8.729025,17.09001,982.0613,170.47209,2.1276546,0.60128087,77.56192,304,0,0,1,0,18.830004
2011-11-01,7.781669,26.180006,979.8489,121.35972,1.7423368,0.50602883,82.53598,305,1,0,0,0,17.09001
2011-11-02,6.1158032,27.75,978.6663,132.90733,2.1377435,0.70241004,89.92332,306,0,1,0,0,26.180006
2011-11-03,5.9041386,21.75,978.3907,203.35168,1.3709431,0.34111294,91.55779,307,0,0,0,0,27.75
2011-11-04,5.4909725,22.939997,973.9334,125.61848,1.6739945,0.5579594,88.60574,308,0,0,0,0,21.75
2011-11-05,9.51547,22.689997,969.52203,116.52765,2.44756,0.7983999,80.155495,309,0,0,0,1,22.939997
2011-11-06,11.096709,21.010006,970.6712,94.11599,2.803914,0.92676646,82.20711,310,0,0,0,1,22.689997
2011-11-07,9.088013,44.05002,976.09845,88.41378,1.5226665,0.49724057,90.91741,311,0,0,0,0,21.010006
2011-11-08,8.141105,63.020016,980.2451,171.02443,1.331392,0.29686216,80.878746,312,0,0,0,0,44.05002
2011-11-09,9.307361,68.679985,981.9189,154.81468,1.1809568,0.2830126,83.56586,313,0,0,0,0,63.020016
2011-11-10,9.410859,59.969975,980.00385,173.58789,1.7742299,0.45322546,87.0094,314,0,0,0,0,68.679985
2011-11-11,8.534514,34.790012,979.4183,208.35866,2.3857265,0.6557673,86.64814,315,0,0,0,0,59.969975
2011-11-12,4.5452166,30.96998,986.44586,112.69729,2.2516463,0.6282834,76.08643,316,0,0,0,1,34.790012
2011-11-13,2.064432,37.38,992.1578,123.50849,2.0560584,0.7246644,80.632774,317,0,0,0,1,30.96998
2011-11-14,2.0551946,31.810019,991.4502,118.03702,2.1019454,0.77473396,81.80136,318,0,0,0,0,37.38
2011-11-15,1.7858504,38.0,985.08655,145.96931,1.9279447,0.65212387,81.12717,319,0,0,0,0,31.810019
2011-11-16,1.4060327,49.20998,979.82367,162.23518,1.8158857,0.59783393,84.82841,320,0,0,0,0,38.0
2011-11-17,0.8434386,66.92999,981.3732,142.86122,1.8308555,0.62731296,86.42228,321,0,0,0,0,49.20998
2011-11-18,0.15724434,72.689964,982.9651,196.44153,1.3941187,0.38089862,90.62948,322,0,0,0,0,66.92999
2011-11-19,0.64169914,51.680008,982.6565,223.56451,1.7302953,0.6066606,89.77533,323,0,0,0,1,72.689964
2011-11-20,-0.53858393,45.079987,982.31494,117.59008,1.7524252,0.5712966,93.15549,324,0,0,0,1,51.680008
2011-11-21,-0.37164035,38.709988,982.7605,158.83583,1.7140236,0.4794776,91.51025,325,0,0,0,0,45.079987
2011-11-22,-0.7651062,63.260006,981.0601,158.95772,1.9073333,0.53926545,91.34964,326,0,0,0,0,38.709988
2011-11-23,-0.5953017,45.0,980.7031,161.08838,1.9245819,0.54049927,91.76211,327,0,0,0,0,63.260006
2011-11-24,-0.71612436,36.75,985.87134,161.54341,1.4234077,0.33065775,91.39217,328,0,0,0,0,45.0
2011-11-25,1.3098954,45.59999,990.782,185.80916,1.6668353,0.4415581,86.54922,329,0,0,0,0,36.75
2011-11-26,0.14011598,36.87,988.32965,145.53703,1.6723682,0.45262155,90.259865,330,0,0,0,1,45.59999
2011-11-27,-0.26437292,37.75,987.3171,227.61809,1.7237868,0.48011088,90.39066,331,0,0,0,1,36.87
2011-11-28,0.07138577,49.670002,981.87524,217.90184,1.421781,0.36015213,88.90237,332,0,0,0,0,37.75
2011-11-29,2.7940776,52.199978,984.8459,210.59554,1.4361,0.3742226,83.59832,333,0,0,0,0,49.670002
2011-11-30,1.0268512,49.120014,984.46625,166.44096,1.6666514,0.49372408,90.926506,334,0,0,0,0,52.199978
2011-12-01,0.6824238,49.54002,986.86566,171.82532,1.1067574,0.27165735,93.16033,335,0,0,0,0,49.120014
2011-12-02,-0.44470897,48.280018,985.5345,165.9406,1.3755689,0.39217916,94.37507,336,0,0,0,0,49.54002
2011-12-03,-0.5638844,35.810024,977.9532,177.88737,1.3804502,0.3382217,93.1283,337,0,0,0,1,48.280018
2011-12-04,1.4532949,48.12001,975.2808,144.44502,0.96128696,0.19785245,90.88572,338,0,0,0,1,35.810024
2011-12-05,3.6917543,39.35999,969.04785,118.8494,1.6668354,0.41761217,90.73171,339,0,0,0,0,48.12001
2011-12-06,6.8856626,14.270001,963.1388,203.1219,4.8806825,1.3315815,64.2197,340,0,0,0,0,39.35999
2011-12-07,1.9600986,27.989992,971.39777,91.11555,1.8552637,0.5659761,77.25463,341,0,0,1,0,14.270001
2011-12-08,1.8270702,32.87,970.68384,127.56647,1.9014758,0.45492458,81.42936,342,1,0,0,0,27.989992
2011-12-09,3.5622175,11.070004,979.11597,183.42694,4.0714927,1.1467029,67.83488,343,0,1,0,0,32.87
2011-12-10,2.2199895,18.219988,976.1917,91.9723,3.0418084,1.0545884,72.492805,344,0,0,0,1,11.070004
2011-12-11,4.206322,23.630003,974.16327,133.20024,2.9061012,1.0490364,74.446785,345,0,0,0,1,18.219988
2011-12-12,3.5510976,27.630003,979.27264,159.63358,1.0771426,0.28666466,80.583336,346,0,0,0,0,23.630003
2011-12-13,4.209239,32.180016,973.04047,136.88748,1.8565655,0.48196098,83.79691,347,0,0,0,0,27.630003
2011-12-14,3.0757072,23.760008,974.28876,142.91357,1.6486111,0.4294921,88.06577,348,0,0,0,0,32.180016
2011-12-15,4.5816965,27.27001,972.1448,145.42078,2.418596,0.67420894,78.962204,349,0,0,0,0,23.760008
2011-12-16,4.7300897,11.96,972.62384,148.15654,1.7094674,0.425114,90.857,350,0,0,0,0,27.27001
2011-12-17,2.4797792,20.169996,958.6442,225.94829,2.3805192,0.5153493,92.48419,351,0,0,0,1,11.96
2011-12-18,3.188145,11.03,955.90265,188.82855,2.5663445,0.54951924,73.74453,352,0,0,0,1,20.169996
2011-12-19,0.181183,16.820005,970.3159,165.9023,1.8441988,0.48160598,76.883064,353,0,0,0,0,11.03
2011-12-20,1.1118172,11.700006,975.55084,196.3686,3.3962097,1.0658852,65.88771,354,0,0,0,0,16.820005
2011-12-21,-0.28830788,20.40001,972.7137,213.0425,3.1700304,0.96971685,59.14284,355,0,0,0,0,11.700006
2011-12-22,0.042919572,44.010006,973.5157,151.31058,1.7468929,0.4562488,74.68899,356,0,0,0,0,20.40001
2011-12-23,-0.07965947,30.28002,980.34283,127.66663,1.5919849,0.48831296,81.63319,357,0,0,0,0,44.010006
2011-12-24,1.1410725,39.88,981.9473,174.37854,1.1698924,0.31202483,83.57373,358,0,0,1,1,30.28002
2011-12-25,1.9200826,34.969982,978.0341,181.83403,1.6544689,0.2889785,80.1149,359,1,0,1,1,39.88
2011-12-26,2.628357,11.380002,989.79663,251.93117,2.6444495,0.6253053,66.14768,360,1,1,0,0,34.969982
2011-12-27,1.3690224,27.489992,994.8449,151.35895,1.2473466,0.34036335,80.98239,361,0,1,0,0,11.380002
2011-12-28,1.3996696,25.119997,995.08246,104.77564,2.0039885,0.71185035,85.100075,362,0,0,0,0,27.489992
2011-12-29,1.7381572,37.31998,989.3559,119.727356,1.6059784,0.51976854,88.11627,363,0,0,0,0,25.119997
2011-12-30,1.142729,31.609987,981.0197,225.03792,1.3212205,0.31011453,86.89728,364,0,0,0,0,37.31998
2011-12-31,-0.8112239,38.14001,971.2771,212.83844,1.4387034,0.28521585,90.8963,365,0,0,1,1,31.609987
2012-01-04,4.736797,18.469988,981.4886,164.47966,1.3677583,0.41145173,91.286064,4,0,0,0,0,33.87
2012-01-05,2.222001,32.489994,975.2829,166.11531,1.6645575,0.3422898,89.04519,5,0,0,1,0,18.469988
2012-01-06,1.3471512,22.950005,961.92755,213.67076,2.0609398,0.36512244,82.69582,6,1,0,0,0,32.489994
2012-01-07,3.5156813,4.675002,962.6616,289.39465,5.8103046,1.1846191,63.35996,7,0,1,0,1,22.950005
2012-01-08,3.563304,16.159992,974.77686,199.3504,2.450489,0.5710875,63.011673,8,0,0,0,1,4.675002
2012-01-09,2.7440264,9.179996,974.01,191.45897,3.3714764,0.92591816,75.20762,9,0,0,0,0,16.159992
2012-01-10,2.3731854,16.340008,981.28485,207.35262,3.401741,1.0366555,73.41077,10,0,0,0,0,9.179996
2012-01-11,3.1246777,12.799994,984.9759,220.14674,3.0095901,0.71907765,73.6186,11,0,0,0,0,16.340008
2012-01-12,1.6748773,28.939985,989.6923,217.84637,1.6808289,0.41942775,75.784615,12,0,0,0,0,12.799994
2012-01-13,1.3260318,29.859987,984.44293,112.68098,2.347325,0.76379776,78.95881,13,0,0,0,0,28.939985
2012-01-14,3.011268,8.665002,976.6923,270.7483,4.89485,1.5138879,72.759,14,0,0,0,1,29.859987
2012-01-15,0.27023485,5.928999,977.697,234.90436,2.9624012,0.59460247,80.25976,15,0,0,0,1,8.665002
2012-01-16,-1.4524875,12.989995,979.04706,246.91664,2.4527671,0.6473791,73.28968,16,0,0,0,0,5.928999
2012-01-17,-2.7506864,19.06,982.6441,206.74559,2.9816027,0.962437,67.55109,17,0,0,0,0,12.989995
2012-01-18,-1.3100884,21.609991,983.3709,175.90918,2.188837,0.61548686,75.501396,18,0,0,0,0,19.06
2012-01-19,-0.28997612,30.430014,988.0474,138.1765,1.8435475,0.59090453,74.917946,19,0,0,0,0,21.609991
2012-01-20,2.3591387,46.25,978.362,120.78836,2.0606146,0.5105696,72.37328,20,0,0,0,0,30.430014
2012-01-21,2.0908203,21.90001,971.0358,202.14435,3.3115962,0.81581813,78.57862,21,0,0,0,1,46.25
2012-01-22,1.6506357,17.640009,972.013,140.18596,1.9144934,0.5142858,76.4957,22,0,0,0,1,21.90001
2012-01-23,4.7043805,8.795997,967.23193,187.2915,3.1371622,0.8423056,75.52599,23,0,0,0,0,17.640009
2012-01-24,4.092323,25.659996,972.344,177.99187,1.8207674,0.4808332,76.05361,24,0,0,0,0,8.795997
2012-01-25,2.3573105,18.919996,974.63995,211.05891,2.5663443,0.7359459,76.576744,25,0,0,0,0,25.659996
2012-01-26,-0.09846871,17.099993,978.7854,199.33228,2.6831763,0.73889494,74.14192,26,0,0,0,0,18.919996
2012-01-27,-2.7979977,34.839993,980.5359,199.50572,1.4198279,0.38899836,77.82174,27,0,0,0,0,17.099993
2012-01-28,-2.7225811,32.14001,985.0579,179.77672,2.1055248,0.62064385,70.96583,28,0,0,0,1,34.839993
2012-01-29,-1.992701,58.61002,986.687,221.75739,1.2711028,0.3310168,78.68042,29,0,0,0,1,32.14001
2012-01-30,-2.2556622,38.160007,987.9112,131.49045,1.6421019,0.3870292,81.489784,30,0,0,0,0,58.61002
2012-01-31,-3.2060921,35.57999,987.87994,187.31,1.597517,0.39543155,73.50965,31,0,0,0,0,38.160007
2012-02-01,-5.5805497,41.670017,986.02057,86.39573,1.5347075,0.3947684,72.105675,32,0,0,0,0,35.57999
2012-02-02,-5.4374614,33.35999,983.3548,95.24402,2.0492246,0.592254,67.69253,33,0,0,0,0,41.670017
2012-02-03,-7.3957734,43.85999,984.31134,124.69913,1.8832512,0.5054435,66.19013,34,0,0,0,0,33.35999
2012-02-04,-9.178354,40.53002,986.06226,144.0441,1.3322853,0.273092,63.768097,35,0,0,0,1,43.85999
2012-02-05,-8.029763,13.760005,985.5476,315.98367,6.6788983,1.6434904,56.170227,36,0,0,0,1,40.53002
2012-02-06,-8.278047,21.880003,986.7775,222.11382,3.4681308,0.87328386,58.73564,37,0,0,0,0,13.760005
2012-02-07,-9.57746,38.089993,984.53815,211.17877,2.2184517,0.47278714,79.48458,38,0,0,0,0,21.880003
2012-02-08,-7.131557,35.560024,982.1352,208.46648,3.3379562,0.7321306,84.6323,39,0,0,0,0,38.089993
2012-02-09,-7.568608,54.800022,989.79126,135.50113,1.7345262,0.50268275,80.45608,40,0,0,0,0,35.560024
2012-02-10,-7.240913,68.96998,985.42163,120.12604,1.6616284,0.45984706,78.20322,41,0,0,0,0,54.800022
2012-02-11,-7.9744534,82.0,988.8309,131.98341,1.4282895,0.35356346,84.08988,42,0,0,0,1,68.96998
2012-02-12,-8.03169,43.63,985.87866,173.45305,1.8367138,0.43571007,83.9483,43,0,0,0,1,82.0
2012-02-13,-5.969894,36.85999,984.0737,236.36427,1.6320137,0.38865578,81.53932,44,0,0,0,0,43.63
2012-02-14,-4.640886,57.05003,977.6491,190.55383,1.3531132,0.36072925,76.213524,45,0,0,0,0,36.85999
2012-02-15,-3.7857208,44.239994,973.13165,136.36246,1.7042612,0.49352288,74.13041,46,0,0,0,0,57.05003
2012-02-16,-1.4426003,26.640009,962.05566,206.20406,2.1318855,0.43393755,82.70153,47,0,0,0,0,44.239994
2012-02-17,0.014904807,9.656004,973.7683,294.65826,5.6492157,1.6410815,69.21048,48,0,0,0,0,26.640009
2012-02-18,0.6938998,19.359991,977.21674,251.95692,2.5565815,0.6063176,70.159195,49,0,0,0,1,9.656004
2012-02-19,3.3296874,21.830004,978.2244,157.15807,2.0648456,0.6214976,73.13076,50,0,0,0,1,19.359991
2012-02-20,2.562607,31.739992,975.88184,167.22723,2.3723838,0.651782,79.08527,51,0,0,0,0,21.830004
2012-02-21,1.7468681,13.640008,988.60297,178.51707,1.7153254,0.4624044,90.053406,52,0,0,0,0,31.739992
2012-02-22,1.124714,23.92,990.3924,168.7722,1.6229011,0.46151248,77.05328,53,0,0,0,0,13.640008
2012-02-23,2.0391767,29.699991,989.0361,144.93169,2.5917287,0.73565984,70.92986,54,0,0,0,0,23.92
2012-02-24,3.0573206,42.819977,981.82294,134.11858,1.8295542,0.5685088,75.55439,55,0,0,0,0,29.699991
2012-02-25,8.740777,23.34001,980.2924,164.57619,2.3359349,0.5455849,69.24498,56,0,0,0,1,42.819977
2012-02-26,9.585025,8.002998,976.7614,277.1844,4.135279,1.1205724,64.63565,57,0,0,0,1,23.34001
